start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged,model_label,strat_var,stratum
1997,2006,10,10,30-39,-0.3982873410281872,0.6714690593295743,0.6136875353017928,0.7346909814865621,4.12153383205806e-18,21549,630,TRUE,< HS,educ_3cat_f,< HS
1997,2006,10,10,40-49,-0.5240233148482287,0.5921334099459594,0.5575270012085298,0.6288878824060535,3.2113112128094466e-65,19508,1183,TRUE,< HS,educ_3cat_f,< HS
1997,2006,10,10,50-59,-0.4457440966130555,0.640347618220684,0.6124418468268003,0.669524909647241,1.3418084271710095e-85,16398,2100,TRUE,< HS,educ_3cat_f,< HS
1997,2006,10,10,60-69,-0.42999624316196117,0.6505115385852188,0.62903261103498,0.6727238849131413,4.895032117880752e-139,15626,3903,TRUE,< HS,educ_3cat_f,< HS
1997,2006,10,10,70-79,-0.29980843934917845,0.7409601458954213,0.7220836272786247,0.7603301294539907,8.98391190740914e-115,14567,6665,TRUE,< HS,educ_3cat_f,< HS
1997,2006,10,10,80-89,-0.17427872146396312,0.8400627215134274,0.8188749642878618,0.8617986955923925,8.8593676977833e-41,8837,6553,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,18-29,-0.2344541158710442,0.7910025275206983,0.7050381819894047,0.8874483886512915,6.49318740911666e-5,27407,440,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,30-39,-0.3882726399067874,0.678227406197831,0.618825201630305,0.7433317410247355,1.0199049039025987e-16,20580,598,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,40-49,-0.522330665034988,0.5931365331803947,0.5578401400282196,0.6306662460242829,1.6449947539250424e-62,18904,1149,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,50-59,-0.45304030188912037,0.6356925135009542,0.6067924644412751,0.6659690015980247,3.430491581867289e-81,15680,1962,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,60-69,-0.44405439812046493,0.6414305272631644,0.6192002418722561,0.6644589156830168,1.998628757304603e-134,14625,3608,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,70-79,-0.30339539776777735,0.7383071136649543,0.718598211481126,0.7585565694141625,4.7745121781416705e-107,13479,6077,TRUE,< HS,educ_3cat_f,< HS
1998,2007,10,10,80-89,-0.17300546657657956,0.8411330167140058,0.8190179109328347,0.863845274153503,4.210209584914543e-37,8295,6077,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,18-29,-0.2358393099756011,0.7899075940056886,0.7032971956259496,0.8871839827436296,6.888125513161852e-5,26695,421,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,30-39,-0.44876960980956493,0.6384131658825634,0.5801938650529016,0.7024744571110475,3.636638031430612e-20,19802,563,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,40-49,-0.5141812801488564,0.597989980523763,0.5615943826151328,0.6367442906776232,5.818947721260325e-58,18547,1083,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,50-59,-0.4663530804796303,0.6272857625842714,0.5975091515650118,0.6585462781788332,8.34460068167607e-79,15254,1848,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,60-69,-0.43156840063207075,0.6494896355171953,0.626191767182548,0.6736543160607938,1.2934478003900854e-118,13938,3395,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,70-79,-0.30473598385191053,0.7373180125582802,0.7167022713347301,0.7585267598363596,1.8033475641899196e-98,12660,5644,TRUE,< HS,educ_3cat_f,< HS
1999,2008,10,10,80-89,-0.17047182820862442,0.8432668456316363,0.8204688970611459,0.8666982691100538,3.4800026301370237e-34,7926,5773,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,18-29,-0.2264204915034767,0.7973827384953776,0.7064185428396828,0.9000602236381029,2.4857046983461293e-4,26239,417,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,30-39,-0.4903578258636914,0.6124072198312616,0.5533347151506839,0.6777861439604845,2.6693489831660043e-21,19504,537,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,40-49,-0.5191360437859736,0.5950344096370066,0.557243378241061,0.6353883464163725,3.138305262148898e-54,18521,1038,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,50-59,-0.472932980693091,0.6231718343225953,0.593294929005662,0.6545532687155026,2.1443682452226736e-79,15144,1812,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,60-69,-0.42870327481043624,0.6513531734032515,0.6270084139196063,0.6766431631280853,7.964293820293562e-108,13480,3205,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,70-79,-0.3014446543683746,0.7397487670844423,0.7182120881600986,0.7619312559954688,5.8682502851631605e-89,12083,5315,TRUE,< HS,educ_3cat_f,< HS
2000,2009,10,10,80-89,-0.1657585751797042,0.8472507568617024,0.8242087584275933,0.8709369291005771,4.7971474354997734e-32,7770,5628,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,18-29,-0.2068404524636365,0.8131493756181688,0.7181529112780128,0.9207118660725558,0.0011014623596695956,25604,389,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,30-39,-0.4942372963317164,0.610036006607312,0.549834439864268,0.6768290641256736,1.1288680156196597e-20,19172,504,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,40-49,-0.5259615028390732,0.5909868555597217,0.5522537241098897,0.6324365924508807,3.1485302848115503e-52,18392,979,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,50-59,-0.4932804102351558,0.6106200209534782,0.5806017532185023,0.6421902929543966,5.538699616518457e-82,14916,1738,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,60-69,-0.4357383033870823,0.6467869657479465,0.6219867719345047,0.6725760063358484,9.00757660581335e-106,13078,3059,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,70-79,-0.3017962695517703,0.7394887059094453,0.7172874453157703,0.7623771330988375,7.00259666704364e-84,11565,4963,TRUE,< HS,educ_3cat_f,< HS
2001,2010,10,10,80-89,-0.16200992643142328,0.8504327627358351,0.8269393987142444,0.8745935736754337,8.818922777595742e-30,7603,5447,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,18-29,-0.15716531449144708,0.8545627755292732,0.7542742290512682,0.9681857197200592,0.01360281043134232,25059,378,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,30-39,-0.48769068862682413,0.614042774085668,0.5519294505016132,0.6831462391871778,3.1588751937516823e-19,19032,485,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,40-49,-0.5219336258979637,0.5933720783548985,0.5530406099101093,0.6366447907477178,7.50228961256807e-48,18388,939,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,50-59,-0.48987534217359724,0.6127027676192863,0.5819363741614547,0.6450957494954241,1.6208718203534753e-77,15050,1691,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,60-69,-0.43950663444329846,0.6443542448657721,0.6189363777278077,0.6708159478374209,1.2338521355641272e-101,12980,2904,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,70-79,-0.3077625720294806,0.735089828177505,0.7122035231094552,0.7587115732464426,4.379292905846644e-81,11234,4640,TRUE,< HS,educ_3cat_f,< HS
2002,2011,10,10,80-89,-0.15016986396144383,0.8605617855751659,0.8365816833226764,0.8852292627911569,2.128554493991876e-25,7576,5294,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,18-29,-0.16330261534322205,0.8493341279826869,0.7468378106980277,0.9658970804944761,0.012818609499169041,24943,357,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,30-39,-0.49175217203391947,0.6115539072145104,0.5488074300816225,0.6814743404142877,5.427622254904935e-19,19080,457,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,40-49,-0.5214221124217411,0.5936756738093548,0.5528357939607748,0.637532535923314,1.2491048535583909e-46,18715,903,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,50-59,-0.5009434906946659,0.6059586735534049,0.5748711400478119,0.6387273398766604,1.4489834894847907e-77,15576,1659,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,60-69,-0.4626400767321647,0.6296192063333566,0.6036988266418426,0.6566525020248726,3.5078846861948345e-103,13161,2809,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,70-79,-0.31200114047607413,0.7319806934213691,0.7084033965860904,0.7563426970052851,7.540857531044527e-78,11066,4371,TRUE,< HS,educ_3cat_f,< HS
2003,2012,10,10,80-89,-0.13672234242321477,0.8722123688869557,0.8474907988385957,0.8976550748184352,1.1659478731388248e-20,7649,5167,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,18-29,-0.2006123394284002,0.8182295654207706,0.7173605265159466,0.9332819370202418,0.0028026157809745164,24548,340,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,30-39,-0.4970043228226473,0.6083503540148044,0.5427601403591528,0.6818668610871893,1.358835031076041e-17,19131,429,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,40-49,-0.5205514425865037,0.5941927943984363,0.5520311309106488,0.6395745767681518,1.070787848425634e-43,18806,852,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,50-59,-0.5201380123347424,0.5944385024630928,0.5629708370921852,0.6276650759312832,2.1850273417085367e-78,16018,1597,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,60-69,-0.4609172015073716,0.6307048966509227,0.6038593004131545,0.6587439597059911,8.275800428483034e-96,13345,2683,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,70-79,-0.3186901049798487,0.7271008393256626,0.7028154084786824,0.752225440948224,1.671203321080192e-75,11061,4120,TRUE,< HS,educ_3cat_f,< HS
2004,2013,10,10,80-89,-0.12968664276469768,0.8783706315929353,0.8529806869282626,0.904516336968201,4.48589602432764e-18,7789,5060,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,18-29,-0.19335368134338782,0.8241904218082449,0.7128619145429822,0.9529052366838074,0.009014345298493332,24204,300,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,30-39,-0.5003777716494219,0.606301572898865,0.5370945339070683,0.684426249184734,5.891363011226844e-16,19064,377,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,40-49,-0.5265403350455488,0.5906448723191252,0.5462262176415567,0.6386756144792097,8.771750351418016e-40,19038,780,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,50-59,-0.49673931822922984,0.6085115910163549,0.5753311602714547,0.6436055996455081,1.550983713122699e-67,16583,1522,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,60-69,-0.46723283534926763,0.6267341475585639,0.5985588662046973,0.6562356919154382,3.4092644445966885e-88,13538,2514,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,70-79,-0.31860263802891126,0.7271644394005142,0.7015834517473818,0.7536781556231131,4.359599158860251e-68,11017,3817,TRUE,< HS,educ_3cat_f,< HS
2005,2014,10,10,80-89,-0.12321281205329399,0.8840755006174129,0.8577271366140514,0.9112332552253368,1.4453099817178192e-15,7834,4830,TRUE,< HS,educ_3cat_f,< HS
1988,1997,10,10,18-29,-0.3523479749037768,0.7030354407175058,0.560517799049844,0.8817897161208715,0.0023011220904123717,9395,93,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,30-39,-0.5915122646838755,0.5534896286969553,0.467112169714357,0.655839836633735,8.328326288464818e-12,9023,168,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,40-49,-0.6241363923142051,0.5357238840639079,0.48083429686519585,0.5968793861578083,1.085603562829744e-29,8150,331,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,50-59,-0.4972706849243758,0.6081883341148602,0.5531583826084787,0.668692839850203,8.986521218151266e-25,5199,453,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,60-69,-0.5257422629583085,0.5911164376517303,0.5490242091507237,0.6364357655604691,3.1804416963536263e-44,3493,693,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,70-79,-0.3763704337894095,0.6863480394406339,0.6444952763922251,0.7309186715548824,9.549883272518921e-32,2592,1049,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1988,1997,10,10,80-89,-0.19904107465221144,0.81951623129742,0.758721390330608,0.8851824423551284,4.1667627533718114e-7,923,676,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,18-29,-0.3910675130290885,0.6763344931075784,0.5669742621881695,0.8067885565064187,1.3879500746089397e-05,17964,172,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,30-39,-0.5635574681951945,0.5691806159800202,0.5052446470449518,0.6412073349063546,1.863652438056407e-20,16884,329,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,40-49,-0.6090355592813336,0.5438751515562065,0.5025890259712461,0.5885528039707133,1.193085309635107e-51,15707,639,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,50-59,-0.5177919284157876,0.5958347422820008,0.556181134266123,0.6383155023384665,3.7895024773959196e-49,10308,862,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,60-69,-0.5377987198265615,0.5840324574770969,0.5536801126903231,0.6160486959326874,7.964184789312106e-87,6878,1373,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,70-79,-0.388957216740643,0.677763266315294,0.647293786455112,0.7096670086732428,1.0842399028472761e-61,4987,2022,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1989,1998,10,10,80-89,-0.21845372195059817,0.8037606750602069,0.7621855944301975,0.8476035594141688,7.532533596901323e-16,1858,1368,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,18-29,-0.46326943281576904,0.6292230763219879,0.5451898123315886,0.7262088740853135,2.388758345484124e-10,26317,262,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,30-39,-0.5553338302137688,0.5738806505152588,0.5223366801855706,0.6305109587915833,6.151190841474968e-31,24524,517,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,40-49,-0.6339320847838189,0.5305017167773186,0.49763479011582445,0.5655393816782365,4.567510031677468e-84,23150,962,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,50-59,-0.5560248988653083,0.5734841965921798,0.542264457120638,0.6065013471237168,2.0250121933766336e-84,15471,1300,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,60-69,-0.5062500948554622,0.6027516075758103,0.5759017673129749,0.6308532479946052,4.0297280434295236e-105,10030,1972,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,70-79,-0.39445694802548326,0.6740459818783148,0.6484604222175598,0.7006410416422764,8.445893781627301e-89,7368,2994,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1990,1999,10,10,80-89,-0.22066067442302534,0.8019887694260958,0.7676680418834502,0.8378439002196133,4.678631591587115e-23,2792,2065,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,18-29,-0.48158594179382197,0.6178028151380424,0.5485872364985577,0.6957513645935758,1.962826229698019e-15,35258,354,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,30-39,-0.5625314667373517,0.5697648958065136,0.5244454240533666,0.6190006082699147,2.2393878365427178e-40,32152,679,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,40-49,-0.6283532370651492,0.5334695759894894,0.5042703760593076,0.5643595222276846,4.1294903917811437e-106,30939,1312,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,50-59,-0.5528432172248905,0.575311746530885,0.5485044353117101,0.6034292238827974,3.730882462006737e-114,20766,1764,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,60-69,-0.4959804198628119,0.6089735647421045,0.5851466292188131,0.6337707235019017,5.015734554939983e-131,13296,2571,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,70-79,-0.39859941276504457,0.6712595455073549,0.6492164340965014,0.6940510957055713,4.5168919393606445e-121,9789,3975,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1991,2000,10,10,80-89,-0.2369466056386226,0.7890334168282762,0.7592667891344398,0.8199670284294077,1.4059987947404296e-33,3842,2778,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,18-29,-0.47666030468315734,0.6208533944669999,0.5573157547216451,0.6916347405497557,5.002838887348801e-18,44041,439,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,30-39,-0.5831404099487891,0.5581428141846072,0.5177148324110897,0.6017277882016501,3.506385775822092e-52,39589,826,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,40-49,-0.6248116263673656,0.5353622671560614,0.5090494644503818,0.5630351804886632,2.0319613827524304e-130,38720,1613,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,50-59,-0.5633298442710917,0.56931018985185,0.5452411421742139,0.5944417381577368,4.2916783269607056e-144,26203,2203,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,60-69,-0.49108943240241915,0.6119593425598162,0.59044326271188,0.6342594802863987,2.7425802923460563e-159,16671,3185,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,70-79,-0.3922021192362459,0.6755675549622492,0.6555499134977454,0.6961964480821204,4.667530298719538e-144,12050,4869,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1992,2001,10,10,80-89,-0.2359821112495573,0.7897948022485518,0.7630194384250872,0.8175097490914982,5.263075475543642e-41,4814,3481,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,18-29,-0.47867983543582976,0.6196008271687788,0.5594608399266201,0.6862056423441337,3.972041823214299e-20,52012,512,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,30-39,-0.5724695988943076,0.564130540829488,0.5261473794704826,0.6048557486247528,2.6843582613640953e-58,46323,975,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,40-49,-0.5956380717469432,0.5512107416343663,0.5261302052452781,0.5774868628792436,1.0814661156759911e-138,45926,1904,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,50-59,-0.5594223366504139,0.5715391257130945,0.5492057870966689,0.5947806448794605,1.4220234981874018e-166,31372,2637,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,60-69,-0.4961723497756149,0.6088566957146141,0.5891081145925827,0.6292673054977227,3.5363480263782635e-191,19856,3778,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,70-79,-0.3930021228438164,0.6750273146070515,0.6564221813706683,0.6941597776512434,3.3735170821800995e-167,14305,5738,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1993,2002,10,10,80-89,-0.23380907782144617,0.7915129188414918,0.7669637231246024,0.8168478922844656,6.305127309357163e-48,5879,4248,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,18-29,-0.4566206936458721,0.6334205549436898,0.5744457669879578,0.6984499190044215,5.3074336076187074e-20,59670,594,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,30-39,-0.5337103867186733,0.586425064263256,0.5487117774657878,0.6267304076913234,8.45533229214425e-56,52606,1103,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,40-49,-0.5885248426129168,0.5551456081529674,0.5317077982763667,0.5796165624250282,1.5925838556859643e-157,52785,2197,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,50-59,-0.5579245468870158,0.572395812573218,0.551839270825982,0.5937181052029046,2.0461649208030207e-196,36569,3114,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,60-69,-0.498099801590764,0.6076842840177858,0.589159922413747,0.6267910884523406,2.870613509842649e-218,23009,4346,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,70-79,-0.3880588893386994,0.6783723931861722,0.6608221981099592,0.696388688444997,4.015063611986191e-185,16490,6564,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1994,2003,10,10,80-89,-0.2378819226450493,0.7882957654775802,0.7656213173896328,0.8116417343087665,1.9097169096826695e-57,6914,4987,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,18-29,-0.448442493941849,0.6386220351196408,0.5809030726561247,0.7020759967330698,1.720632647061527e-20,67713,677,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,30-39,-0.5217924996732267,0.5934558246254396,0.5575429758687588,0.6316819169555158,2.5193237700903974e-60,58845,1225,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,40-49,-0.5857792879856043,0.5566718850257643,0.5346084512482034,0.5796458826167483,2.733611015095434e-177,59972,2485,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,50-59,-0.5586575078553897,0.5719764225011936,0.5528858378723954,0.5917261855652215,2.9571471440975595e-228,42072,3569,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,60-69,-0.50231169273645,0.6051301665707305,0.5877444232410857,0.6230301879763076,5.0121328100389514e-250,26441,4939,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,70-79,-0.3833392702028863,0.6815816197206703,0.6649747618532855,0.6986032117163984,9.08856690304716e-204,18720,7414,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1995,2004,10,10,80-89,-0.2227607428687495,0.800306305380771,0.7788716775404555,0.8223308163608916,3.401340700692299e-58,8092,5835,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,18-29,-0.4328557286316323,0.6486540672645655,0.5933477196324275,0.7091155574669012,1.7375520603788313e-21,75978,763,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,30-39,-0.5099576781680767,0.6005209934230158,0.5654541392274128,0.6377625319614654,5.7358020558834315e-62,65019,1346,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,40-49,-0.5920659752359396,0.5531832404821095,0.5323606937113566,0.5748202321567444,6.135799666963937e-201,67274,2775,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,50-59,-0.5525160070057286,0.5755000252152287,0.5576113497641537,0.5939625855227171,9.560100093163128e-258,47939,4099,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,60-69,-0.502057068573149,0.6052842669510895,0.5888776665848462,0.6221479682584139,8.088014660713338e-281,30089,5579,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,70-79,-0.382431081307826,0.6822009057505595,0.6664974112967684,0.6982743937465316,2.7502829281203273e-227,20921,8270,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1996,2005,10,10,80-89,-0.22285940976363208,0.8002273455380894,0.7801222813019248,0.8208505511190516,4.758159113435502e-66,9341,6703,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,18-29,-0.41115520427242896,0.6628840411811013,0.6082069073292413,0.7224765893931534,7.891396452370933e-21,82868,830,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,30-39,-0.4925750235272852,0.6110508961487703,0.5753705375938941,0.648943894912734,6.08788219339297e-58,69969,1436,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,40-49,-0.587093311374845,0.5559408855291079,0.5356646236046938,0.5769846552924023,1.3314549838365086e-210,72982,2992,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,50-59,-0.5519389900368951,0.5758321943197307,0.5586033141000403,0.5935924611354756,9.077291049762456e-278,52678,4516,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,60-69,-0.49874973238445325,0.6072894596069313,0.5911526029107549,0.6238668085596767,1.7938661787567847e-288,32968,6055,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,70-79,-0.3737774947924482,0.6881300073061756,0.6727215212170755,0.7038914201800892,1.424028774668425e-229,22653,8901,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1997,2006,10,10,80-89,-0.22352581461380178,0.7996942478029714,0.7801519538551399,0.819726063376502,3.6551742947914163e-70,10308,7380,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,18-29,-0.4431498218885483,0.6420110125795803,0.5871163893500729,0.7020382120991914,2.5437433253752387e-22,80447,802,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,30-39,-0.48860696869443665,0.6134803966180901,0.575816847144408,0.6536074776226597,1.2941355188110057e-51,65735,1357,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,40-49,-0.5879511045253041,0.5554642077201493,0.5346225976842707,0.5771183025083917,1.8148490013167474e-199,70300,2852,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,50-59,-0.5687823197988624,0.5662144872647387,0.5491856234784084,0.5837713732524089,8.605627387761217e-292,52321,4475,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,60-69,-0.49140999328607676,0.611763203771094,0.5949212916599573,0.6290819016479037,7.653527742940291e-261,32481,5843,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,70-79,-0.3762628555046395,0.6864218795571975,0.6705375649934433,0.702682476468627,9.146387102601853e-218,21861,8467,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1998,2007,10,10,80-89,-0.21500303565301696,0.8065389918010869,0.7849325832197419,0.8287401481375437,2.5968837204343264e-54,10369,7360,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,18-29,-0.4200918365701579,0.6569864816593588,0.5967292396801972,0.7233284518024716,1.1396003807615301e-17,78855,781,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,30-39,-0.4726188351469096,0.6233676317316852,0.5841392505943211,0.6652304290379552,4.377422168756268e-46,62757,1292,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,40-49,-0.5858014543525863,0.5566595457692309,0.5351998533671857,0.578979698791908,1.6800184888448359e-187,68080,2721,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,50-59,-0.5788606485039581,0.5605366511531821,0.5434461890801097,0.5781645793079757,6.392505939480006e-294,52135,4446,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,60-69,-0.4865287456335894,0.6147566714582682,0.5975339726137253,0.6324757794930572,6.760455056362425e-247,32224,5698,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,70-79,-0.3724941542407502,0.6890136793541974,0.6726890403421906,0.7057344803710688,1.282219385265593e-203,21245,8121,TRUE,HS/Some college,educ_3cat_f,HS/Some college
1999,2008,10,10,80-89,-0.2140314728853697,0.8073229758393585,0.7858327819721845,0.8294008627158387,1.6298537143471674e-54,10441,7323,TRUE,HS/Some college,educ_3cat_f,HS/Some college
2000,2009,10,10,18-29,-0.3842441540339662,0.6809651464938162,0.6186666493881768,0.7495369779475403,4.181114306274262e-15,79105,786,TRUE,HS/Some college,educ_3cat_f,HS/Some college
2000,2009,10,10,30-39,-0.4687046990935426,0.6258123588295907,0.5842162247295739,0.6703701333271632,1.087182091850509e-40,61076,1225,TRUE,HS/Some college,educ_3cat_f,HS/Some college
2000,2009,10,10,40-49,-0.5707900532305427,0.5650788199492628,0.5426445588722996,0.588440568571877,7.2270608624255285e-168,67291,2658,TRUE,HS/Some college,educ_3cat_f,HS/Some college
