survey,term,covariate,covariate_label,level,reference,year,coefficient,se,ci_lower,ci_upper,n_unweighted
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2023,-0.154636,0.019882,-0.193605,-0.11566800000000001,380734
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2023,0.448227,0.018861,0.41126,0.485193,380734
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2023,0.809121,0.018919,0.77204,0.846203,380734
BRFSS,age,age,Age,age,NA,2024,-0.008238,1.8e-4,-0.008591,-0.007886,403264
BRFSS,sexFemale,sex,Sex,Female,Male,2024,-0.043338,0.007103,-0.057259,-0.029417,403264
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2024,-0.138292,0.011072,-0.159992,-0.116592,403264
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2024,-0.212894,0.036679,-0.284783,-0.141004,403264
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2024,-0.06681,0.021502,-0.108953,-0.024667,403264
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2024,-0.151774,0.018564,-0.18816,-0.115389,403264
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2024,0.426562,0.019683,0.387984,0.46514,403264
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2024,0.784497,0.019812,0.745665,0.823328,403264
BRFSS,age,age,Age,age,NA,2025,-0.007348,7.69e-4,-0.008856,-0.00584,16457
BRFSS,sexFemale,sex,Sex,Female,Male,2025,-0.047372,0.028985,-0.104185,0.009442,16457
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2025,-0.143776,0.04602,-0.233979,-0.053572,16457
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2025,-0.299957,0.118491,-0.532212,-0.067701,16457
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2025,-0.107253,0.062918,-0.23058,0.016074,16457
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2025,-0.029026,0.067464,-0.161264,0.103211,16457
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2025,0.512561,0.071065,0.373265,0.651856,16457
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2025,0.906712,0.071249,0.767056,1.046368,16457
MEPS,age,age,Age,age,NA,2000,-0.017325,4.58e-4,-0.018229,-0.016421,15182
MEPS,sexFemale,sex,Sex,Female,Male,2000,-0.093061,0.016839,-0.126289,-0.059833,15182
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2000,-0.106523,0.03591,-0.177381,-0.035664,15182
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2000,-0.216062,0.149208,-0.510484,0.07836,15182
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2000,-0.086808,0.061215,-0.207599,0.033983,15182
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2000,-0.171335,0.02776,-0.226112,-0.116559,15182
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2000,0.309776,0.028459,0.253619,0.365933,15182
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2000,0.662295,0.030128,0.602847,0.721744,15182
MEPS,age,age,Age,age,NA,2001,-0.016642,4.54e-4,-0.017534,-0.01575,20553
MEPS,sexFemale,sex,Sex,Female,Male,2001,-0.102223,0.014028,-0.129799,-0.074647,20553
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2001,-0.132101,0.027847,-0.186844,-0.077358,20553
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2001,-0.423645,0.091959,-0.604422,-0.242867,20553
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2001,-0.063804,0.04686,-0.155924,0.028315,20553
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2001,-0.148403,0.026487,-0.200473,-0.096333,20553
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2001,0.307675,0.021807,0.264806,0.350545,20553
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2001,0.635833,0.023901,0.588848,0.682818,20553
MEPS,age,age,Age,age,NA,2002,-0.018226,4.79e-4,-0.01917,-0.017283,23916
MEPS,sexFemale,sex,Sex,Female,Male,2002,-0.084049,0.014942,-0.113485,-0.054613,23916
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2002,-0.176568,0.023104,-0.222084,-0.131053,23916
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2002,-0.216883,0.075605,-0.36583,-0.067936,23916
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2002,-0.170336,0.039832,-0.248807,-0.091865,23916
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2002,-0.144005,0.027027,-0.197251,-0.090759,23916
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2002,-0.288476,0.065098,-0.416724,-0.160228,23916
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2002,0.297512,0.020927,0.256285,0.338739,23916
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2002,0.594167,0.025905,0.543132,0.645202,23916
MEPS,age,age,Age,age,NA,2003,-0.013944,0.002206,-0.01829,-0.009597,20538
MEPS,sexFemale,sex,Sex,Female,Male,2003,-0.070494,0.013631,-0.097347,-0.043641,20538
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2003,-0.163482,0.031147,-0.224843,-0.102121,20538
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2003,-0.161767,0.108086,-0.374704,0.051169,20538
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2003,-0.081401,0.042887,-0.165891,0.003089,20538
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2003,-0.061273,0.033665,-0.127595,0.005048,20538
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2003,-0.408413,0.07594,-0.55802,-0.258806,20538
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2003,0.289861,0.021475,0.247554,0.332168,20538
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2003,0.583576,0.026422,0.531522,0.635629,20538
MEPS,age,age,Age,age,NA,2004,-0.0173,5.37e-4,-0.018357,-0.016243,20628
MEPS,sexFemale,sex,Sex,Female,Male,2004,-0.084623,0.015705,-0.115563,-0.053682,20628
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2004,-0.152704,0.028138,-0.208138,-0.097271,20628
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2004,-0.36892200000000003,0.11763,-0.600661,-0.137184,20628
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2004,0.00289,0.036662,-0.069336,0.075116,20628
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2004,-0.064752,0.026417,-0.116796,-0.012708,20628
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2004,-0.357519,0.076357,-0.507948,-0.20709,20628
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2004,0.295739,0.023653,0.249142,0.342337,20628
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2004,0.616698,0.023054,0.571281,0.662115,20628
MEPS,age,age,Age,age,NA,2005,-0.014829,0.002296,-0.019353,-0.010305,20400
MEPS,sexFemale,sex,Sex,Female,Male,2005,-0.10175,0.015366,-0.132021,-0.07148,20400
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2005,-0.192921,0.029966,-0.251952,-0.13389,20400
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2005,-0.349091,0.123877,-0.593116,-0.105066,20400
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2005,-0.012949,0.0468,-0.105141,0.079242,20400
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2005,-0.09902,0.033191,-0.164403,-0.033636,20400
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2005,-0.309748,0.063581,-0.434997,-0.1845,20400
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2005,0.262796,0.02497,0.213607,0.311985,20400
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2005,0.597373,0.024877,0.548369,0.646377,20400
MEPS,age,age,Age,age,NA,2006,-0.016941,5.58e-4,-0.01804,-0.015842,20486
MEPS,sexFemale,sex,Sex,Female,Male,2006,-0.062594,0.01459,-0.091336,-0.033852,20486
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2006,-0.169764,0.024746,-0.218513,-0.121016,20486
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2006,-0.227641,0.114892,-0.453971,-0.00131,20486
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2006,-0.080843,0.039616,-0.158884,-0.002801,20486
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2006,-0.131258,0.02673,-0.183916,-0.078601,20486
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2006,-0.314227,0.077243,-0.466391,-0.162062,20486
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2006,0.227619,0.024841,0.178683,0.276555,20486
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2006,0.551456,0.027883,0.496528,0.606383,20486
MEPS,age,age,Age,age,NA,2007,-0.017268,5.07e-4,-0.018263,-0.016272,18740
MEPS,sexFemale,sex,Sex,Female,Male,2007,-0.088697,0.014216,-0.11664,-0.060753,18740
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2007,-0.14694,0.025098,-0.196274,-0.097606,18740
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2007,-0.090245,0.146407,-0.378029,0.19754,18740
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2007,-0.088311,0.038682,-0.164346,-0.012276,18740
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2007,-0.080402,0.028276,-0.135983,-0.024821,18740
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2007,-0.26324,0.067783,-0.396477,-0.130002,18740
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2007,0.255055,0.022586,0.21066,0.299451,18740
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2007,0.537238,0.026281,0.485579,0.588896,18740
MEPS,age,age,Age,age,NA,2008,-0.016725,5.75e-4,-0.017859,-0.015591,20172
MEPS,sexFemale,sex,Sex,Female,Male,2008,-0.076964,0.013344,-0.10328,-0.050648,20172
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2008,-0.132641,0.026203,-0.184316,-0.080966,20172
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2008,-0.626715,0.184987,-0.991535,-0.261895,20172
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2008,-0.105983,0.038522,-0.181954,-0.030013,20172
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2008,-0.072365,0.030226,-0.131974,-0.012756,20172
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2008,-0.177916,0.083418,-0.342428,-0.013403,20172
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2008,0.265138,0.025547,0.214755,0.315522,20172
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2008,0.536075,0.027517,0.481806,0.590343,20172
MEPS,age,age,Age,age,NA,2009,-0.014889,6.21e-4,-0.016114,-0.013665,22726
MEPS,sexFemale,sex,Sex,Female,Male,2009,-0.09378,0.015166,-0.123691,-0.063869,22726
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2009,-0.144715,0.024059,-0.192165,-0.097265,22726
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2009,-0.363691,0.074378,-0.51038,-0.217002,22726
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2009,-0.007443,0.03325,-0.073019,0.058134,22726
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2009,-0.085593,0.027613,-0.140051,-0.031135,22726
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2009,-0.104767,0.084408,-0.271237,0.061704,22726
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2009,0.233413,0.022852,0.188345,0.278481,22726
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2009,0.551263,0.027351,0.497322,0.605205,22726
MEPS,age,age,Age,age,NA,2010,-0.016033,5.59e-4,-0.017136,-0.014931,20405
MEPS,sexFemale,sex,Sex,Female,Male,2010,-0.064091,0.014058,-0.091817,-0.036366,20405
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2010,-0.160155,0.023713,-0.20692,-0.113391,20405
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2010,-0.24959,0.090312,-0.427698,-0.071482,20405
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2010,-0.039438,0.034071,-0.10663,0.027755,20405
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2010,-0.055566,0.030682,-0.116074,0.004943,20405
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2010,-0.120702,0.078327,-0.275174,0.033771,20405
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2010,0.25313600000000003,0.025166,0.203504,0.302767,20405
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2010,0.579925,0.026059,0.528533,0.631317,20405
MEPS,age,age,Age,age,NA,2011,-0.015743,5.34e-4,-0.016797,-0.014689,21940
MEPS,sexFemale,sex,Sex,Female,Male,2011,-0.069237,0.01319,-0.095251,-0.043223,21940
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2011,-0.165969,0.023156,-0.211638,-0.1203,21940
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2011,-0.308344,0.103887,-0.51323,-0.103457,21940
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2011,-0.035782,0.029992,-0.094933,0.023369,21940
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2011,-0.118969,0.028419,-0.175018,-0.062921,21940
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2011,-0.245669,0.077189,-0.397902,-0.093437,21940
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2011,0.218656,0.022269,0.174737,0.262574,21940
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2011,0.531758,0.025656,0.48116,0.582357,21940
MEPS,age,age,Age,age,NA,2012,-0.014132,0.001077,-0.016256,-0.012008,24562
MEPS,sexFemale,sex,Sex,Female,Male,2012,-0.06749,0.014847,-0.096773,-0.038206,24562
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2012,-0.151367,0.027894,-0.206384,-0.09635,24562
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2012,-0.229563,0.099731,-0.426266,-0.032859,24562
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2012,-0.066635,0.030895,-0.12757,-0.0057,24562
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2012,-0.087492,0.031444,-0.14951,-0.025474,24562
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2012,-0.100547,0.076845,-0.25211,0.051016,24562
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2012,0.243802,0.020794,0.20279,0.284814,24562
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2012,0.596704,0.024757,0.547875,0.645532,24562
MEPS,age,age,Age,age,NA,2013,-0.015365,5.14e-4,-0.01638,-0.01435,22533
MEPS,sexFemale,sex,Sex,Female,Male,2013,-0.075293,0.017021,-0.108869,-0.041717,22533
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2013,-0.156615,0.022321,-0.200648,-0.112582,22533
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2013,-0.068472,0.090371,-0.246743,0.1098,22533
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2013,-0.041302,0.040102,-0.12041,0.037806,22533
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2013,-0.084258,0.025034,-0.133642,-0.034873,22533
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2013,-0.170625,0.066015,-0.30085,-0.0404,22533
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2013,0.228535,0.024586,0.180035,0.277035,22533
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2013,0.574211,0.026545,0.521846,0.626576,22533
MEPS,age,age,Age,age,NA,2014,-0.015865,5.5e-4,-0.01695,-0.01478,20735
MEPS,sexFemale,sex,Sex,Female,Male,2014,-0.089151,0.014447,-0.117645,-0.060656,20735
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2014,-0.131375,0.024699,-0.180091,-0.082658,20735
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2014,-0.255056,0.134153,-0.519658,0.009546,20735
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2014,-0.032656,0.036102,-0.103864,0.038552,20735
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2014,-0.091554,0.026445,-0.143715,-0.039394,20735
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2014,-0.092147,0.050862,-0.192467,0.008174,20735
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2014,0.245259,0.025317,0.195323,0.295195,20735
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2014,0.580951,0.032132,0.517574,0.644329,20735
MEPS,age,age,Age,age,NA,2015,-0.014827,5.08e-4,-0.015828,-0.013826,21135
MEPS,sexFemale,sex,Sex,Female,Male,2015,-0.061904,0.015057,-0.091602,-0.032207,21135
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2015,-0.137658,0.024316,-0.185616,-0.089701,21135
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2015,-0.193967,0.121832,-0.434252,0.046319,21135
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2015,-0.021232,0.031439,-0.083237,0.040774,21135
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2015,-0.054684,0.026305,-0.10656499999999999,-0.002803,21135
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2015,-0.113129,0.052038,-0.215761,-0.010496,21135
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2015,0.242027,0.028566,0.185687,0.298367,21135
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2015,0.546035,0.032799,0.481346,0.610724,21135
MEPS,age,age,Age,age,NA,2016,-0.012889,0.001167,-0.015191,-0.010587,21179
MEPS,sexFemale,sex,Sex,Female,Male,2016,-0.056177,0.014331,-0.084442,-0.027913,21179
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2016,-0.085856,0.025453,-0.136057,-0.035655,21179
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2016,-0.506441,0.114561,-0.732386,-0.280496,21179
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2016,-0.007804,0.037244,-0.08126,0.065651,21179
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2016,-0.028546,0.025631,-0.079097,0.022004,21179
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2016,-0.168894,0.051257,-0.269986,-0.067802,21179
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2016,0.237602,0.027513,0.183339,0.291865,21179
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2016,0.519941,0.029498,0.461764,0.578119,21179
MEPS,age,age,Age,age,NA,2017,-0.013808,0.001713,-0.017179,-0.010437,19996
MEPS,sexFemale,sex,Sex,Female,Male,2017,-0.079209,0.014631,-0.10799,-0.050427,19996
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2017,-0.09715,0.026452,-0.149187,-0.045113,19996
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2017,-0.651508,0.158733,-0.963767,-0.339249,19996
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2017,0.055307,0.038128,-0.019698,0.130312,19996
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2017,-0.046758,0.027954,-0.101749,0.008232,19996
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2017,-0.100987,0.057426,-0.213955,0.011981,19996
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2017,0.249771,0.023797,0.202958,0.296583,19996
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2017,0.510977,0.025183,0.461438,0.560517,19996
MEPS,age,age,Age,age,NA,2018,-0.016304,5.08e-4,-0.017308,-0.0153,18851
MEPS,sexFemale,sex,Sex,Female,Male,2018,-0.060641,0.014511,-0.089348,-0.031935,18851
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2018,-0.122988,0.029064,-0.180485,-0.065492,18851
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2018,-0.431036,0.151379,-0.7305,-0.131573,18851
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2018,0.041598,0.037143,-0.031879,0.115075,18851
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2018,-0.041541,0.027816,-0.096568,0.013485,18851
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2018,-0.255063,0.053423,-0.360747,-0.149379,18851
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2018,0.207128,0.023891,0.159866,0.254391,18851
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2018,0.505147,0.026608,0.452511,0.557783,18851
MEPS,age,age,Age,age,NA,2019,-0.010482,0.003541,-0.017472,-0.003492,17183
MEPS,sexFemale,sex,Sex,Female,Male,2019,-0.077821,0.01849,-0.114325,-0.041317,17183
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2019,-0.066896,0.036978,-0.139901,0.006109,17183
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2019,-0.173756,0.133546,-0.437411,0.089899,17183
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2019,0.087768,0.04123,0.006368,0.169168,17183
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2019,0.069415,0.04043,-0.010404,0.149234,17183
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2019,-0.245721,0.087944,-0.419347,-0.072095,17183
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2019,0.163423,0.031876,0.100491,0.226354,17183
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2019,0.486597,0.032259,0.422909,0.550284,17183
MEPS,age,age,Age,age,NA,2020,-0.015404,5.97e-4,-0.016583,-0.014225,13824
MEPS,sexFemale,sex,Sex,Female,Male,2020,-0.098745,0.018552,-0.135371,-0.062119,13824
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2020,-0.084894,0.036385,-0.156728,-0.013059,13824
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2020,-0.341612,0.176902,-0.690864,0.00764,13824
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2020,0.071073,0.044572,-0.016924,0.15907,13824
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2020,-0.041867,0.032807,-0.106637,0.022904,13824
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2020,-0.271398,0.086945,-0.443051,-0.099745,13824
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2020,0.11707,0.037636,0.042767,0.191374,13824
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2020,0.427738,0.035784,0.357091,0.498385,13824
MEPS,age,age,Age,age,NA,2021,-0.011239,0.002153,-0.015478,-0.006999,14879
MEPS,sexFemale,sex,Sex,Female,Male,2021,-0.092183,0.017964,-0.12755,-0.056815,14879
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2021,-0.057891,0.041787,-0.140159,0.024377,14879
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2021,-0.360076,0.13199,-0.619931,-0.10022,14879
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2021,0.079104,0.052663,-0.024577,0.182785,14879
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2021,0.01393,0.036568,-0.058063,0.085923,14879
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2021,-0.290836,0.07772,-0.443848,-0.137824,14879
MEPS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,2021,0.089792,0.040839,0.009391,0.170193,14879
MEPS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,2021,0.35475,0.039758,0.276476,0.433025,14879
MEPS,age,age,Age,age,NA,2022,-0.014325,7.2e-4,-0.015742,-0.012907,10768
MEPS,sexFemale,sex,Sex,Female,Male,2022,-0.116142,0.02275,-0.160949,-0.071335,10768
MEPS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,2022,-0.055386,0.039686,-0.133547,0.022774,10768
MEPS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,2022,-0.118821,0.161091,-0.436089,0.198447,10768
MEPS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,2022,0.081596,0.052383,-0.021571,0.184764,10768
MEPS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,2022,0.032396,0.038297,-0.043029,0.107821,10768
MEPS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,2022,-0.030862,0.081358,-0.191096,0.129372,10768
