survey,term,covariate,covariate_label,level,reference,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,40-49,2022,0.686281,0.052942,0.582514,0.790049,50427
BRFSS,sexFemale,sex,Sex,Female,Male,40-49,2023,-0.060964,0.019294,-0.09878,-0.023148,47639
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,40-49,2023,-0.157569,0.029174,-0.214751,-0.100387,47639
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,40-49,2023,-0.224519,0.058348,-0.338882,-0.110156,47639
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,40-49,2023,-0.006833,0.049942,-0.104721,0.091054,47639
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,40-49,2023,-0.179302,0.044604,-0.266726,-0.091877,47639
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,40-49,2023,0.393061,0.058522,0.278357,0.507764,47639
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,40-49,2023,0.745737,0.059393,0.629326,0.862149,47639
BRFSS,sexFemale,sex,Sex,Female,Male,40-49,2024,-0.085275,0.019362,-0.123224,-0.047326,50768
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,40-49,2024,-0.150682,0.026639,-0.202894,-0.098469,50768
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,40-49,2024,-0.228319,0.089999,-0.404718,-0.051921,50768
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,40-49,2024,-0.001869,0.056196,-0.112014,0.108276,50768
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,40-49,2024,-0.117701,0.043878,-0.203702,-0.031699,50768
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,40-49,2024,0.329682,0.050662,0.230385,0.42898,50768
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,40-49,2024,0.711397,0.050125,0.613152,0.809643,50768
BRFSS,sexFemale,sex,Sex,Female,Male,40-49,2025,-0.078193,0.062019,-0.199808,0.043423,2455
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,40-49,2025,-0.143774,0.088185,-0.316698,0.02915,2455
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,40-49,2025,-0.027528,0.301383,-0.618519,0.563463,2455
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,40-49,2025,-0.003657,0.100148,-0.200041,0.192728,2455
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,40-49,2025,0.154011,0.166247,-0.171989,0.48001,2455
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,40-49,2025,0.499434,0.164766,0.176338,0.82253,2455
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,40-49,2025,0.973053,0.163577,0.65229,1.293816,2455
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1993,-0.038694,0.029316,-0.096157,0.018769,12468
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1993,-0.383695,0.053293,-0.488158,-0.279233,12468
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1993,-0.05079,0.147408,-0.339732,0.238151,12468
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1993,0.100632,0.123872,-0.142177,0.343441,12468
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1993,-0.104249,0.080369,-0.261786,0.053287,12468
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1993,-0.263758,0.203645,-0.662933,0.135418,12468
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1993,0.604444,0.051994,0.502529,0.706359,12468
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1993,1.051692,0.055395,0.943109,1.160276,12468
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1994,0.001491,0.029692,-0.056710000000000003,0.059692,13088
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1994,-0.341935,0.047903,-0.435832,-0.248038,13088
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1994,-0.388907,0.145573,-0.67425,-0.103563,13088
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1994,0.060099,0.128078,-0.190953,0.311151,13088
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1994,-0.279765,0.075244,-0.427255,-0.132275,13088
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1994,-0.141726,0.185254,-0.50485,0.221398,13088
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1994,0.622482,0.047456,0.529462,0.715501,13088
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1994,1.070124,0.051424,0.969324,1.170923,13088
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1995,0.03447,0.031016,-0.026325,0.095265,14438
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1995,-0.392421,0.052325,-0.494985,-0.289858,14438
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1995,-0.173427,0.163529,-0.493964,0.147111,14438
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1995,-0.389428,0.120943,-0.626492,-0.152365,14438
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1995,-0.165142,0.07081,-0.303939,-0.026346,14438
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1995,-0.509336,0.211847,-0.924584,-0.094089,14438
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1995,0.573673,0.046562,0.482405,0.664941,14438
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1995,0.957565,0.053701,0.852303,1.062827,14438
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1996,0.021922,0.026004,-0.029049,0.072893,16327
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1996,-0.353248,0.049323,-0.449927,-0.256569,16327
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1996,0.026187,0.182677,-0.33188,0.384253,16327
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1996,-0.15522,0.146698,-0.442764,0.132324,16327
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1996,-0.220092,0.058937,-0.335615,-0.104568,16327
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1996,-0.464166,0.188834,-0.834302,-0.094031,16327
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1996,0.73926,0.042171,0.656601,0.821919,16327
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1996,1.146288,0.045433,1.057234,1.235342,16327
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1997,-0.016866,0.023325,-0.062585,0.028854,18843
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1997,-0.348927,0.042556,-0.432341,-0.26551399999999997,18843
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1997,-0.186953,0.135248,-0.452051,0.078145,18843
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1997,-0.59404,0.121613,-0.832412,-0.355668,18843
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1997,-0.433914,0.058763,-0.549095,-0.318733,18843
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1997,-0.546535,0.18151,-0.902311,-0.190759,18843
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1997,0.728076,0.040792,0.648121,0.808032,18843
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1997,1.161494,0.043583,1.076068,1.246921,18843
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1998,-0.009399,0.023705,-0.055862,0.037065,21743
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1998,-0.40718,0.045831,-0.497013,-0.317347,21743
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1998,-0.413107,0.109376,-0.627491,-0.198722,21743
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1998,-0.20863,0.122612,-0.448959,0.031699,21743
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1998,-0.28888200000000003,0.052668,-0.392116,-0.185648,21743
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1998,-0.326799,0.147969,-0.616828,-0.03677,21743
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1998,0.703406,0.041346,0.622364,0.784447,21743
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1998,1.188793,0.043538,1.103456,1.27413,21743
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,1999,0.033877,0.024181,-0.013518,0.081273,24106
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,1999,-0.367491,0.045325,-0.456331,-0.278651,24106
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,1999,-0.273564,0.134933,-0.538042,-0.009087,24106
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,1999,-0.311949,0.092855,-0.493951,-0.129947,24106
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,1999,-0.243216,0.054288,-0.349624,-0.136808,24106
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,1999,-0.069723,0.16262,-0.388469,0.249022,24106
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,1999,0.663142,0.045973,0.573033,0.753252,24106
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,1999,1.166894,0.047599,1.073597,1.260191,24106
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2000,-0.013071,0.023125,-0.058396000000000003,0.032255,29183
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2000,-0.319585,0.039633,-0.397268,-0.241903,29183
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2000,-0.363428,0.113816,-0.586513,-0.140342,29183
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2000,-0.202243,0.136439,-0.469668,0.065183,29183
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2000,-0.30318,0.054709,-0.410412,-0.195947,29183
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2000,-0.17827,0.261197,-0.690229,0.333688,29183
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2000,0.591335,0.042982,0.507088,0.675582,29183
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2000,1.021592,0.043892,0.935562,1.107622,29183
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2001,-0.217514,0.092813,-0.399515,-0.035512,2416
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2001,0.425579,0.37982900000000003,-0.319246,1.170403,2416
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2001,1.112659,0.182022,0.755723,1.469595,2416
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2001,-2.863915,0.170836,-3.198916,-2.528915,2416
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2001,-0.336301,0.164058,-0.65801,-0.014593,2416
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2001,0.78905,0.107535,0.57818,0.99992,2416
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2001,1.194088,0.124217,0.950504,1.437672,2416
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2002,-0.008469,0.019416,-0.046525,0.029586,43441
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2002,0.792628,0.044566,0.705278,0.879977,43441
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2002,1.284153,0.045562,1.19485,1.373455,43441
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2003,0.024654,0.018703,-0.012004,0.061311,49051
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2003,0.871509,0.040948,0.79125,0.951767,49051
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2003,1.382486,0.041206,1.301721,1.463251,49051
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2004,0.006125,0.01799,-0.029135,0.041386,58233
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2004,0.815434,0.040761,0.735543,0.895326,58233
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2004,1.3633,0.041422,1.282113,1.444487,58233
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2005,0.020981,0.016478,-0.011316,0.053279,71699
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2005,0.770766,0.036864,0.698513,0.843019,71699
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2005,1.305202,0.037027,1.232629,1.377775,71699
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2006,0.010686,0.016267,-0.021198,0.04257,74648
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2006,0.808811,0.032664,0.74479,0.872833,74648
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2006,1.363368,0.032925,1.298835,1.427902,74648
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2007,5.97e-4,0.014463,-0.02775,0.028944,91741
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2007,0.787562,0.038869,0.711379,0.863746,91741
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2007,1.30288,0.039172,1.226103,1.379658,91741
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2008,0.015441,0.013554,-0.011125,0.042006,89156
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2008,0.832317,0.028622,0.776219,0.888416,89156
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2008,1.36519,0.028737,1.308865,1.421514,89156
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2009,0.004095,0.012539,-0.020482,0.028672,94384
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2009,0.796292,0.028111,0.741196,0.851389,94384
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2009,1.318557,0.028323,1.263043,1.37407,94384
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2010,0.001577,0.012541,-0.023004,0.026157,96641
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2010,0.79467,0.028039,0.739713,0.849627,96641
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2010,1.336664,0.028575,1.280658,1.39267,96641
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2011,-0.004154,0.012919,-0.029475,0.021166,104417
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2011,-0.312008,0.022199,-0.355518,-0.268497,104417
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2011,-0.425022,0.064342,-0.551131,-0.298914,104417
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2011,-0.136284,0.051176,-0.236588,-0.03598,104417
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2011,-0.272968,0.025832,-0.323597,-0.222338,104417
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2011,-0.37108,0.057422,-0.483627,-0.258533,104417
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2011,0.70365,0.025545000000000002,0.653582,0.753718,104417
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2011,1.206523,0.02607,1.155426,1.257619,104417
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2012,0.031859,0.013838,0.004738,0.058981,96641
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2012,-0.295607,0.023348,-0.341369,-0.249845,96641
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2012,-0.442242,0.070506,-0.580432,-0.304051,96641
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2012,-0.119331,0.058286,-0.233571,-0.005092,96641
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2012,-0.239527,0.03014,-0.298601,-0.180454,96641
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2012,-0.299551,0.051043,-0.399594,-0.199507,96641
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2012,0.710859,0.028069,0.655844,0.765874,96641
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2012,1.203772,0.028591,1.147734,1.25981,96641
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2013,-0.002031,0.014238,-0.029936,0.025875,92333
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2013,-0.30214800000000003,0.025572,-0.352269,-0.252027,92333
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2013,-0.304681,0.06609,-0.434217,-0.175145,92333
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2013,-0.213938,0.066667,-0.344605,-0.083271,92333
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,50-59,2013,-0.381715,0.167711,-0.710427,-0.053003,92333
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2013,-0.26563,0.062328,-0.387793,-0.143468,92333
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2013,0.701315,0.031077,0.640405,0.762225,92333
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2013,1.229928,0.031307,1.168568,1.291289,92333
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2014,0.029497,0.01414,0.001783,0.057212,86028
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2014,-0.206904,0.025607,-0.257093,-0.156716,86028
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2014,-0.380873,0.059711,-0.497906,-0.26384,86028
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2014,-0.137402,0.059126,-0.253288,-0.021515,86028
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2014,-0.290144,0.051719,-0.391512,-0.188776,86028
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2014,0.705617,0.031726,0.643435,0.7678,86028
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2014,1.250379,0.031704,1.188239,1.312519,86028
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2015,0.018944,0.014442,-0.009361,0.04725,75715
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2015,-0.226578,0.024089,-0.273792,-0.179364,75715
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2015,-0.062233,0.049229,-0.158722,0.034255,75715
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2015,-0.331579,0.058615,-0.446464,-0.216694,75715
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2015,-0.134748,0.091897,-0.314865,0.045369,75715
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2015,0.76705,0.033244,0.701892,0.832209,75715
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2015,1.278758,0.03342,1.213255,1.344261,75715
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2016,0.007106,0.014491,-0.021297,0.035508,80892
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2016,-0.204661,0.023422,-0.250567,-0.158754,80892
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2016,-0.135439,0.057211,-0.247573,-0.023305,80892
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2016,-0.462838,0.057688,-0.575906,-0.34977,80892
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2016,-0.0201,0.124673,-0.264459,0.22425899999999999,80892
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2016,0.722278,0.033127,0.657349,0.787207,80892
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2016,1.234242,0.033667,1.168255,1.300229,80892
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2017,-0.038133,0.016374,-0.070226,-0.00604,76116
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2017,-0.225605,0.025861,-0.276291,-0.174918,76116
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2017,-0.265368,0.069902,-0.402376,-0.12836,76116
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2017,-0.109056,0.065086,-0.236624,0.018512,76116
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2017,-0.258957,0.043403,-0.344028,-0.173887,76116
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2017,0.732633,0.036142,0.661796,0.803471,76116
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2017,1.270437,0.036328,1.199235,1.341639,76116
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2018,-0.026952,0.016749,-0.059779,0.005875,69804
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2018,-0.233373,0.025948,-0.284231,-0.182515,69804
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2018,-0.220676,0.060728,-0.339704,-0.101648,69804
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2018,-0.038319,0.055586000000000003,-0.147267,0.070628,69804
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2018,-0.241068,0.051366,-0.341744,-0.140391,69804
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2018,0.663106,0.039835,0.585029,0.741183,69804
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2018,1.175517,0.039956,1.097203,1.25383,69804
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2019,-0.009609,0.016084,-0.041133,0.021915,64573
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2019,-0.192508,0.024684,-0.24089,-0.144127,64573
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2019,-0.400982,0.077903,-0.553672,-0.248291,64573
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2019,0.018925,0.061427,-0.101472,0.139321,64573
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2019,-0.224274,0.040871,-0.30438,-0.144168,64573
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2019,0.693193,0.038553,0.61763,0.768756,64573
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2019,1.231771,0.039344,1.154656,1.308886,64573
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2020,-0.077568,0.017796,-0.112449,-0.042687,62184
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2020,-0.217951,0.028574,-0.273956,-0.161947,62184
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2020,-0.194419,0.104643,-0.399519,0.010681,62184
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2020,-0.010961,0.065402,-0.139149,0.117227,62184
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2020,-0.175281,0.056284,-0.285598,-0.064965,62184
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2020,0.680107,0.041036,0.599677,0.760537,62184
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2020,1.147373,0.04105,1.066915,1.227831,62184
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2021,-0.032655000000000003,0.018105,-0.068141,0.002831,63557
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2021,-0.229718,0.030632,-0.289756,-0.16968,63557
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,50-59,2021,-0.256109,0.059293,-0.372324,-0.139894,63557
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,50-59,2021,-0.032627,0.053388,-0.137266,0.072013,63557
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,50-59,2021,-0.155263,0.05603,-0.265082,-0.045443,63557
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,50-59,2021,0.673504,0.042297,0.590601,0.756407,63557
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,50-59,2021,1.151012,0.041953,1.068784,1.23324,63557
BRFSS,sexFemale,sex,Sex,Female,Male,50-59,2022,-0.022067,0.016423,-0.054255,0.010122,63469
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,50-59,2022,-0.188162,0.023961,-0.235125,-0.141199,63469
