survey,term,covariate,covariate_label,level,reference,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1993,-0.098395,0.020249,-0.138084,-0.058705,20069
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1993,-0.191433,0.03286,-0.255841,-0.127024,20069
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1993,-0.302202,0.0849,-0.468614,-0.135791,20069
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1993,-0.219142,0.055001,-0.326949,-0.111335,20069
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1993,-0.210647,0.042086,-0.29314,-0.128155,20069
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1993,-0.159029,0.101549,-0.358074,0.040015,20069
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1993,0.350363,0.04244,0.267176,0.43355,20069
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1993,0.628744,0.044168,0.54217,0.715318,20069
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1994,-0.069509,0.019703,-0.108128,-0.030889,19925
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1994,-0.139683,0.030862,-0.200174,-0.079191,19925
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1994,-0.340324,0.091445,-0.519565,-0.161084,19925
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1994,-0.125037,0.056546,-0.235871,-0.014203,19925
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1994,-0.28924,0.037861,-0.363451,-0.215029,19925
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1994,-0.148698,0.169779,-0.481479,0.184084,19925
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1994,0.319741,0.034999,0.251139,0.388342,19925
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1994,0.647305,0.03729,0.574214,0.720395,19925
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1995,-0.054835,0.02115,-0.096291,-0.013379,20792
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1995,-0.096204,0.031547,-0.158038,-0.034369,20792
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1995,-0.346012,0.085165,-0.512941,-0.179083,20792
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1995,-0.160254,0.063178,-0.284088,-0.03642,20792
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1995,-0.292656,0.039444,-0.36997,-0.215341,20792
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1995,0.056341,0.103722,-0.146962,0.259643,20792
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1995,0.272857,0.038339,0.197709,0.348006,20792
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1995,0.577217,0.040827,0.497193,0.657242,20792
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1996,-0.077673,0.018801,-0.114525,-0.040821,22207
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1996,-0.142584,0.031222,-0.203782,-0.081387,22207
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1996,-0.026333,0.095776,-0.21406,0.161395,22207
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1996,-0.267854,0.055384,-0.376412,-0.159297,22207
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1996,-0.280562,0.03309,-0.345421,-0.215702,22207
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1996,-0.05792,0.126748,-0.306356,0.190515,22207
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1996,0.331494,0.035595,0.261725,0.401262,22207
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1996,0.589211,0.03754,0.51563,0.662791,22207
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1997,-0.079506,0.018277,-0.115331,-0.043681,23795
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1997,-0.084695,0.029063,-0.14166,-0.027731,23795
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1997,0.025305,0.091965,-0.154952,0.205561,23795
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1997,-0.132601,0.054522,-0.239467,-0.025734,23795
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1997,-0.26101,0.031469,-0.322691,-0.199329,23795
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1997,-0.158408,0.091148,-0.337064,0.020249,23795
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1997,0.407562,0.036921,0.335195,0.47993,23795
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1997,0.658552,0.038809,0.582484,0.73462,23795
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1998,-0.088922,0.01803,-0.124262,-0.053581,26199
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1998,-0.094681,0.027773,-0.149117,-0.040246,26199
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1998,-0.289952,0.105515,-0.496768,-0.083137,26199
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1998,-0.075246,0.051492,-0.176173,0.025681,26199
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1998,-0.26693,0.029773,-0.325287,-0.208573,26199
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1998,-0.093541,0.113451,-0.315911,0.128828,26199
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1998,0.369374,0.03268,0.305319,0.433429,26199
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1998,0.644358,0.036014,0.573768,0.714947,26199
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,1999,-0.089993,0.018449,-0.126154,-0.053832,28124
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,1999,-0.192271,0.029628,-0.250344,-0.134198,28124
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,1999,-0.211953,0.060165,-0.329879,-0.094026,28124
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,1999,-0.173104,0.060673,-0.292026,-0.054182,28124
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,1999,-0.251623,0.029655,-0.309748,-0.193498,28124
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,1999,-0.09855,0.088391,-0.271802,0.074701,28124
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,1999,0.363009,0.035149,0.294114,0.431903,28124
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,1999,0.657449,0.036638,0.585636,0.729262,28124
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2000,-0.084946,0.017603,-0.119448,-0.050444,31831
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2000,-0.106591,0.028684,-0.162814,-0.050368,31831
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2000,-0.164188,0.071681,-0.304685,-0.02369,31831
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2000,-0.142945,0.048798,-0.238592,-0.047299,31831
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,2000,-0.288836,0.028484,-0.344666,-0.233006,31831
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2000,-0.236055,0.074142,-0.381377,-0.090734,31831
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2000,0.379122,0.033213,0.314023,0.444222,31831
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2000,0.662564,0.035242,0.593487,0.73164,31831
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2001,-0.08749,0.048068,-0.181727,0.006747,4512
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2001,-0.295358,0.220553,-0.72775,0.137034,4512
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2001,0.945104,0.139444,0.671725,1.218483,4512
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,2001,0.024937,0.131818,-0.23349,0.283364,4512
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2001,1.857614,0.143569,1.576148,2.13908,4512
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2001,0.489756,0.059856,0.372408,0.607104,4512
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2001,0.80044,0.078654,0.64624,0.95464,4512
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2002,-0.089122,0.018219,-0.124831,-0.053412,36713
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2002,0.38638,0.03358,0.320562,0.452197,36713
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2002,0.69043,0.034867,0.62209,0.75876999999999994,36713
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2003,-0.086739,0.018004,-0.122027,-0.05145,36438
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2003,0.40729,0.033351,0.341921,0.472659,36438
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2003,0.735523,0.035337,0.666261,0.804784,36438
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2004,-0.059722,0.019065,-0.097089,-0.022355,38723
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2004,0.48041,0.034804,0.412192,0.548627,38723
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2004,0.800219,0.035852,0.729948,0.870491,38723
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2005,-0.069499,0.018412,-0.105586,-0.033411,38726
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2005,0.449668,0.030346,0.39019,0.509147,38726
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2005,0.781734,0.032024,0.718967,0.844502,38726
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2006,-0.114535,0.021893,-0.157447,-0.071623,33516
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2006,0.399827,0.037033,0.327241,0.472413,33516
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2006,0.71896,0.039264,0.642001,0.795918,33516
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2007,-0.051536,0.021289,-0.093263,-0.009809,34816
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2007,0.447598,0.036935,0.375204,0.519993,34816
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2007,0.742231,0.04046,0.662928,0.821535,34816
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2008,-0.072593,0.020371,-0.11252,-0.032665,30360
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2008,0.313536,0.035823,0.243322,0.38375,30360
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2008,0.637177,0.037718,0.563249,0.711106,30360
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2009,-0.110248,0.020824,-0.151063,-0.069433,28256
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2009,0.296698,0.037112,0.223957,0.369439,28256
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2009,0.592541,0.039612,0.514899,0.67018200000000006,28256
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2010,-0.110882,0.019701,-0.149497,-0.072266,26039
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2010,0.281495,0.034561,0.213754,0.349236,26039
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2010,0.579059,0.037048,0.506443,0.651675,26039
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2011,-0.106246,0.015727,-0.137072,-0.075421,44489
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2011,-0.182401,0.025752,-0.232874,-0.131927,44489
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2011,-0.169779,0.075393,-0.31755,-0.022007,44489
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2011,-0.05272,0.04176,-0.134569,0.02913,44489
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,2011,-0.23289,0.021893,-0.275801,-0.189979,44489
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2011,-0.101404,0.042585,-0.184872,-0.017936,44489
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2011,0.30255,0.026426,0.250754,0.354346,44489
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2011,0.559708,0.028295,0.50425,0.615166,44489
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2012,-0.123843,0.015954,-0.155112,-0.092574,46198
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2012,-0.10653,0.027314,-0.16006600000000001,-0.052994,46198
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2012,-0.153918,0.077829,-0.306465,-0.001372,46198
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2012,-0.097296,0.041162,-0.177975,-0.016618,46198
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,2012,-0.225597,0.022326,-0.269357,-0.181838,46198
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2012,-0.115943,0.038593,-0.191586,-0.040301,46198
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2012,0.377036,0.031948,0.314418,0.439654,46198
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2012,0.631765,0.033518,0.56607,0.69746,46198
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2013,-0.120229,0.01546,-0.150531,-0.089927000000000007,42397
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2013,-0.087352,0.023367,-0.133151,-0.041552,42397
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2013,-0.06344,0.052321,-0.16599,0.03911,42397
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2013,-0.077031,0.038498,-0.152489,-0.001574,42397
BRFSS,race_includehispHispanic,race_includehisp,Race/Ethnicity,Hispanic,White,18-29,2013,-0.184352,0.143829,-0.46626,0.097555,42397
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2013,-0.15215,0.0401,-0.230747,-0.073553,42397
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2013,0.273217,0.03253,0.209457,0.336976,42397
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2013,0.527513,0.033656,0.461548,0.593479,42397
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2014,-0.111291,0.016347,-0.143331,-0.079251,36991
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2014,-0.130934,0.026042,-0.181978,-0.07989,36991
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2014,-0.182093,0.058583,-0.296917,-0.067269,36991
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2014,-0.108343,0.036667,-0.180213,-0.036474,36991
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2014,-0.060319,0.034632,-0.128199,0.00756,36991
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2014,0.267427,0.036359,0.196164,0.338691,36991
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2014,0.531377,0.037484,0.457907,0.604847,36991
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2015,-0.126128,0.017028,-0.159504,-0.092752,33624
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2015,-0.105659,0.026006,-0.156631,-0.054687,33624
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2015,-0.041711,0.035678,-0.111641,0.028219,33624
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2015,-0.200088,0.062166,-0.321936,-0.078239,33624
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2015,0.04518,0.091571,-0.134303,0.224662,33624
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2015,0.21028,0.039188,0.13347,0.28709,33624
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2015,0.467156,0.040016,0.388724,0.545589,33624
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2016,-0.084197,0.015598,-0.114769,-0.053625,38940
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2016,-0.100765,0.024558,-0.148899,-0.05263,38940
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2016,-0.032652,0.028327,-0.088173,0.02287,38940
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2016,-0.211673,0.055679,-0.320805,-0.102542,38940
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2016,0.120897,0.103788,-0.082531,0.324325,38940
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2016,0.303464,0.037768,0.229438,0.377489,38940
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2016,0.535453,0.038313,0.460358,0.610548,38940
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2017,-0.094014,0.017518,-0.128351,-0.059678,40627
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2017,-0.071369,0.02532,-0.120997,-0.021741,40627
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2017,-0.105655,0.064866,-0.232793,0.021484,40627
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2017,-0.051665,0.039437,-0.128964,0.025633,40627
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2017,-0.081789,0.03651,-0.15335,-0.010228,40627
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2017,0.30659,0.048144,0.212227,0.400954,40627
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2017,0.570721,0.049407,0.473883,0.667559,40627
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2018,-0.111234,0.016363,-0.143307,-0.079162,39496
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2018,-0.018694,0.024094,-0.065919,0.028531,39496
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2018,-0.163957,0.07126,-0.303627,-0.024286,39496
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2018,-0.08029,0.036772,-0.152364,-0.008215,39496
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2018,-0.085677,0.035318,-0.154902,-0.016452,39496
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2018,0.264804,0.040094,0.186219,0.343389,39496
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2018,0.495982,0.041101,0.415422,0.576541,39496
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2019,-0.090817,0.016615,-0.123382,-0.058252,37518
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2019,-0.033835,0.025935,-0.084669,0.017,37518
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2019,-0.208485,0.069835,-0.345363,-0.071607,37518
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2019,-0.016633,0.033739,-0.082763,0.049497,37518
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2019,-0.113029,0.035938,-0.183468,-0.042589,37518
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2019,0.229081,0.037405,0.155766,0.302396,37518
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2019,0.436214,0.038617,0.360524,0.511904,37518
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2020,-0.101027,0.018018,-0.136343,-0.065711,38835
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2020,-0.08876,0.029227,-0.146045,-0.031476,38835
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2020,-0.250273,0.070393,-0.388245,-0.112301,38835
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2020,0.004947,0.036917,-0.067412,0.077306,38835
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2020,-0.027603,0.041297,-0.108546,0.05334,38835
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2020,0.127375,0.040933,0.047145,0.207604,38835
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2020,0.316047,0.041868,0.233986,0.398109,38835
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2021,-0.098545,0.017526,-0.132895,-0.064194,37810
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2021,-0.06795,0.026635,-0.120155,-0.015745,37810
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2021,-0.172276,0.06344,-0.296621,-0.047931,37810
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2021,-0.02627,0.038529,-0.101788,0.049249,37810
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2021,-0.013333,0.036472,-0.084819,0.058153,37810
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2021,0.21448,0.045038,0.126204,0.302756,37810
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2021,0.403757,0.046079,0.313441,0.494073,37810
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2022,-0.09955,0.017221,-0.133303,-0.065798,39415
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2022,-0.04533,0.026084,-0.096455,0.005795,39415
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2022,-0.024905,0.072631,-0.167264,0.117454,39415
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2022,0.020869,0.030274,-0.038469,0.080208,39415
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2022,-0.022895,0.041261,-0.103767,0.057977,39415
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2022,0.236784,0.046519,0.145605,0.327963,39415
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2022,0.415225,0.04717,0.322771,0.507679,39415
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2023,-0.119059,0.018573,-0.155463,-0.082656,37730
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2023,-0.07278,0.029519,-0.130638,-0.014922,37730
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2023,-0.051236,0.065881,-0.180364,0.077891,37730
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2023,0.029615,0.031577,-0.032276,0.091507,37730
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2023,-0.156753,0.045835,-0.24659,-0.066915,37730
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2023,0.204083,0.049584,0.106896,0.301269,37730
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2023,0.430507,0.049797,0.332904,0.52811,37730
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2024,-0.113642,0.017306,-0.147562,-0.079722,41072
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2024,-0.028189,0.025202,-0.077586,0.021208,41072
BRFSS,race_includehispAIAN,race_includehisp,Race/Ethnicity,AIAN,White,18-29,2024,-0.139232,0.075504,-0.287221,0.008757,41072
BRFSS,race_includehispAsian,race_includehisp,Race/Ethnicity,Asian,White,18-29,2024,9.89e-4,0.034325,-0.066289,0.068267,41072
BRFSS,race_includehispOther,race_includehisp,Race/Ethnicity,Other,White,18-29,2024,-0.143422,0.037166,-0.216269,-0.070575,41072
BRFSS,educ_3catHS_SomeColl,educ_3cat,Education,HS_SomeColl,LT_HS,18-29,2024,0.217291,0.047444,0.1243,0.310282,41072
BRFSS,educ_3catBA_plus,educ_3cat,Education,BA_plus,LT_HS,18-29,2024,0.436427,0.049028,0.34033,0.532524,41072
BRFSS,sexFemale,sex,Sex,Female,Male,18-29,2025,-0.210633,0.067161,-0.342342,-0.078925,2104
BRFSS,race_includehispBlack,race_includehisp,Race/Ethnicity,Black,White,18-29,2025,-0.009502,0.100942,-0.207459,0.188456,2104
