"component","variance","pct_of_total","sd"
"psu:strata",0.0228949734640829,2.08282573825402,0.151310850450597
"strata",0.00349305236560318,0.317773653835455,0.0591020504348468
"cohort_4yr",0.00283877997551257,0.25825249404693,0.0532802024725185
"period_4yr",0.0164572740947911,1.49716854312612,0.128285907623523
"Residual",1.05354246812967,95.8439795707375,1.02642216856889
"Total",1.09922654802966,100,1.04844005457139
