"period_4yr","srh_young","srh_old","gradient","n_total"
"1999",3.74536629895594,2.97885813163365,0.766508167322283,10597
"2003",3.68991012158517,3.00675872612015,0.683151395465024,10386
"2007",3.67648619811202,3.05844562542502,0.618040572686999,12750
"2011",3.60759324298673,3.14792782714933,0.459665415837399,11970
"2015",3.52782851518936,3.2143361429896,0.313492372199764,21514
"2019",3.79758743841453,3.22142371354086,0.576163724873666,8150
