"period","age_slope","interaction","ci_10","ci_90","significant"
"1991",-0.0115218464061096,0,-0.0129258293672495,-0.0100827678688766,"ref"
"1995",-0.0107595472635768,0.000762299142532784,-0.000874696395450383,0.0023501805869088,""
"1999",-0.0109311705619484,0.000590675844161214,-0.00109682187589242,0.00225031716061215,""
"2003",-0.00960244228620177,0.00191940411990783,0.000193426590437138,0.00360855110250584,"*"
"2007",-0.0090073954228279,0.0025144509832817,0.000646229610889319,0.00433791798183149,"*"
"2011",-0.00771951356738992,0.00380233283871967,0.00196784819376791,0.00564619973980736,"*"
"2015",-0.00425703614247182,0.00726481026363777,0.00545060661494824,0.00904411381875994,"*"
"2019",-0.00291428026065281,0.00860756614545678,0.00692195084559503,0.0102578128416563,"*"
"2023",-0.00326267805675826,0.00825916834935134,0.00641950941927969,0.0100358412209601,"*"
