"period_4yr","srh_young","srh_old","gradient","n_total"
"1995",4.16534564722437,2.76524988100856,1.40009576621581,14392
"1999",4.13471596123427,2.63592217391156,1.49879378732271,25106
"2003",4.15403630841275,2.76030126558606,1.39373504282669,30300
"2007",4.12671366258871,2.82357985030859,1.30313381228012,30115
"2011",4.20661768074051,2.87642338657969,1.33019429416081,29852
"2015",4.19809546154116,2.93960553487815,1.258489926663,28062
"2019",4.12610500583658,2.92389591218861,1.20220909364797,24974
"2023",4.06285247373718,2.99126931626963,1.07158315746755,16805
