"component","variance","pct_of_total","sd"
"cohort_4yr",0.00468307792880998,0.441573721021833,0.0684330178262655
"period_4yr",0.000355312111313149,0.0335028572024083,0.0188497244360004
"Residual",1.05550432476931,99.5249234217758,1.02737740133279
"Total",1.06054271480943,100,1.0298265459821
