period_index,estimate,se,p_value,period_group,period_group_label,period_midpoint,ci_lower,ci_upper
1,0.0850274633406602,0.00877464981654232,3.32466882771248e-22,1,1990-1994,1992,0.06782914970023726,0.10222577698108315
2,0.0825671410386881,0.00606014403449548,2.87068962615246e-42,2,1995-1999,1997,0.07068925873107697,0.09444502334629924
3,0.0172225722379068,0.00565063762780553,0.00230450242166426,3,2000-2004,2002,0.006147322487407961,0.02829782198840564
4,0.011910076819489,0.00521894259449984,0.0224843496162972,4,2005-2009,2007,0.001680949334269313,0.022139204304708685
5,-0.0159645504947768,0.00504157986092998,0.00154246697496619,5,2010-2014,2012,-0.02584604702219956,-0.00608305396735404
6,-0.0299377144954874,0.00513649069831363,5.595673671206391e-9,6,2015-2019,2017,-0.04000523626418211,-0.019870192726792683
7,-0.00471962711449696,0.00527890696709413,0.371293178396637,7,2020-2024,2022,-0.015066284770001454,0.005627030541007535
8,-0.146105361331983,0.0273433764963156,9.12511998824526e-8,8,2025-2029,2027,-0.19969837926476158,-0.09251234339920444
