"component","variance","pct_of_total","sd"
"cohort_4yr",0.00040687499488055,0.0618016742656737,0.020171142627044
"period_4yr",0.00449271453510426,0.682414215080199,0.0670277146791106
"Residual",0.653456352626974,99.2557841106541,0.80836647173604
"Total",0.658355942156959,100,0.811391361894467
