"period","age_slope","interaction","ci_10","ci_90","significant"
"1991",-0.0112165277563973,0,-0.0126582661069033,-0.0097664476415466,"ref"
"1995",-0.0104765555116173,0.00073997224477994,-0.000852887031460345,0.00237856413832456,""
"1999",-0.0106067480911415,0.000609779665255754,-0.00103508773098543,0.00225578481727395,""
"2003",-0.00932979318082328,0.00188673457557397,0.000194281419508179,0.00360710011883998,"*"
"2007",-0.00879961854197374,0.00241690921442351,0.000590832957708992,0.00428902959683321,"*"
"2011",-0.00747682563879517,0.00373970211760208,0.00187734737713606,0.00558683166007143,"*"
