age,estimate,ci_lower_90,ci_upper_90,estimate_centered,ci_lower_centered,ci_upper_centered,survey
47.101010101010104,-1.1431188632004654,-1.3068096373388967,-0.981796643290909,-0.5456211051897771,-0.6458663382232357,-0.44647698105267564,brfss
47.78787878787879,-1.1545287044689267,-1.3211776242415263,-0.9902702182081258,-0.5570309464582385,-0.6602343251258653,-0.4549505559698924,brfss
48.474747474747474,-1.1657873350262027,-1.3354108164937868,-0.9985758023909319,-0.5682895770155144,-0.6744675173781258,-0.46325614015269856,brfss
49.16161616161616,-1.176894754872294,-1.3495092140956788,-1.006713395839327,-0.5793969968616056,-0.6885659149800178,-0.4713937336010937,brfss
49.848484848484844,-1.1878509640071993,-1.363472817047202,-1.0146829985533115,-0.590353205996511,-0.702529517931541,-0.4793633363150781,brfss
50.535353535353536,-1.1986559624309199,-1.3773016253483563,-1.0224846105328853,-0.6011582044202316,-0.7163583262326954,-0.48716494829465196,brfss
51.22222222222222,-1.209309750143455,-1.3909956389991416,-1.0301182317780477,-0.6118119921327668,-0.7300523398834806,-0.4947985695398144,brfss
51.90909090909091,-1.2198123271448051,-1.4045548579995581,-1.0375838622887996,-0.6223145691341169,-0.7436115588838972,-0.5022642000505663,brfss
52.5959595959596,-1.23016369343497,-1.417979282349606,-1.0448815020651407,-0.6326659354242817,-0.757035983233945,-0.5095618398269074,brfss
53.282828282828284,-1.2403638490139495,-1.431268912049285,-1.052011151107071,-0.6428660910032612,-0.770325612933624,-0.5166914888688378,brfss
53.96969696969697,-1.2504127938817438,-1.4444237470985948,-1.0589728094145903,-0.6529150358710555,-0.7834804479829338,-0.5236531471763569,brfss
54.656565656565654,-1.2603105280383529,-1.4574437874975361,-1.0657664769876989,-0.6628127700276646,-0.7965004883818751,-0.5304468147494655,brfss
55.34343434343434,-1.2700570514837768,-1.4703290332461083,-1.0723921538263963,-0.6725592934730885,-0.8093857341304473,-0.537072491588163,brfss
56.03030303030303,-1.2796523642180155,-1.483079484344312,-1.0788498399306832,-0.6821546062073273,-0.8221361852286511,-0.5435301776924498,brfss
56.717171717171716,-1.289096466241069,-1.4956951407921468,-1.0851395353005593,-0.6915987082303808,-0.8347518416764859,-0.5498198730623259,brfss
57.4040404040404,-1.2983893575529373,-1.5081760025896125,-1.0912612399360246,-0.700891599542249,-0.8472327034739515,-0.5559415776977913,brfss
58.09090909090909,-1.3075310381536205,-1.5205220697367097,-1.0972149538370788,-0.7100332801429322,-0.8595787706210487,-0.5618952915988454,brfss
58.77777777777778,-1.316521508043118,-1.5327333422334375,-1.1030006770037224,-0.7190237500324298,-0.8717900431177765,-0.567681014765489,brfss
59.464646464646464,-1.325360767221431,-1.5448098200797968,-1.1086184094359548,-0.7278630092107427,-0.8838665209641359,-0.5732987471977214,brfss
60.15151515151515,-1.3340488156885582,-1.5567515032757875,-1.1140681511337767,-0.7365510576778699,-0.8958082041601265,-0.5787484888955433,brfss
60.838383838383834,-1.3425856534445004,-1.568558391821409,-1.1193499020971878,-0.7450878954338122,-0.907615092705748,-0.5840302398589544,brfss
61.525252525252526,-1.3509712804892573,-1.580230485716662,-1.1244636623261877,-0.753473522478569,-0.9192871866010011,-0.5891440000879543,brfss
62.21212121212121,-1.3592056968228292,-1.591767784961546,-1.1294094318207768,-0.7617079388121409,-0.930824485845885,-0.5940897695825434,brfss
62.898989898989896,-1.3672889024452157,-1.603170289556061,-1.1341872105809556,-0.7697911444345275,-0.9422269904403999,-0.5988675483427223,brfss
63.58585858585859,-1.3752208973564168,-1.6144379995002072,-1.1387969986067232,-0.7777231393457286,-0.9534947003845462,-0.6034773363684899,brfss
64.27272727272728,-1.3830016815564328,-1.6255709147939847,-1.14323879589808,-0.7855039235457445,-0.9646276156783238,-0.6079191336598467,brfss
64.95959595959596,-1.390631255045264,-1.6365690354373936,-1.1475126024550257,-0.7931334970345757,-0.9756257363217327,-0.6121929402167924,brfss
65.64646464646464,-1.3981096178229095,-1.6474323614304331,-1.1516184182775606,-0.8006118598122213,-0.9864890623147722,-0.6162987560393273,brfss
66.33333333333333,-1.40543676988937,-1.658160892773104,-1.155556243365685,-0.8079390118786817,-0.997217593657443,-0.6202365811274516,brfss
67.02020202020202,-1.412612711244645,-1.668754629465406,-1.1593260777193986,-0.8151149532339567,-1.0078113303497451,-0.6240064154811652,brfss
67.7070707070707,-1.4196374418887352,-1.6792135715073393,-1.162927921338701,-0.8221396838780469,-1.0182702723916783,-0.6276082591004676,brfss
68.39393939393939,-1.42651096182164,-1.689537718898904,-1.1663617742235926,-0.8290132038109518,-1.028594419783243,-0.6310421119853592,brfss
69.08080808080808,-1.4332332710433593,-1.6997270716400994,-1.1696276363740736,-0.835735513032671,-1.0387837725244384,-0.6343079741358403,brfss
69.76767676767676,-1.4398043695538938,-1.7097816297309258,-1.1727255077901437,-0.8423066115432055,-1.0488383306152649,-0.6374058455519104,brfss
70.45454545454545,-1.4462242573532431,-1.719701393171384,-1.1756553884718026,-0.8487264993425548,-1.058758094055723,-0.6403357262335693,brfss
71.14141414141415,-1.4524929344414068,-1.7294863619614729,-1.178417278419051,-0.8549951764307185,-1.068543062845812,-0.6430976161808176,brfss
71.82828282828282,-1.4586104008183853,-1.7391365361011932,-1.1810111776318888,-0.8611126428076971,-1.0781932369855323,-0.6456915153936554,brfss
72.51515151515152,-1.464576656484179,-1.748651915590545,-1.1834370861103156,-0.8670788984734906,-1.087708616474884,-0.6481174238720823,brfss
73.20202020202021,-1.4703917014387875,-1.7580325004295272,-1.1856950038543315,-0.8728939434280992,-1.0970892013138662,-0.6503753416160981,brfss
73.88888888888889,-1.4760555356822103,-1.7672782906181408,-1.1877849308639363,-0.878557777671522,-1.1063349915024798,-0.652465268625703,brfss
74.57575757575758,-1.481568159214448,-1.7763892861563857,-1.1897068671391304,-0.8840704012037598,-1.1154459870407247,-0.6543872049008971,brfss
75.26262626262627,-1.4869295720355007,-1.785365487044262,-1.1914608126799136,-0.8894318140248124,-1.124422187928601,-0.6561411504416802,brfss
75.94949494949495,-1.4921397741453677,-1.794206893281769,-1.1930467674862864,-0.8946420161346794,-1.133263594166108,-0.657727105248053,brfss
76.63636363636363,-1.4971987655440504,-1.802913504868907,-1.194464731558248,-0.8997010075333621,-1.141970205753246,-0.6591450693200146,brfss
77.32323232323232,-1.502106546231547,-1.8114853218056766,-1.1957147048957986,-0.9046087882208588,-1.1505420226900156,-0.6603950426575652,brfss
78.01010101010101,-1.5068631162078587,-1.8199223440920773,-1.1967966874989386,-0.9093653581971705,-1.1589790449764164,-0.6614770252607053,brfss
78.69696969696969,-1.5114684754729852,-1.8282245717281091,-1.1977106793676677,-0.913970717462297,-1.1672812726124482,-0.6623910171294344,brfss
79.38383838383838,-1.5159226240269266,-1.836392004713772,-1.1984566805019856,-0.9184248660162383,-1.175448705598111,-0.6631370182637523,brfss
80.07070707070707,-1.5202255618696827,-1.844424643049066,-1.1990346909018936,-0.9227278038589944,-1.183481343933405,-0.6637150286636603,brfss
80.75757575757575,-1.5243772890012532,-1.8523224867339914,-1.19944471056739,-0.926879530990565,-1.1913791876183304,-0.6641250483291566,brfss
81.44444444444444,-1.5283778054216388,-1.860085535768548,-1.1996867394984756,-0.9308800474109505,-1.199142236652887,-0.6643670772602422,brfss
82.13131313131314,-1.5322271111308396,-1.8677137901527356,-1.1997607776951507,-0.9347293531201514,-1.2067704910370747,-0.6644411154569173,brfss
82.81818181818181,-1.5359252061288546,-1.8752072498865546,-1.1996668251574145,-0.9384274481181664,-1.2142639507708937,-0.6643471629191812,brfss
83.5050505050505,-1.5394720904156844,-1.882565914970004,-1.1994048818852678,-0.9419743324049962,-1.221622615854343,-0.6640852196470345,brfss
84.1919191919192,-1.5428677639913293,-1.8897897854030854,-1.1989749478787106,-0.945370005980641,-1.2288464862874244,-0.6636552856404773,brfss
84.87878787878788,-1.546112226855789,-1.8968788611857976,-1.198377023137742,-0.9486144688451007,-1.2359355620701367,-0.6630573608995086,brfss
85.56565656565657,-1.5492054790090632,-1.9038331423181412,-1.1976111076623626,-0.951707720998375,-1.2428898432024802,-0.6622914454241292,brfss
86.25252525252525,-1.5521475204511521,-1.910652628800115,-1.1966772014525724,-0.9546497624404638,-1.2497093296844541,-0.661357539214339,brfss
86.93939393939394,-1.554938351182056,-1.917337320631721,-1.1955753045083715,-0.9574405931713678,-1.25639402151606,-0.6602556422701381,brfss
87.62626262626263,-1.5575779712017745,-1.9238872178129582,-1.19430541682976,-0.9600802131910863,-1.2629439186972973,-0.6589857545915266,brfss
88.31313131313131,-1.5600663805103083,-1.9303023203438263,-1.1928675384167373,-0.96256862249962,-1.2693590212281654,-0.657547876178504,brfss
89,-1.5624035791076565,-1.9365826282243255,-1.1912616692693037,-0.9649058210969682,-1.2756393291086645,-0.6559420070310703,brfss
18,-0.5964083572284844,-0.6460830808135674,-0.547372689276998,0,0,0,meps
18.67676767676768,-0.6163269545326354,-0.6681174822539216,-0.5652028838271703,-0.01991859730415102,-0.02203440144035429,-0.01783019455017231,meps
19.353535353535353,-0.6360639897408148,-0.6899883035237209,-0.5828337788779065,-0.0396556325123304,-0.04390522271015351,-0.03546108960090854,meps
20.03030303030303,-0.6556194628530231,-0.7116955446229651,-0.6002653744292069,-0.05921110562453868,-0.06561246380939778,-0.05289268515220891,meps
20.707070707070702,-0.6749933738692597,-0.7332392055516542,-0.6174976704810714,-0.07858501664077533,-0.08715612473808687,-0.0701249812040734,meps
21.383838383838384,-0.6941857227895254,-0.7546192863097884,-0.6345306670334999,-0.097777365561041,-0.108536205496221,-0.08715797775650191,meps
22.060606060606062,-0.7131965096138195,-0.7758357868973675,-0.6513643640864927,-0.11678815238533512,-0.12975270608380018,-0.10399167480949469,meps
22.737373737373737,-0.7320257343421421,-0.7968887073143915,-0.6679987616400492,-0.13561737711365773,-0.1508056265008242,-0.12062607236305124,meps
23.414141414141415,-0.7506733969744936,-0.8177780475608606,-0.68443385969417,-0.15426503974600925,-0.17169496674729323,-0.13706117041717203,meps
24.09090909090909,-0.7691394975108736,-0.8385038076367745,-0.700669658248855,-0.17273114028238923,-0.1924207268232071,-0.15329696897185696,meps
24.767676767676768,-0.7874240359512823,-0.8590659875421334,-0.716706157304104,-0.1910156787227979,-0.212982906728566,-0.16933346802710603,meps
25.444444444444443,-0.8055270122957195,-0.8794645872769372,-0.732543356859917,-0.20911865506723515,-0.23338150646336983,-0.185170667582919,meps
26.12121212121212,-0.8234484265441856,-0.8996996068411861,-0.7481812569162942,-0.2270400693157012,-0.25361652602761875,-0.20080856763929625,meps
26.7979797979798,-0.8411882786966803,-0.91977104623488,-0.7636198574732356,-0.2447799214681959,-0.2736879654213127,-0.21624716819623757,meps
27.47474747474747,-0.8587465687532034,-0.9396789054580188,-0.7788591585307408,-0.26233821152471903,-0.29359582464445133,-0.23148646925374283,meps
28.151515151515152,-0.8761232967137553,-0.9594231845106024,-0.7938991600888103,-0.27971493948527093,-0.3133401036970349,-0.2465264708118123,meps
28.82828282828283,-0.8933184625783361,-0.979003883392631,-0.808739862147444,-0.29691010534985174,-0.33292080257906365,-0.261367172870446,meps
29.505050505050505,-0.910332066346945,-0.9984210021041046,-0.8233812647066414,-0.31392370911846057,-0.3523379212905372,-0.2760085754296434,meps
30.18181818181818,-0.9271641080195828,-1.0176745406450232,-0.8378233677664032,-0.33075575079109854,-0.3715914598314558,-0.2904506784894052,meps
30.85858585858586,-0.9438145875962496,-1.0367644990153866,-0.852066171326729,-0.3474062303677651,-0.3906814182018192,-0.304693482049731,meps
31.535353535353536,-0.9602835050769446,-1.0556908772151952,-0.866109675387619,-0.3638751478484602,-0.4096077964016278,-0.31873698611062096,meps
32.21212121212121,-0.9765708604616682,-1.0744536752444485,-0.8799538799490727,-0.3801625032331838,-0.4283705944308811,-0.3325811906720747,meps
32.888888888888886,-0.9926766537504206,-1.093052893103147,-0.8935987850110907,-0.3962682965219362,-0.4469698122895795,-0.3462260957340927,meps
33.56565656565657,-1.0086008849432018,-1.1114885307912905,-0.907044390573673,-0.41219252771471737,-0.465405449977723,-0.35967170129667503,meps
34.24242424242424,-1.0243435540400114,-1.1297605883088786,-0.9202906966368192,-0.42793519681152703,-0.4836775074953112,-0.3729180073598212,meps
34.91919191919192,-1.0399046610408496,-1.1478690656559116,-0.9333377032005296,-0.4434963038123651,-0.5017859848423443,-0.38596501392353166,meps
35.5959595959596,-1.0552842059457168,-1.1658139628323902,-0.946185410264804,-0.4588758487172324,-0.5197308820188229,-0.3988127209878059,meps
36.27272727272727,-1.0704821887546123,-1.1835952798383134,-0.9588338178296424,-0.4740738315261279,-0.537512199024746,-0.4114611285526445,meps
36.94949494949495,-1.0854986094675367,-1.2012130166736814,-0.9712829258950452,-0.48909025223905234,-0.555129935860114,-0.42391023661804705,meps
37.62626262626263,-1.1003334680844896,-1.2186671733384946,-0.983532734461012,-0.5039251108560052,-0.5725840925249273,-0.436160045184014,meps
38.303030303030305,-1.114986764605471,-1.2359577498327523,-0.9955832435275428,-0.5185784073769866,-0.5898746690191852,-0.4482105542505447,meps
38.97979797979798,-1.1294584990304812,-1.2530847461564556,-1.0074344530946373,-0.5330501418019968,-0.6070016653428882,-0.4600617638176393,meps
39.65656565656566,-1.1437486713595202,-1.2700481623096036,-1.0190863631622964,-0.5473403141310358,-0.6239650814960362,-0.4717136738852984,meps
40.333333333333336,-1.1578572815925876,-1.2868479982921963,-1.0305389737305193,-0.5614489243641032,-0.640764917478629,-0.4831662844535213,meps
41.01010101010101,-1.1717843297296835,-1.3034842541042342,-1.0417922847993066,-0.5753759725011993,-0.6574011732906668,-0.49441959552230863,meps
41.68686868686869,-1.1855298157708083,-1.3199569297457172,-1.0528462963686578,-0.5891214585423241,-0.6738738489321499,-0.5054736070916598,meps
42.36363636363636,-1.1990937397159618,-1.3362660252166447,-1.0637010084385732,-0.6026853824874774,-0.6901829444030774,-0.5163283191615752,meps
43.04040404040404,-1.212476101565144,-1.3524115405170174,-1.0743564210090526,-0.6160677443366596,-0.70632845970345,-0.5269837317320546,meps
43.71717171717172,-1.2256769013183548,-1.3683934756468354,-1.0848125340800965,-0.6292685440898704,-0.7223103948332681,-0.5374398448030983,meps
44.39393939393939,-1.238696138975594,-1.3842118306060978,-1.0950693476517035,-0.6422877817471095,-0.7381287497925304,-0.5476966583747055,meps
45.07070707070707,-1.251533814536862,-1.3998666053948057,-1.1051268617238752,-0.6551254573083776,-0.7537835245812381,-0.5577541724468772,meps
45.74747474747475,-1.264189928002159,-1.415357800012958,-1.1149850762966111,-0.6677815707736743,-0.7692747191993905,-0.5676123870196131,meps
46.42424242424242,-1.276664479371484,-1.4306854144605554,-1.124643991369911,-0.6802561221429995,-0.7846023336469881,-0.5772713020929129,meps
47.101010101010104,-1.2889574686448375,-1.445849448737598,-1.1341036069437749,-0.6925491114163533,-0.7997663679240308,-0.5867309176667769,meps
47.77777777777778,-1.3010688958222203,-1.4608499028440856,-1.1433639230182029,-0.7046605385937359,-0.8147668220305182,-0.5959912337412049,meps
48.45454545454545,-1.3129987609036315,-1.475686776780018,-1.1524249395931951,-0.7165904036751471,-0.8296036959664506,-0.6050522503161971,meps
49.131313131313135,-1.3247470638890717,-1.4903600705453952,-1.1612866566687512,-0.7283387066605871,-0.8442769897318279,-0.6139139673917532,meps
49.80808080808081,-1.33631380477854,-1.5048697841402174,-1.1699490742448715,-0.7399054475500557,-0.8587867033266501,-0.6225763849678735,meps
50.48484848484848,-1.347698983572037,-1.5192159175644848,-1.1784121923215558,-0.7512906263435526,-0.8731328367509175,-0.6310395030445578,meps
51.161616161616166,-1.358902600269563,-1.533398470818197,-1.1866760108988044,-0.7624942430410786,-0.8873153900046296,-0.6393033216218064,meps
51.83838383838384,-1.3699246548711173,-1.5474174439013542,-1.194740529976617,-0.7735162976426329,-0.9013343630877868,-0.647367840699619,meps
52.51515151515152,-1.3807651473767004,-1.561272836813956,-1.202605749554993,-0.784356790148216,-0.9151897560003888,-0.6552330602779953,meps
53.19191919191919,-1.3914240777863118,-1.5749646495560032,-1.2102716696339342,-0.7950157205578274,-0.928881568742436,-0.6628989803569362,meps
53.86868686868687,-1.4019014460999524,-1.5884928821274955,-1.2177382902134393,-0.805493088871468,-0.9424098013139282,-0.6703656009364413,meps
54.54545454545455,-1.412197252317621,-1.6018575345284325,-1.2250056112935082,-0.8157888950891365,-0.9557744537148652,-0.6776329220165102,meps
55.22222222222222,-1.4223114964393186,-1.6150586067588142,-1.2320736328741408,-0.8259031392108342,-0.9689755259452468,-0.6847009435971428,meps
55.8989898989899,-1.4322441784650453,-1.628096098818641,-1.2389423549553382,-0.8358358212365609,-0.9820130180050736,-0.6915696656783402,meps
56.57575757575758,-1.4419952983948003,-1.6409700107079128,-1.2456117775370994,-0.8455869411663159,-0.9948869298943456,-0.6982390882601014,meps
57.25252525252525,-1.4515648562285841,-1.6536803424266298,-1.2520819006194246,-0.8551564990000995,-1.0075972616130624,-0.7047092113424266,meps
57.929292929292934,-1.460952851966396,-1.6662270939747916,-1.258352724202314,-0.8645444947379115,-1.0201440131612245,-0.710980034925316,meps
58.60606060606061,-1.4701592856082368,-1.6786102653523982,-1.2644242482857675,-0.8737509283797524,-1.0325271845388309,-0.7170515590087695,meps
59.28282828282829,-1.4791841571541064,-1.69082985655945,-1.2702964728697852,-0.882775799925622,-1.0447467757458826,-0.7229237835927872,meps
59.95959595959596,-1.4880274666040043,-1.7028858675959466,-1.2759693979543667,-0.8916191093755201,-1.0568027867823793,-0.7285967086773687,meps
60.63636363636364,-1.4966892139579313,-1.7147782984618885,-1.2814430235395124,-0.9002808567294469,-1.068695217648321,-0.7340703342625144,meps
61.313131313131315,-1.5051693992158863,-1.726507149157275,-1.2867173496252224,-0.9087610419874022,-1.0804240683437076,-0.7393446603482244,meps
61.98989898989899,-1.5134680223778707,-1.7380724196821065,-1.2917923762114958,-0.9170596651493864,-1.091989338868539,-0.7444196869344978,meps
62.66666666666667,-1.521585083443883,-1.7494741100363829,-1.2966681032983338,-0.9251767262153988,-1.1033910292228155,-0.7492954140213358,meps
63.343434343434346,-1.5295205824139249,-1.7607122202201042,-1.301344530885736,-0.9331122251854403,-1.1146291394065369,-0.7539718416087381,meps
64.02020202020202,-1.5372745192879949,-1.7717867502332705,-1.3058216589737022,-0.9408661620595103,-1.1257036694197031,-0.7584489696967042,meps
64.69696969696969,-1.544846894066093,-1.7826977000758817,-1.3100994875622325,-0.9484385368376088,-1.136614619262314,-0.7627267982852345,meps
65.37373737373738,-1.5522377067482211,-1.7934450697479385,-1.3141780166513268,-0.9558293495197367,-1.147361988934371,-0.7668053273743288,meps
66.05050505050505,-1.5594469573343763,-1.8040288592494391,-1.3180572462409854,-0.9630386001058922,-1.157945778435872,-0.7706845569639874,meps
66.72727272727272,-1.5664746458245609,-1.8144490685803851,-1.321737176331208,-0.9700662885960764,-1.168365987766818,-0.77436448705421,meps
67.40404040404042,-1.5733207722187743,-1.824705697740777,-1.3252178069219944,-0.97691241499029,-1.1786226169272096,-0.7778451176449964,meps
68.08080808080808,-1.5799853365170162,-1.8347987467306128,-1.328499138013345,-0.9835769792885318,-1.1887156659170452,-0.7811264487363471,meps
68.75757575757575,-1.5864683387192864,-1.844728215549894,-1.3315811696052595,-0.990059981490802,-1.1986451347363265,-0.7842084803282617,meps
69.43434343434345,-1.592769778825586,-1.8544941041986205,-1.334463901697739,-0.9963614215971016,-1.208411023385053,-0.7870912124207411,meps
70.11111111111111,-1.5988896568359137,-1.864096412676791,-1.3371473342907818,-1.0024812996074293,-1.2180133318632236,-0.7897746450137838,meps
70.78787878787878,-1.6048279727502703,-1.8735351409844068,-1.3396314673843888,-1.008419615521786,-1.2274520601708394,-0.7922587781073908,meps
71.46464646464646,-1.6105847265686553,-1.882810289121468,-1.34191630097856,-1.0141763693401709,-1.2367272083079004,-0.794543611701562,meps
72.14141414141415,-1.6161599182910693,-1.891921857087974,-1.3440018350732954,-1.019751561062585,-1.2458387762744063,-0.7966291457962974,meps
72.81818181818181,-1.6215535479175114,-1.9008698448839243,-1.3458880696685946,-1.025145190689027,-1.254786764070357,-0.7985153803915966,meps
73.4949494949495,-1.626765615447982,-1.9096542525093203,-1.347575004764458,-1.0303572582194978,-1.263571171695753,-0.8002023154874599,meps
74.17171717171718,-1.631796120882482,-1.9182750799641608,-1.3490626403608854,-1.0353877636539977,-1.2721919991505934,-0.8016899510838874,meps
74.84848484848484,-1.6366450642210102,-1.926732327248447,-1.350350976457877,-1.0402367069925258,-1.280649246434879,-0.8029782871808789,meps
75.52525252525253,-1.641312445463567,-1.9350259943621773,-1.3514400130554332,-1.0449040882350826,-1.28894291354861,-0.8040673237784352,meps
76.20202020202021,-1.645798264610153,-1.943156081305353,-1.3523297501535527,-1.0493899073816686,-1.2970730004917856,-0.8049570608765547,meps
76.87878787878788,-1.650102521660767,-1.9511225880779732,-1.3530201877522363,-1.0536941644322826,-1.305039507264406,-0.8056474984752383,meps
77.55555555555556,-1.65422521661541,-1.9589255146800388,-1.353511325851484,-1.0578168593869255,-1.3128424338664717,-0.8061386365744861,meps
78.23232323232324,-1.6581663494740813,-1.9665648611115492,-1.353803164451297,-1.0617579922455969,-1.3204817802979818,-0.8064304751742987,meps
78.9090909090909,-1.661925920236781,-1.9740406273725049,-1.3538957035516728,-1.065517563008297,-1.3279575465589375,-0.8065230142746748,meps
79.58585858585859,-1.6655039289035105,-1.9813528134629048,-1.353788943152613,-1.069095571675026,-1.3352697326493377,-0.8064162538756149,meps
80.26262626262627,-1.6689003754742675,-1.9885014193827504,-1.353482883254117,-1.072492018245783,-1.342418338569183,-0.806110193977119,meps
80.93939393939394,-1.672115259949054,-1.9954864451320404,-1.3529775238561854,-1.0757069027205697,-1.349403364318473,-0.8056048345791874,meps
81.61616161616162,-1.675148582327869,-2.002307890710776,-1.352272864958818,-1.0787402250993845,-1.3562248098972085,-0.80490017568182,meps
82.2929292929293,-1.678000342610712,-2.0089657561189567,-1.3513689065620147,-1.0815919853822276,-1.362882675305389,-0.8039962172850167,meps
82.96969696969697,-1.6806705407975842,-2.0154600413565813,-1.3502656486657751,-1.0842621835690998,-1.369376960543014,-0.8028929593887771,meps
83.64646464646465,-1.6831591768884846,-2.0217907464236515,-1.3489630912700998,-1.0867508196600002,-1.3757076656100842,-0.8015904019931018,meps
