"component","variance","pct_of_total","sd"
"cohort_4yr",0.0214832780573159,1.67785203643862,0.146571750543261
"age_group",0.116200568108246,9.07530774938468,0.340882044273743
"period_4yr",0.00254822263671928,0.199017139233202,0.0504799231053226
"Residual",1.14017154193064,89.0478230749435,1.06778815405053
"Total",1.28040361073292,100,1.13154920826843
