survey,covariate,covariate_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted
NHIS,lawalkclimdif,Walking/Climbing Difficulty,18-29,2021,-0.8549523590592274,0.08719488127938109,-1.0262104184254826,-0.6836942996929722,3862
NHIS,lawalkclimdif,Walking/Climbing Difficulty,18-29,2022,-0.6178552120356339,0.09755674468547963,-0.8094900617192624,-0.42622036235200533,3553
NHIS,lawalkclimdif,Walking/Climbing Difficulty,18-29,2023,-0.7939762733825302,0.082024492442283,-0.9550763463329613,-0.632876200432099,3782
NHIS,lawalkclimdif,Walking/Climbing Difficulty,18-29,2024,-0.8189406411642641,0.06527898983457096,-0.9471463393586163,-0.690734942969912,4084
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2010,-0.8232021319086854,0.13629461946956206,-1.0921033123697144,-0.5543009514476567,1132
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2011,-0.9088916194474406,0.08471371247819974,-1.0756508273223022,-0.7421324115725789,2895
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2012,-0.699940351534108,0.1165263268253072,-0.9296515886704114,-0.47022911439780457,1463
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2013,-0.772850446996527,0.09302608524641895,-0.9559812583400141,-0.58971963565304,2916
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2014,-0.9119562992346187,0.0907630765894058,-1.0906617469392603,-0.7332508515299769,2941
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2015,-0.8491478031372374,0.09445358728931832,-1.0351260189108267,-0.6631695873636481,2641
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2016,-0.8274376333703756,0.10971818598268934,-1.0429389148671597,-0.6119363518735913,2488
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2017,-0.867677280409106,0.0928252572295412,-1.0500903484475195,-0.6852642123706926,2002
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2018,-0.8592339057848664,0.06453941864395847,-0.9860472727137686,-0.7324205388559643,3918
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2019,-0.8187625007947837,0.04858862729077705,-0.9142052560994256,-0.7233197454901418,5176
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2020,-0.8511038191858611,0.07107579868759777,-0.9907137321105374,-0.7114939062611848,4884
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2021,-0.8959105802564402,0.07049909475047852,-1.0343752092990355,-0.757445951213845,4732
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2022,-0.855391954084672,0.061803493097548415,-0.9767874140528281,-0.7339964941165158,4391
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2023,-0.8385280011821414,0.05875165941937849,-0.9539142462056388,-0.723141756158644,4667
NHIS,lawalkclimdif,Walking/Climbing Difficulty,30-39,2024,-0.7386859929319803,0.05320699835104265,-0.8431795295035194,-0.6341924563604413,5266
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2010,-0.8703095083907151,0.09041254856302679,-1.0486629698641103,-0.6919560469173198,1081
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2011,-0.8556191925159492,0.04823309715461495,-0.9505617949531137,-0.7606765900787846,2825
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2012,-0.8521449187744093,0.07847418873969997,-1.0067945828655043,-0.6974952546833144,1460
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2013,-0.8070588238459148,0.04701700672633803,-0.8996238526954627,-0.7144937949963668,2742
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2014,-0.7026436001686784,0.07047380960554579,-0.8413870697538186,-0.5639001305835383,2793
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2015,-0.7464388465626172,0.058764584583244545,-0.8621645641152376,-0.6307131290099967,2455
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2016,-0.9729763487106426,0.056225083654968276,-1.0834129006266875,-0.8625397967945977,2252
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2017,-0.9979007540139198,0.044823916478102646,-1.0859883304571267,-0.9098131775707128,1841
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2018,-0.7706881317585068,0.05688557092047634,-0.882464231720768,-0.6589120317962457,3679
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2019,-0.9077699331996932,0.04398482153814574,-0.9941680362378139,-0.8213718301615726,4650
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2020,-0.9353995509335858,0.04408623593253076,-1.0219982482631138,-0.8488008536040579,4572
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2021,-0.8852912157770118,0.04922296846982787,-0.9819664750193653,-0.7886159565346582,4360
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2022,-0.8378154167138493,0.04545882920436036,-0.92710641313321,-0.7485244202944886,3964
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2023,-0.9177454703491199,0.041460364459474965,-0.9991730487344359,-0.836317891963804,4147
NHIS,lawalkclimdif,Walking/Climbing Difficulty,40-49,2024,-0.8302277263404854,0.04676332298304722,-0.9220680353492247,-0.7383874173317461,4542
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2010,-0.8778586156853293,0.061568133287360965,-0.9993117752608655,-0.7564054561097932,1033
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2011,-0.8950603104753431,0.037803337889192,-0.9694728506550886,-0.8206477702955975,2713
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2012,-0.8917485739006377,0.04971869583685678,-0.9897131627341829,-0.7937839850670925,1507
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2013,-0.8713553193992878,0.036517308446789784,-0.9432431593124311,-0.7994674794861445,2916
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2014,-0.8181670380985879,0.04257514193221389,-0.9019816491116323,-0.7343524270855436,3123
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2015,-0.8779350013816143,0.04083653531352077,-0.9583389674009961,-0.7975310353622324,2692
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2016,-0.8676097163746993,0.04189751452790638,-0.9498984626493188,-0.7853209701000798,2731
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2017,-0.7683900375067803,0.040498249771628,-0.8479709552271822,-0.6888091197863783,2202
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2018,-0.8130128319712324,0.032844233175927356,-0.8775494135902946,-0.7484762503521702,4077
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2019,-0.8536452361859193,0.03217064319756203,-0.9168375979530816,-0.790452874418757,5272
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2020,-0.9052173154145035,0.028739752671203378,-0.9616690815851391,-0.8487655492438678,5234
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2021,-0.8446636389662786,0.03387317955355611,-0.9111919651968261,-0.7781353127357311,4778
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2022,-0.8606343562778345,0.030145023076315922,-0.9198461786107534,-0.8014225339449156,4245
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2023,-0.8542091978506999,0.02926648794395763,-0.9116873796541031,-0.7967310160472968,4481
NHIS,lawalkclimdif,Walking/Climbing Difficulty,50-59,2024,-0.8345946817219773,0.026589749821262394,-0.8868141003960197,-0.7823752630479348,4747
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2010,-0.6253938142972485,0.05350085604615947,-0.7310477377328515,-0.5197398908616455,859
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2011,-0.6845829459321151,0.03063355255501802,-0.7448929459396431,-0.6242729459245873,2356
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2012,-0.726348074043474,0.05023958675708048,-0.8254123252966191,-0.6272838227903289,1315
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2013,-0.7774355814621774,0.038446183584689826,-0.8531254999255518,-0.701745662998803,2522
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2014,-0.7647238398588714,0.03084534415702179,-0.8254601644416867,-0.7039875152760561,2854
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2015,-0.7634149878784294,0.03440085999910582,-0.8311523354728488,-0.69567764028401,2542
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2016,-0.7778613614164004,0.03019549617301338,-0.8371663540642296,-0.7185563687685712,2857
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2017,-0.6875260094547219,0.04046196940373569,-0.7670360760168001,-0.6080159428926436,2349
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2018,-0.7199727478877082,0.024282442666649782,-0.7676855177228405,-0.6722599780525758,4591
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2019,-0.7908056667452148,0.02015104793240969,-0.8303880991856318,-0.7512232343047978,5914
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2020,-0.8004191714458299,0.020366053546072814,-0.8404222067072693,-0.7604161361843904,6107
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2021,-0.7756513856508837,0.02204279534576336,-0.8189438867285794,-0.7323588845731879,5377
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2022,-0.7897496522234838,0.023099549804993496,-0.835122529715102,-0.7443767747318656,5327
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2023,-0.765980789706996,0.019482502357958547,-0.8042431043779432,-0.7277184750360488,5572
NHIS,lawalkclimdif,Walking/Climbing Difficulty,60-69,2024,-0.7052149652994522,0.02277369573915914,-0.7499403601222987,-0.6604895704766056,6213
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2010,-0.5936686708736815,0.058102393836706366,-0.7092742092506827,-0.47806313249668025,527
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2011,-0.6102655210899717,0.03598890819261198,-0.6811908875786317,-0.5393401546013117,1386
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2012,-0.5672798003851294,0.06059697561321806,-0.6873449399319065,-0.4472146608383523,725
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2013,-0.6925871298612074,0.038040814357077804,-0.7675619839471969,-0.6176122757752179,1570
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2014,-0.5529217755964659,0.041175060110182016,-0.6340698143283972,-0.4717737368645348,1783
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2015,-0.6543306647378592,0.038508613391932,-0.7302633544495424,-0.578397975026176,1633
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2016,-0.5809508357178278,0.03317313320933123,-0.6461169588663586,-0.515784712569297,1782
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2017,-0.617269204796827,0.03933482232754324,-0.694575245304399,-0.5399631642892551,1521
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2018,-0.6214784502089706,0.022382486304076337,-0.665459381630946,-0.5774975187869953,3122
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2019,-0.7029217924796232,0.022162199327023527,-0.746454354714688,-0.6593892302445584,4066
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2020,-0.695403527672805,0.023518173429515326,-0.7415992238652701,-0.6492078314803399,4585
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2021,-0.6782451212183487,0.020270769123276324,-0.7180580356293788,-0.6384322068073186,4093
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2022,-0.72590008922184035,0.02422310908308192,-0.773480458989615,-0.6783197194540657,3996
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2023,-0.7177388217016761,0.021528938437447145,-0.7600207736704755,-0.6754568697328769,4472
NHIS,lawalkclimdif,Walking/Climbing Difficulty,70-79,2024,-0.6885735608786502,0.020768911474296155,-0.7293617481086839,-0.6477853736486164,5091
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2010,-0.41649449042025677,0.06761072368860398,-0.5522286819968065,-0.280760298843707,338
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2011,-0.46626648400060544,0.03727682169407489,-0.539902637861717,-0.39263033013949394,954
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2012,-0.5043399927728867,0.05590783053751247,-0.6154810814950221,-0.3931989040507512,498
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2013,-0.4310081480954549,0.0529686359556058,-0.5357046331963549,-0.32631166299455494,976
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2014,-0.4960571063839578,0.04381098055973171,-0.5826329705353178,-0.40948124223259774,1091
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2015,-0.4443787491074737,0.058113228814394034,-0.5593011910100134,-0.3294563072049341,1002
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2016,-0.4324141627837517,0.03480295899717672,-0.500807841212149,-0.3640204843553544,1075
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2017,-0.5271470621109481,0.044481502628681634,-0.6146168796859242,-0.439677244535972,901
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2018,-0.5022933643724407,0.03125825908155556,-0.5637285759997926,-0.4408581527450887,1677
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2019,-0.5406616128357494,0.02988310885559693,-0.5993672853700596,-0.48195594030143923,2332
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2020,-0.5638164220443272,0.028141000864955572,-0.6190994609328097,-0.5085333831558448,2435
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2021,-0.5280747919186629,0.02936907286670049,-0.5857647645306348,-0.4703848193066911,2170
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2022,-0.5792899708061322,0.031086094083751535,-0.6403573135733821,-0.5182226280388823,2100
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2023,-0.5431978870185261,0.026357590892025714,-0.5949685208397028,-0.4914272531973495,2308
NHIS,lawalkclimdif,Walking/Climbing Difficulty,80-89,2024,-0.5131547626168037,0.026122545164419902,-0.564461819297117,-0.4618477059364903,2605
NHIS,lamtwrk,Work Limitation,18-29,2010,-0.82452589023782,0.06084558573528332,-0.9442739998684249,-0.7047777806072151,5270
NHIS,lamtwrk,Work Limitation,18-29,2011,-0.8122348687989136,0.049784344974094646,-0.910209639529578,-0.7142600980682491,6321
NHIS,lamtwrk,Work Limitation,18-29,2012,-0.7734725658027741,0.05698291695418247,-0.8856124679819254,-0.6613326636236229,6416
NHIS,lamtwrk,Work Limitation,18-29,2013,-0.7031106378929294,0.04762256208144225,-0.7968416710568383,-0.6093796047290205,6405
NHIS,lamtwrk,Work Limitation,18-29,2014,-0.6923560605279546,0.05475112223862882,-0.8001129162636003,-0.584599204792309,6556
NHIS,lamtwrk,Work Limitation,18-29,2015,-0.6816361178782363,0.06550064427224615,-0.8105511817056015,-0.5527210540508711,5688
NHIS,lamtwrk,Work Limitation,18-29,2016,-0.7398151200268643,0.06810400468253236,-0.8735663197866076,-0.6060639202671212,5521
NHIS,lamtwrk,Work Limitation,18-29,2017,-0.788119967490481,0.04421373059460258,-0.874997725399502,-0.7012422095814599,4367
NHIS,lamtwrk,Work Limitation,18-29,2018,-0.7078226913821691,0.05771138516907578,-0.8212251013755731,-0.5944202813887651,3720
NHIS,lamtwrk,Work Limitation,18-29,2019,-0.3334966529021868,0.05804090751785669,-0.44750471597469227,-0.21948858982968134,4469
NHIS,lamtwrk,Work Limitation,18-29,2020,-0.5534174269240807,0.07467600835729672,-0.7001066761672847,-0.40672817768087666,3654
NHIS,lamtwrk,Work Limitation,18-29,2021,-0.7188564053431109,0.07479671408651076,-0.8657634245795433,-0.5719493861066786,3859
NHIS,lamtwrk,Work Limitation,18-29,2022,-0.5358169680745223,0.06366855472054729,-0.6608838094577811,-0.4107501266912635,3550
NHIS,lamtwrk,Work Limitation,18-29,2023,-0.6377967101540496,0.06610919731413399,-0.7676383732096974,-0.5079550470984018,3781
NHIS,lamtwrk,Work Limitation,18-29,2024,-0.7275852508963777,0.06312611050080695,-0.8515627678824594,-0.603607733910296,4084
NHIS,lamtwrk,Work Limitation,30-39,2010,-0.8271964643622942,0.050080964685066814,-0.9257536246659088,-0.7286393040586796,4925
NHIS,lamtwrk,Work Limitation,30-39,2011,-0.8035820420045303,0.039123558059859995,-0.8805755026457378,-0.7265885813633228,5864
NHIS,lamtwrk,Work Limitation,30-39,2012,-0.798688395571685,0.044878195150412546,-0.8870116316446505,-0.7103651594987197,6011
NHIS,lamtwrk,Work Limitation,30-39,2013,-0.815373488254837,0.04567568278327614,-0.905263721960507,-0.7254832545491671,5982
NHIS,lamtwrk,Work Limitation,30-39,2014,-0.8722444645244403,0.047613460808066665,-0.965949570176559,-0.7785393588723215,6163
NHIS,lamtwrk,Work Limitation,30-39,2015,-0.8018910336352559,0.04273487335567014,-0.8859960716228729,-0.7177859956476391,5651
NHIS,lamtwrk,Work Limitation,30-39,2016,-0.8188649567346424,0.04323556003710166,-0.9037778231142094,-0.7339520903550756,5131
NHIS,lamtwrk,Work Limitation,30-39,2017,-0.8496973744804437,0.04714234794811013,-0.9423307103846469,-0.7570640385762405,4196
NHIS,lamtwrk,Work Limitation,30-39,2018,-0.8016551490755104,0.052690495816586684,-0.9051865926498023,-0.6981237055012185,4031
NHIS,lamtwrk,Work Limitation,30-39,2019,-0.6638632184582178,0.05660803814138483,-0.7750585214304748,-0.5526679154859608,5173
NHIS,lamtwrk,Work Limitation,30-39,2020,-0.7352902097614559,0.07202938377349175,-0.8767731924689014,-0.5938072270540103,4881
NHIS,lamtwrk,Work Limitation,30-39,2021,-0.7546519883295799,0.07060911398977943,-0.8933327020355495,-0.6159712746236103,4727
NHIS,lamtwrk,Work Limitation,30-39,2022,-0.7188097267464578,0.06829240581068298,-0.8529508181348456,-0.58466863535807,4387
NHIS,lamtwrk,Work Limitation,30-39,2023,-0.7529146767518775,0.06040782672705376,-0.8715535775922809,-0.634275775911474,4665
NHIS,lamtwrk,Work Limitation,30-39,2024,-0.8260226168381419,0.053329376539297535,-0.9307564926523799,-0.7212887410239041,5266
NHIS,lamtwrk,Work Limitation,40-49,2010,-0.8722563403099817,0.03596305138424047,-0.943032011229608,-0.8014806693903553,4816
NHIS,lamtwrk,Work Limitation,40-49,2011,-0.8388183447733939,0.02774076777057273,-0.8934109692027098,-0.784225720344078,5749
NHIS,lamtwrk,Work Limitation,40-49,2012,-0.8446378189918117,0.03051343215925599,-0.904686107443034,-0.7845895305405892,5722
NHIS,lamtwrk,Work Limitation,40-49,2013,-0.884927970381012,0.027416316342950612,-0.9388828292704415,-0.8309731114915825,5655
NHIS,lamtwrk,Work Limitation,40-49,2014,-0.9030915910635268,0.029291577250348155,-0.9607369325244967,-0.8454462496025568,5855
NHIS,lamtwrk,Work Limitation,40-49,2015,-0.8641999527758033,0.03405393248245993,-0.9312203288800657,-0.7971795766715409,5272
NHIS,lamtwrk,Work Limitation,40-49,2016,-0.8927784221566074,0.036523898996787936,-0.9645093717716748,-0.82104747254154,4743
NHIS,lamtwrk,Work Limitation,40-49,2017,-0.8494373493664241,0.03451407224082039,-0.9172557662307659,-0.7816189325020824,3861
NHIS,lamtwrk,Work Limitation,40-49,2018,-0.8397757718881568,0.033887533516281654,-0.906362013069319,-0.7731895307069946,3770
NHIS,lamtwrk,Work Limitation,40-49,2019,-0.8223881715651347,0.053831666158684205,-0.9281281445114427,-0.7166481986188268,4649
NHIS,lamtwrk,Work Limitation,40-49,2020,-0.8895831946270705,0.06436816636541917,-1.0160217357914,-0.7631446534627409,4564
NHIS,lamtwrk,Work Limitation,40-49,2021,-0.9250813345067964,0.06329158176735651,-1.049387735876482,-0.8007749331371107,4357
NHIS,lamtwrk,Work Limitation,40-49,2022,-0.8274848650145058,0.05696276835583909,-0.9393720920795229,-0.7155976379494887,3959
NHIS,lamtwrk,Work Limitation,40-49,2023,-0.9753473197000276,0.053845090277969215,-1.0810983271124037,-0.8695963122876516,4143
NHIS,lamtwrk,Work Limitation,40-49,2024,-0.8372836600630249,0.05984124246921251,-0.9548082038562823,-0.7197591162697675,4538
NHIS,lamtwrk,Work Limitation,50-59,2010,-0.8940032677716377,0.022729244697279095,-0.9387334327614064,-0.8492731027818691,4602
NHIS,lamtwrk,Work Limitation,50-59,2011,-0.8990830500712156,0.01831619639292343,-0.9351280363772831,-0.863038063765148,5537
NHIS,lamtwrk,Work Limitation,50-59,2012,-0.8724529983784711,0.02468415643664864,-0.9210303446453592,-0.8238756521115831,6088
NHIS,lamtwrk,Work Limitation,50-59,2013,-0.887149074260985,0.02235470161902921,-0.9311433668584195,-0.8431547816635504,6036
NHIS,lamtwrk,Work Limitation,50-59,2014,-0.8661881330900476,0.021130798027757264,-0.9077726245562426,-0.8246036416238526,6475
NHIS,lamtwrk,Work Limitation,50-59,2015,-0.8735644118290319,0.02206449602317491,-0.9169869764983691,-0.8301418471596946,5869
NHIS,lamtwrk,Work Limitation,50-59,2016,-0.8363978331682925,0.02307847880151165,-0.8817225553945306,-0.7910731109420545,5733
NHIS,lamtwrk,Work Limitation,50-59,2017,-0.8580897205147107,0.025623859403472365,-0.9084385156376145,-0.8077409253918069,4526
NHIS,lamtwrk,Work Limitation,50-59,2018,-0.8791926563176798,0.023624971526699068,-0.9256137996923979,-0.8327715129429618,4209
NHIS,lamtwrk,Work Limitation,50-59,2019,-1.0673786867421222,0.04348531257199135,-1.1527963013894929,-0.9819610720947516,5271
NHIS,lamtwrk,Work Limitation,50-59,2020,-1.2371846772637045,0.04396106765744771,-1.3235347562084103,-1.1508345983189987,5231
NHIS,lamtwrk,Work Limitation,50-59,2021,-1.1580256099353217,0.04800603495994798,-1.2523114489661957,-1.0637397709044476,4777
NHIS,lamtwrk,Work Limitation,50-59,2022,-1.0934782644086043,0.04270917386566512,-1.177369323736381,-1.0095872050808277,4239
NHIS,lamtwrk,Work Limitation,50-59,2023,-1.1463025473674644,0.04554926089649202,-1.235759427326296,-1.0568456674086328,4473
NHIS,lamtwrk,Work Limitation,50-59,2024,-1.0895523091548378,0.04770887479695699,-1.1832474256653958,-0.9958571926442797,4743
NHIS,lamtwrk,Work Limitation,60-69,2010,-0.7507877232717862,0.025112341461169717,-0.8002111580830749,-0.7013642884604976,3693
NHIS,lamtwrk,Work Limitation,60-69,2011,-0.8062397171785542,0.01772644471177305,-0.8411255505326501,-0.7713538838244584,4730
NHIS,lamtwrk,Work Limitation,60-69,2012,-0.7742320031267569,0.02606466212044368,-0.8255268287742875,-0.7229371774792261,5187
NHIS,lamtwrk,Work Limitation,60-69,2013,-0.7837285331645782,0.023213691910800364,-0.8294120692002503,-0.7380449971289061,5213
NHIS,lamtwrk,Work Limitation,60-69,2014,-0.8333176386229658,0.022376243092446787,-0.8773537163887144,-0.7892815608572171,5778
NHIS,lamtwrk,Work Limitation,60-69,2015,-0.7392990560827273,0.024251910468440895,-0.7870257610840738,-0.6915723510813807,5478
NHIS,lamtwrk,Work Limitation,60-69,2016,-0.7587118137012872,0.021646826006038504,-0.8012251466301253,-0.7161984807724491,5991
NHIS,lamtwrk,Work Limitation,60-69,2017,-0.7570574402539426,0.02249153709795154,-0.8012519447775395,-0.7128629357303458,4779
NHIS,lamtwrk,Work Limitation,60-69,2018,-0.7687167811641515,0.024450610567193415,-0.8167599854799681,-0.720673576848335,4727
NHIS,lamtwrk,Work Limitation,60-69,2019,-0.9863196512519752,0.03795433724194159,-1.0608728454451026,-0.9117664570588478,5906
NHIS,lamtwrk,Work Limitation,60-69,2020,-1.1440961671385261,0.035303009374160366,-1.2134383951570606,-1.0747539391199916,6101
NHIS,lamtwrk,Work Limitation,60-69,2021,-1.1518717806380223,0.036101846228604295,-1.2227765453124835,-1.0809670159635612,5374
NHIS,lamtwrk,Work Limitation,60-69,2022,-1.0566224666604966,0.03678462450484369,-1.1288760073278845,-0.9843689259931088,5323
NHIS,lamtwrk,Work Limitation,60-69,2023,-1.0698041457934184,0.03467015224748594,-1.1378939758680986,-1.0017143157187383,5565
NHIS,lamtwrk,Work Limitation,60-69,2024,-1.0486851169065785,0.03646288753761329,-1.1202947959055225,-0.9770754379076345,6205
NHIS,lamtwrk,Work Limitation,70-79,2010,-0.6514235746407138,0.03462745737132395,-0.7196132620955582,-0.5832338871858693,2279
NHIS,lamtwrk,Work Limitation,70-79,2011,-0.7082977190859058,0.030013110162997104,-0.7673795461264019,-0.6492158920454096,2863
NHIS,lamtwrk,Work Limitation,70-79,2012,-0.6691680790609521,0.03410395318421105,-0.736309344984148,-0.6020268131377562,3005
NHIS,lamtwrk,Work Limitation,70-79,2013,-0.7343364751272916,0.031359122593509876,-0.7960660455684976,-0.6726069046860856,3217
NHIS,lamtwrk,Work Limitation,70-79,2014,-0.6345252215537495,0.03202371508615463,-0.69756012345048235,-0.5714903196570166,3633
NHIS,lamtwrk,Work Limitation,70-79,2015,-0.6766957608648199,0.03532120468463847,-0.7462278498044763,-0.6071636719251634,3481
NHIS,lamtwrk,Work Limitation,70-79,2016,-0.6641329664665382,0.031929288376883,-0.726841644163698,-0.6014242887693784,3642
NHIS,lamtwrk,Work Limitation,70-79,2017,-0.7062281102902308,0.0331100731932656,-0.771287739607863,-0.6411684809725986,3172
NHIS,lamtwrk,Work Limitation,70-79,2018,-0.6557048356615811,0.029158025481523936,-0.7129991960755522,-0.59841047524761,3203
NHIS,lamtwrk,Work Limitation,70-79,2019,-0.9238595764830821,0.0425440823541787,-1.0074276775315507,-0.8402914754346135,4062
NHIS,lamtwrk,Work Limitation,70-79,2020,-1.0044285991524173,0.04113563689067258,-1.0852294908619837,-0.9236277074428509,4580
NHIS,lamtwrk,Work Limitation,70-79,2021,-0.9884183266556835,0.03994739022456937,-1.0668772158217865,-0.9099594374895805,4088
NHIS,lamtwrk,Work Limitation,70-79,2022,-1.0016518269627892,0.03746848739771154,-1.0752495009404643,-0.9280541529851142,3991
NHIS,lamtwrk,Work Limitation,70-79,2023,-0.9780626311586491,0.03871900285255227,-1.054105164498047,-0.9020200978192513,4473
NHIS,lamtwrk,Work Limitation,70-79,2024,-1.0516034970755626,0.035792227631273224,-1.1218960631453418,-0.9813109310057834,5088
NHIS,lamtwrk,Work Limitation,80-89,2010,-0.501911205743118,0.03174031523282876,-0.564466776375072,-0.43935563511116393,1547
NHIS,lamtwrk,Work Limitation,80-89,2011,-0.490210617273182,0.033888372277853115,-0.5569759173589816,-0.42344531718738243,1919
NHIS,lamtwrk,Work Limitation,80-89,2012,-0.5822859303984614,0.035614972608233965,-0.6524708953087998,-0.5121009654881231,2063
NHIS,lamtwrk,Work Limitation,80-89,2013,-0.5385906688462488,0.04483485665369464,-0.6269384821207252,-0.45024285557177246,2026
NHIS,lamtwrk,Work Limitation,80-89,2014,-0.563936043027741,0.03784949932667273,-0.6385208807417904,-0.48935120531369164,2198
NHIS,lamtwrk,Work Limitation,80-89,2015,-0.5318175128343318,0.03755049866899577,-0.6058167395202416,-0.4578182861484219,2209
NHIS,lamtwrk,Work Limitation,80-89,2016,-0.5438560683936395,0.03173774866155481,-0.6061942149638936,-0.4815179218233855,2238
NHIS,lamtwrk,Work Limitation,80-89,2017,-0.5257734856190458,0.036694901337785926,-0.597890313303487,-0.4536566579346047,1821
NHIS,lamtwrk,Work Limitation,80-89,2018,-0.5639811775372274,0.036276890666178646,-0.6352773627843803,-0.4926849922900746,1732
