survey,covariate,covariate_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
MEPS,lmtsoc,Social Limitation,80-89,2019,-0.6880429886100218,0.1427423077399578,-0.9681474416751032,-0.40793853554494025,1015,Social Limitation
MEPS,lmtsoc,Social Limitation,80-89,2020,-0.5993259086144093,0.15023205390644798,-0.894159858674418,-0.30449195855440064,930,Social Limitation
MEPS,lmtsoc,Social Limitation,80-89,2021,-0.8636696336392835,0.1349643181793072,-1.128496654710279,-0.5988426125682879,1064,Social Limitation
MEPS,lmtsoc,Social Limitation,80-89,2022,-0.844224367399725,0.1637188338972183,-1.1655709573535749,-0.5228777774458753,841,Social Limitation
MEPS,lmtsoc,Social Limitation,80-89,2023,-0.8636493820830857,0.14422708558884975,-1.146799378134465,-0.5804993860317065,731,Social Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2000,-0.8453744932149333,0.20127538779936174,-1.2400148395248216,-0.45073414690504504,3233,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2001,-0.6364553073349382,0.14002705383329497,-0.9109810329577075,-0.36192958171216877,4276,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2002,-0.6908034670968566,0.1342815336690916,-0.9540535438881279,-0.42755339030558537,5051,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2003,-1.0162195569045378,0.1351034793907288,-1.2810883428588544,-0.751350770950221,4528,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2004,-0.9622791687125046,0.12122083811480043,-1.1999314107382442,-0.7246269266867651,4513,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2005,-0.7747450410549357,0.13470428130854528,-1.03883382622404,-0.5106562558858312,4366,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2006,-0.7791991285981883,0.12072780057846166,-1.0158898385169857,-0.5425084186793909,4180,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2007,-0.7798926931276923,0.11889696533593992,-1.0129992740181322,-0.5467861122372523,3877,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2008,-0.813597441074249,0.16028800082729644,-1.1278393218513776,-0.4993555602971208,4575,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2009,-0.9258549522968846,0.14114369473951954,-1.2025579478794466,-0.6491519567143226,5043,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2010,-0.8658739592437114,0.14388957207870806,-1.1479702565236132,-0.5837776619638095,4384,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2011,-0.7386540609788617,0.11886018503010808,-0.971672604980287,-0.5056355169774363,4962,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2012,-0.9513010088115531,0.13140448627901402,-1.208904597935601,-0.6936974196875053,5617,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2013,-1.0166215567086352,0.1720581416972362,-1.3539283464474479,-0.6793147669698225,5168,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2014,-0.9391522011431631,0.12681412461122696,-1.1877691352168904,-0.6905352670694357,4574,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2015,-0.8744737361995579,0.13964661628737646,-1.148250106796315,-0.600697365602801,4478,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2016,-1.0985594685235152,0.11490318801913195,-1.323828869563417,-0.8732900674836132,4310,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2017,-0.886958685162015,0.13389101210330243,-1.1494686280851731,-0.6244487422388569,3597,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2018,-0.813542967261346,0.1053990359063361,-1.0202018910532122,-0.60688404346948,3105,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2019,-0.7244515265203525,0.13621002535744403,-0.9915386243534557,-0.4573644286872491,2688,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2020,-1.1070773895283978,0.2175681081385226,-1.5337953367067643,-0.6803594423500314,1769,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2021,-0.9884981490197924,0.16482166718952176,-1.3117514586316723,-0.6652448394079123,1876,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2022,-0.465481354967454,0.25133148964794466,-0.9585684165282541,0.027605706593346047,1229,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,18-29,2023,-0.8093492236211994,0.21186489304979012,-1.2250769096209972,-0.39362153762140156,1050,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2000,-1.188758483024438,0.17789522876741912,-1.5375587359325578,-0.8399582301163184,3200,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2001,-1.203260576855493,0.12618739868279427,-1.4506557838378793,-0.9558653698731066,4135,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2002,-1.1284400656587106,0.1134410073087931,-1.3508362819200572,-0.9060438493973639,4815,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2003,-0.9108479386400705,0.11641970763748964,-1.1390941665107035,-0.6826017107694377,4077,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2004,-1.2209495609290593,0.10718590846871641,-1.4310916217688385,-1.01080750008928,4135,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2005,-1.2925765904245117,0.09842106874596973,-1.4855372883917242,-1.0996158924572992,3964,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2006,-1.1563973627929096,0.09952514724721184,-1.3515240148640058,-0.9612707107218134,3877,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2007,-1.1714616533262718,0.14485726348809447,-1.4554739714092593,-0.8874493352432844,3535,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2008,-0.9503826057855725,0.16349174729701635,-1.270920869675928,-0.6298443418952171,3869,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2009,-1.2269800003074662,0.14322812858225514,-1.5077795339754285,-0.9461804666395041,4384,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2010,-1.126553615185418,0.11249507032332921,-1.3471090776994346,-0.9059981526714016,3861,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2011,-1.0497302612221517,0.1288978619875322,-1.3024390961120829,-0.7970214263322206,4154,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2012,-1.3211588420113636,0.1069829140691657,-1.530895340748223,-1.111422343274504,4717,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2013,-1.1583757130713483,0.11885051341595683,-1.3913832568303213,-0.9253681693123753,4353,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2014,-1.1961443090995356,0.12946166618821126,-1.4499607237811034,-0.9423278944179677,4033,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2015,-1.0770523991722027,0.1176034935254398,-1.3076202246603978,-0.8464845736840078,4034,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2016,-1.271398080838767,0.11432543730501725,-1.4955409397541846,-1.0472552219233493,3927,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2017,-1.2792575170904361,0.1288558488576838,-1.5318960896390617,-1.0266189445418106,3568,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2018,-1.2320003791836203,0.14103625649907137,-1.5085276935914314,-0.9554730647758091,3305,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2019,-1.394119620977451,0.16884941023381272,-1.7251999828055256,-1.063039259149376,2832,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2020,-0.8102818437116038,0.15561757751245767,-1.115466789169456,-0.5050968982537516,2053,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2021,-0.9206305929629492,0.1502489653246112,-1.2152814555136544,-0.6259797304122442,2121,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2022,-1.1011475072494465,0.226904263987215,-1.5462256344520946,-0.6560693800467987,1524,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,30-39,2023,-0.7272386047872388,0.15197889398725442,-1.0253743890033071,-0.4291028205711705,1376,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2000,-1.1856488054990637,0.11646071468365884,-1.4139933638073376,-0.9573042471907898,3225,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2001,-1.344253823067356,0.0970109617833906,-1.5344440964656108,-1.1540635496691012,4405,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2002,-1.3203063436783784,0.0770153766942708,-1.4712902134074175,-1.1693224739493393,5008,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2003,-1.3263778205048105,0.07706526714197766,-1.4774659363334726,-1.1752897046761484,4258,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2004,-1.4440275603832526,0.09805992487045717,-1.6362768576150286,-1.2517782631514767,4204,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2005,-1.3485642405005727,0.09293894468461782,-1.5307746243385782,-1.166353856662567,4132,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2006,-1.5111910758008518,0.08519447517628327,-1.6782179043937253,-1.3441642472079782,4151,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2007,-1.5051763223736665,0.1313626236099535,-1.7627264933633577,-1.247626151383975,3706,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2008,-1.2368662111528235,0.09864657803302258,-1.4302691538430679,-1.043463268462579,3956,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2009,-1.409818407793758,0.08825286663461102,-1.5828379924200715,-1.236798823167445,4444,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2010,-1.335804816572303,0.10220729282088753,-1.5361893960252593,-1.135420237119347,3916,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2011,-0.8973053542346389,0.12877645188275771,-1.149777939966266,-0.6448327685030117,4056,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2012,-1.3222819050191266,0.13192466099125072,-1.5809191629425121,-1.0636446470957408,4495,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2013,-1.391996206693959,0.10632537808653561,-1.6004516113898344,-1.1835408019980838,4105,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2014,-1.4250847997636265,0.13401246521491908,-1.68783203751719,-1.1623375620100629,3631,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2015,-1.2174726682583752,0.09273830146680483,-1.3992955897671593,-1.035649746749591,3720,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2016,-1.1178990279907304,0.10194911202138177,-1.3177800439297487,-0.9180180120517121,3757,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2017,-1.3592314055002552,0.11088892858317559,-1.5766460755521936,-1.1418167354483169,3448,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2018,-1.5361838204755907,0.16495285567423387,-1.8596145883915132,-1.2127530525596681,3034,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2019,-1.496632640540215,0.12261209890909706,-1.7370545694748452,-1.256210711605585,2731,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2020,-1.2069010950081107,0.13893753933091504,-1.4793750133377748,-0.9344271766784469,2046,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2021,-1.441161305569161,0.23084439691923425,-1.8938679406560115,-0.9884546704823105,2110,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2022,-1.098461579510258,0.26722573841939073,-1.6226474722418391,-0.5742756867786768,1467,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,40-49,2023,-1.351743591688175,0.13998880346502152,-1.6263740777484719,-1.0771131056278782,1293,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2000,-1.5452534869183554,0.12635408316646807,-1.7930261490568813,-1.2974808247798295,2436,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2001,-1.4246266380460633,0.09936280866285377,-1.6194440099927916,-1.229809266099335,3378,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2002,-1.4185554064276575,0.09103921590301015,-1.5970440315922962,-1.2400667812630186,3927,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2003,-1.3158856811427089,0.08060312583324768,-1.4739236344291813,-1.1578477278562365,3259,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2004,-1.2847778685650473,0.08636431603239211,-1.4541089381325774,-1.1154467989975174,3411,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2005,-1.1882592533818617,0.08363727871299328,-1.3522412952714795,-1.0242772114922438,3547,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2006,-1.349585079536109,0.07366663551049434,-1.4940159995209903,-1.2051541595512276,3724,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2007,-1.3760089545790672,0.08737489232997474,-1.547321960992357,-1.2046959481657775,3381,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2008,-1.1947518844056542,0.08113303720554348,-1.3538240727774318,-1.0356796960338766,3544,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2009,-1.243650979472008,0.08870401064559925,-1.4175590727302516,-1.0697428862137646,4095,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2010,-1.2697282653394184,0.08229728221977385,-1.4310808425102295,-1.1083756881686073,3696,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2011,-1.321778831338334,0.08780614518755875,-1.493928013279559,-1.1496296493971092,3986,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2012,-1.201990027870517,0.08039011640124344,-1.3595948602410763,-1.0443851954999577,4428,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2013,-1.3594637561374048,0.06935282916885624,-1.4954337521379713,-1.2234937601368383,4021,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2014,-1.228296062096395,0.07429225755111218,-1.3739527766741995,-1.0826393475185907,3788,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2015,-1.254020863326524,0.08125580252408224,-1.4133284858625472,-1.0947132407905005,3923,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2016,-1.409928809488986,0.10675792966285151,-1.6192369298145881,-1.2006206891633837,3816,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2017,-1.3908334868231231,0.08983972674720958,-1.5669755676444008,-1.2146914060018454,3588,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2018,-1.398783714118928,0.1232756104363801,-1.6404884996875035,-1.1570789285503524,3288,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2019,-1.3725458234290682,0.09482219310944172,-1.5584683962922947,-1.1866232505658416,3023,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2020,-1.18600285697411,0.09658982796449751,-1.3754088593153972,-0.9965968546328227,2456,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2021,-1.1724448221553663,0.10284494327415514,-1.3741152755736885,-0.970774368737044,2491,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2022,-1.3190856567817744,0.17988678317220702,-1.6718898531149646,-0.9662814604485843,1838,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,50-59,2023,-1.0498134340458996,0.1304308312255352,-1.3056516615120939,-0.7939752065797054,1562,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2000,-1.3442632871815192,0.1446499346887073,-1.6279906814329088,-1.0605358929301296,1572,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2001,-1.0122175646765,0.1247631473639529,-1.2568839988545886,-0.7675511304984114,2193,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2002,-1.0662885802114375,0.09917045673445364,-1.2607523935566347,-0.8718247668662402,2525,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2003,-1.113821860627876,0.08992547404644341,-1.290173233782699,-0.9374704874730531,2122,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2004,-1.2617072918500782,0.10632590762502134,-1.470220505046361,-1.0531940786537954,2136,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2005,-1.058593587988633,0.08550703092971232,-1.2262778608133216,-0.8909093151639442,2171,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2006,-1.1020079078135923,0.08417342381870088,-1.2670700188594886,-0.936945796767696,2346,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2007,-1.2353061484243824,0.12062619205275935,-1.4718559942082958,-0.9987563026404688,2259,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2008,-1.1539922796316837,0.11448809644674851,-1.3785020035136377,-0.9294825557497296,2321,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2009,-0.9586214749962884,0.10480715383458561,-1.1641320532517982,-0.7531108967407784,2696,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2010,-1.1537623847832317,0.09507485820015804,-1.3401946259949338,-0.9673301435715295,2539,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2011,-1.1650840391483834,0.07803361454608218,-1.3180936109114136,-1.0120744673853532,2787,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2012,-1.1754657165912985,0.07826880322825955,-1.328928291102947,-1.02200314207965,3175,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2013,-1.1213584378878312,0.09167570526725854,-1.3011116794926183,-0.9416051962830441,3017,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2014,-1.1873291322435129,0.08032136420611614,-1.3448251057266398,-1.029833158760386,2765,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2015,-0.9775762951876182,0.07673650346196127,-1.1280412714936434,-0.8271113188815931,2839,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2016,-1.2436792813914426,0.08396556363093495,-1.408314832239672,-1.0790437305432132,3018,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2017,-1.1138786935996108,0.09994459439864266,-1.3098418917528931,-0.9179154954463284,3148,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2018,-1.3449409992728476,0.09179870534182831,-1.5249296748265926,-1.1649523237191026,3277,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2019,-1.2147004344209216,0.11559339231914816,-1.4413460212367075,-0.9880548476051356,3166,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2020,-1.2991480164146847,0.12171751496039156,-1.537808651593326,-1.0604873812360434,2929,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2021,-1.1392631288809034,0.10999158511863731,-1.3549267961176599,-0.923599461644147,3105,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2022,-1.1226606825184424,0.19904896793318913,-1.5129895908645896,-0.7323317741722954,2363,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,60-69,2023,-1.1416814731883242,0.10767132699890862,-1.3528384326424008,-0.9305245137342479,2046,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2000,-0.9090173009078065,0.12019104298064738,-1.14482212442466,-0.673212477390953,1218,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2001,-0.8422371178813223,0.09462179734900923,-1.0278308390070732,-0.6566433967555713,1625,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2002,-0.9526592841882466,0.08700282293343445,-1.1232947262578683,-0.782023842118625,1829,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2003,-0.8655201363877825,0.0822015365235767,-1.0267520565719577,-0.704288216203607,1630,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2004,-0.8088891697713707,0.08320652809074099,-0.9720917828917452,-0.6456865566509963,1637,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2005,-0.9103086707471671,0.08194389691766775,-1.0710424961644216,-0.7495748453299127,1537,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2006,-0.9285557927245478,0.10708797721977543,-1.1386088197326456,-0.71850276571645,1548,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2007,-0.8822334958439209,0.10758724932345057,-1.093286139377965,-0.6711808523098768,1379,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2008,-0.9645982352133267,0.09610223425599287,-1.1531248055108536,-0.7760716649157996,1347,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2009,-1.0457905918943864,0.11724955304344276,-1.2757882749644567,-0.8157929088243162,1446,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2010,-1.0065275992799327,0.10512792798947058,-1.2127538660330295,-0.800301332526836,1394,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2011,-1.065915588855661,0.1252263219849897,-1.3115472215817967,-0.8202839561295254,1546,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2012,-0.9701890687958118,0.09571153927995589,-1.1579213701290452,-0.7824567674625782,1612,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2013,-0.8287831835617706,0.13173941136748907,-1.0872025046612017,-0.5703638624623395,1458,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2014,-0.8949939671029086,0.09859730704104752,-1.0884012541702435,-0.7015866800355737,1464,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2015,-0.9777434485897829,0.11674202633953014,-1.2067266179133342,-0.7487602792662316,1604,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2016,-0.9591122119038807,0.09538124988469032,-1.1461855598233075,-0.7720388639844539,1750,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2017,-1.1395945905971026,0.13474844713380413,-1.4038604700374797,-0.8753287111567254,1955,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2018,-1.0646340035234059,0.10065908813393291,-1.26203118748105,-0.8672368195657616,2194,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2019,-0.720547688237854,0.16100970154295907,-1.036297834592281,-0.4047975418834268,2162,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2020,-0.8876366104510778,0.10845141996490604,-1.1003166626349394,-0.6749565582672161,2162,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2021,-0.720358831973219,0.10201156318015141,-0.9203944355532778,-0.5203232283931603,2508,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2022,-0.7126017390913937,0.141786315419383,-0.9906721958126936,-0.43453128237009386,1932,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,70-79,2023,-1.0869392903554103,0.13931802096534138,-1.3602011275386983,-0.8136774531721223,1627,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2000,-0.8303786426738793,0.1267153240235027,-1.0793078084423013,-0.5814494769054572,529,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2001,-0.6577392353803284,0.10373710459850619,-0.8613671452877236,-0.4541113254729332,805,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2002,-0.74949671247051175,0.09191297158180094,-0.9298809133783279,-0.5691125115626955,919,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2003,-0.7474520302404976,0.10192988434990378,-0.9475374767213162,-0.547366583759679,792,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2004,-0.7852350421886654,0.12057968812702477,-1.0219304416368498,-0.5485396427404812,790,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2005,-0.7350526418256539,0.10277909728344742,-0.9367948391162201,-0.5333104445350877,819,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2006,-0.5237300773570568,0.10369173602085932,-0.7272433319429128,-0.3202168227712007,878,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2007,-0.6161494475126896,0.12403642976882914,-0.8596270605222858,-0.3726718345030934,797,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2008,-0.6310606034353012,0.10381572755373711,-0.8348539583350592,-0.42726724853554343,777,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2009,-0.7293604030540772,0.10275656721261578,-0.9310292836281386,-0.5276915224800158,907,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2010,-0.45832611701633835,0.0910441323449195,-0.6370173607815373,-0.2796348732511394,874,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2011,-0.6219396632981815,0.11553484667111799,-0.8486932132422154,-0.39518611335414766,889,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2012,-0.5686689155011813,0.11261980862478306,-0.7896936562050246,-0.3476441747973378,912,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2013,-0.7428967669110299,0.10110966281498672,-0.9413606437264835,-0.5444328900955763,823,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2014,-0.546816689385771,0.09548339153776446,-0.7342449718660404,-0.3593884069055016,800,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2015,-0.6161642675898154,0.09156724239239347,-0.7958771614963838,-0.4364513736832469,892,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2016,-0.5956173869455111,0.08960423298379779,-0.7714608494192449,-0.4197739244717774,959,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2017,-0.7066890246037992,0.1331586308341574,-0.9679982021093545,-0.44537984709824385,981,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2018,-0.5797724772048982,0.10909265202921294,-0.7938298153925591,-0.3657151390172373,1083,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2019,-0.5441617398876134,0.13385866365240986,-0.8068331229373172,-0.28149035683790957,1017,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2020,-0.6327758904548616,0.1278106530365642,-0.8836073123429313,-0.3819444685667921,930,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2021,-0.7637860214761614,0.14279142282962928,-1.0439713893762934,-0.4836006535760292,1064,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2022,-0.5172767270804883,0.16842743061534335,-0.8478653294700442,-0.1866881246909327,841,Cognitive Limitation
MEPS,lmtcog,Cognitive Limitation,80-89,2023,-0.7122420125209099,0.1253505521344397,-0.9583314782923753,-0.4661525467494445,734,Cognitive Limitation
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2000,-0.859625701250076,0.08930084767272738,-1.0347177372741818,-0.6845336652259701,3233,Fair/Poor Mental Health
MEPS,mhlth_any_fairpoor,Fair/Poor Mental Health,18-29,2001,-0.909947678407109,0.07011485512022217,-1.0474091788930195,-0.7724861779211986,4278,Fair/Poor Mental Health
