age_group,year,srh_cat,prop,se
50-59,2022,Poor,0.017013292526244714,0.0035224740501314366
50-59,2022,Fair,0.12530199126837882,0.010921499746832474
50-59,2022,Good,0.3293972669009341,0.014886184749797207
50-59,2022,Very Good,0.3927491011918911,0.015726783127629602
50-59,2022,Excellent,0.13553834849538204,0.010189187595610867
50-59,2023,Poor,0.017370108221494544,0.003384562065776748
50-59,2023,Fair,0.1038841818045546,0.008133706407083666
50-59,2023,Good,0.3344421436938099,0.015136992796323998
50-59,2023,Very Good,0.38407987102312685,0.015442528898886202
50-59,2023,Excellent,0.16022369535240177,0.011825673731646691
60-69,2000,Poor,0.047960926609934756,0.00570967877505303
60-69,2000,Fair,0.17812749219915983,0.010261351311857523
60-69,2000,Good,0.3486731153393388,0.014725529576432552
60-69,2000,Very Good,0.32907194113874033,0.01457902728194454
60-69,2000,Excellent,0.09616652507037377,0.008023766799784917
60-69,2001,Poor,0.0489858493224618,0.004966701650095809
60-69,2001,Fair,0.16691513770874233,0.009373411773085925
60-69,2001,Good,0.35531792693949044,0.01200262161184936
60-69,2001,Very Good,0.32559461939403594,0.012921205859690898
60-69,2001,Excellent,0.1031864687531559,0.007455109627096032
60-69,2002,Poor,0.04354068367641891,0.004592112212941825
60-69,2002,Fair,0.17744476578397686,0.008159444617517185
60-69,2002,Good,0.35126522842413377,0.01097106484306614
60-69,2002,Very Good,0.32449319649711983,0.012919025106800215
60-69,2002,Excellent,0.10325612599178294,0.006572450826954152
60-69,2003,Poor,0.04287333930726462,0.004624184065039396
60-69,2003,Fair,0.1597877776856242,0.009448071309218126
60-69,2003,Good,0.32950206554459127,0.01147828736238573
60-69,2003,Very Good,0.3372060932680921,0.012787663625518262
60-69,2003,Excellent,0.1306307242071581,0.00841428530038129
60-69,2004,Poor,0.045247575231137406,0.004465005388285384
60-69,2004,Fair,0.1701092887888703,0.009908786721444799
60-69,2004,Good,0.33239555043047714,0.01273195606524873
60-69,2004,Very Good,0.3351458151751307,0.013230009453679921
60-69,2004,Excellent,0.11710177171825606,0.00847772364122213
60-69,2005,Poor,0.04996941191948596,0.0046950008170422355
60-69,2005,Fair,0.1623492212980917,0.009451404677119572
60-69,2005,Good,0.34178452139155874,0.011902839880915167
60-69,2005,Very Good,0.33197367223879204,0.012475374932477424
60-69,2005,Excellent,0.11392317337568868,0.008589835964102916
60-69,2006,Poor,0.052907875692200346,0.005394236075544938
60-69,2006,Fair,0.16122894017022646,0.008345078157227357
60-69,2006,Good,0.3391903069205465,0.012537493620751537
60-69,2006,Very Good,0.32284047002251237,0.012866246086831663
60-69,2006,Excellent,0.12383240727212738,0.009105812065472637
60-69,2007,Poor,0.042633499852409974,0.004701077250798526
60-69,2007,Fair,0.15548509330188906,0.008768588624093215
60-69,2007,Good,0.35066719325284335,0.012692072560932594
60-69,2007,Very Good,0.33554172316960706,0.012277098244023055
60-69,2007,Excellent,0.11567249172254296,0.008142900219893093
60-69,2008,Poor,0.043610802534788946,0.0048450148672113174
60-69,2008,Fair,0.16153316047127486,0.009752159702477841
60-69,2008,Good,0.3528109422043311,0.01249575087461163
60-69,2008,Very Good,0.3277757568403123,0.01179404609502535
60-69,2008,Excellent,0.1142693385068551,0.007502172463273825
60-69,2009,Poor,0.04412093646195538,0.005082341600143971
60-69,2009,Fair,0.14833882409090554,0.008630074101043482
60-69,2009,Good,0.34603846126409554,0.010845756461816763
60-69,2009,Very Good,0.33150996000650607,0.011897553268391339
60-69,2009,Excellent,0.1299918191706287,0.006872016201242715
60-69,2010,Poor,0.04166648399194774,0.0041770160335248
60-69,2010,Fair,0.15360142757651687,0.008534640593357103
60-69,2010,Good,0.32991934457290883,0.010503250924588411
60-69,2010,Very Good,0.3327142244526692,0.011746353544814549
60-69,2010,Excellent,0.14209852119248367,0.007718557929896884
60-69,2011,Poor,0.035541133616014256,0.003967090328229014
60-69,2011,Fair,0.15440736834198798,0.007876893563736087
60-69,2011,Good,0.3215051440482762,0.010901417403799053
60-69,2011,Very Good,0.36141176261381813,0.012981339835348911
60-69,2011,Excellent,0.12713459138149347,0.008394940889019108
60-69,2012,Poor,0.03771075663737485,0.004033079650162272
60-69,2012,Fair,0.1456492535409696,0.007220633381911331
60-69,2012,Good,0.3370110743132714,0.009700051846430257
60-69,2012,Very Good,0.34281122086945776,0.011510610936398668
60-69,2012,Excellent,0.13681769547864875,0.00890843371383957
60-69,2013,Poor,0.03260676934938268,0.0036523884311330493
60-69,2013,Fair,0.16907113728539658,0.008947908403752924
60-69,2013,Good,0.33109300742398784,0.010625111952612586
60-69,2013,Very Good,0.33117157464595987,0.011801561055774209
60-69,2013,Excellent,0.13605751129655852,0.008496302892552614
60-69,2014,Poor,0.032390016081198486,0.00372844295399685
60-69,2014,Fair,0.1560729647956526,0.008201740108413463
60-69,2014,Good,0.33124597387222743,0.01098674717779762
60-69,2014,Very Good,0.34449538792848144,0.011459661805151742
60-69,2014,Excellent,0.1357956573240411,0.008648321708469455
60-69,2015,Poor,0.039721160536511785,0.004808551797057561
60-69,2015,Fair,0.14406397007620497,0.008812548711475672
60-69,2015,Good,0.33726700343703614,0.011045948554818765
60-69,2015,Very Good,0.3455938019308381,0.012918716968533266
60-69,2015,Excellent,0.13335406721537715,0.010286061253666249
60-69,2016,Poor,0.03688247462276544,0.0045204506373020805
60-69,2016,Fair,0.14963013944968384,0.008061032331518525
60-69,2016,Good,0.32831218862962536,0.011027224934538945
60-69,2016,Very Good,0.3574717290661879,0.012352823708605
60-69,2016,Excellent,0.12770346999360693,0.008443652764550093
60-69,2017,Poor,0.035867800444808494,0.0040157316383057605
60-69,2017,Fair,0.12719105774361936,0.006719239861291589
60-69,2017,Good,0.3542990087939542,0.009544789680987018
60-69,2017,Very Good,0.3388839862127523,0.011956954401057656
60-69,2017,Excellent,0.14375814960106373,0.00957513615818659
60-69,2018,Poor,0.03165708081560249,0.0038173975643040793
60-69,2018,Fair,0.14175409869540903,0.006640717340922366
60-69,2018,Good,0.3369608929590873,0.00987997812966004
60-69,2018,Very Good,0.3472222861033808,0.01167754901644885
60-69,2018,Excellent,0.14240564143283468,0.009266744092910046
60-69,2019,Poor,0.03367428145990217,0.0036099992334223986
60-69,2019,Fair,0.1324534918190042,0.007082739217403069
60-69,2019,Good,0.3448172762388626,0.010782824503412329
60-69,2019,Very Good,0.37262531220126155,0.01168057346448954
60-69,2019,Excellent,0.11642963828470475,0.006803955949366889
60-69,2020,Poor,0.029991391004837813,0.004015104912430879
60-69,2020,Fair,0.14653080443165994,0.007837232870901776
60-69,2020,Good,0.3307758838353187,0.010387542858211286
60-69,2020,Very Good,0.365335384714643,0.011751515341399926
60-69,2020,Excellent,0.12736653618293733,0.007672936982450455
60-69,2021,Poor,0.028023699753949975,0.0036289653074886292
60-69,2021,Fair,0.13300536127622029,0.007086297539958702
60-69,2021,Good,0.3379362950704113,0.01191017212296525
60-69,2021,Very Good,0.3688233978119802,0.012684759943382471
60-69,2021,Excellent,0.13221124698191022,0.00834517001265254
60-69,2022,Poor,0.029722831389610432,0.003970815147325389
60-69,2022,Fair,0.13066245117632033,0.00847289545866706
60-69,2022,Good,0.337711781466526,0.013061640118285934
60-69,2022,Very Good,0.37808734971883945,0.012767104925465358
60-69,2022,Excellent,0.12381558625200037,0.009456856599141226
60-69,2023,Poor,0.032456622674152565,0.005764630267264043
60-69,2023,Fair,0.13133840858554544,0.009895450640605886
60-69,2023,Good,0.3317467680745642,0.013260119362016707
60-69,2023,Very Good,0.36500201059580556,0.012552426283783662
60-69,2023,Excellent,0.13945619119236685,0.010928027411796451
70-79,2000,Poor,0.05822185786163471,0.007850419015385674
70-79,2000,Fair,0.248324105930783,0.013470818172777147
70-79,2000,Good,0.39664125907051906,0.014228408208160471
70-79,2000,Very Good,0.23759740711438324,0.013665426414522312
70-79,2000,Excellent,0.059215370043711815,0.0075421500495873525
70-79,2001,Poor,0.0593521299373152,0.0063187429954947045
70-79,2001,Fair,0.23554717460398256,0.012420121072266418
70-79,2001,Good,0.39422186186936,0.014734516265927762
70-79,2001,Very Good,0.24732314117786955,0.013772161563841508
70-79,2001,Excellent,0.06355569244561184,0.0068086054079914025
70-79,2002,Poor,0.06253346331704371,0.00709877777602544
70-79,2002,Fair,0.23185242051089386,0.012675679617417708
70-79,2002,Good,0.3873083800028306,0.013857428541458244
70-79,2002,Very Good,0.24884225428278633,0.012512390281346927
70-79,2002,Excellent,0.06946348190816583,0.007700693082606972
70-79,2003,Poor,0.05535680620691205,0.006472108810106942
70-79,2003,Fair,0.2361394621734025,0.012475616405075897
70-79,2003,Good,0.36262455401692173,0.014356272859745412
70-79,2003,Very Good,0.27203977078142755,0.014831585034504335
70-79,2003,Excellent,0.07383940687682483,0.008156564191078073
70-79,2004,Poor,0.05233074735136285,0.006343968218910972
70-79,2004,Fair,0.23788466518830717,0.011668573082612392
70-79,2004,Good,0.38942004330832947,0.013211913523900278
70-79,2004,Very Good,0.2539048507496358,0.01204548602367274
70-79,2004,Excellent,0.06645969357658754,0.006791801689913653
70-79,2005,Poor,0.06084916564453991,0.00754592384924989
70-79,2005,Fair,0.20777345936553782,0.01127404323625033
70-79,2005,Good,0.3979969739670921,0.015289548772131366
70-79,2005,Very Good,0.26312640408126314,0.013797218385937827
70-79,2005,Excellent,0.07025399695050981,0.008483566824313058
70-79,2006,Poor,0.04456534078981285,0.005339761630628357
70-79,2006,Fair,0.20783872742346296,0.012160371111624949
70-79,2006,Good,0.3711272666600367,0.01575476878562071
70-79,2006,Very Good,0.2966756725477006,0.013212481933267805
70-79,2006,Excellent,0.079792993883002,0.008625867684834004
70-79,2007,Poor,0.05845718703872946,0.007366413781976075
70-79,2007,Fair,0.20232935901206586,0.012187424209302742
70-79,2007,Good,0.3692384836995879,0.015361491532811767
70-79,2007,Very Good,0.2936703172013946,0.013719035987224877
70-79,2007,Excellent,0.0763046530608551,0.008902917377162454
70-79,2008,Poor,0.03970176730417525,0.005114631234270625
70-79,2008,Fair,0.1814502524464798,0.012623836633408695
70-79,2008,Good,0.40619369329344646,0.015884341782505883
70-79,2008,Very Good,0.2914163010492869,0.014875764667331886
70-79,2008,Excellent,0.08123798591086086,0.009297936000816397
70-79,2009,Poor,0.0451527634222166,0.005778604296261963
70-79,2009,Fair,0.19066238428694188,0.01275070935807779
70-79,2009,Good,0.3991462667668917,0.01679869286522861
70-79,2009,Very Good,0.28560232695088583,0.015398039881711689
70-79,2009,Excellent,0.07943625920483223,0.009007542725829999
70-79,2010,Poor,0.05726064308422785,0.0070854205088169645
70-79,2010,Fair,0.1834868101636303,0.013215814523742705
70-79,2010,Good,0.3802862167605051,0.015101382291345625
70-79,2010,Very Good,0.29308285161594055,0.015879084374361294
70-79,2010,Excellent,0.08588347838728966,0.008776075843852557
70-79,2011,Poor,0.05221929099199868,0.006688575727513192
70-79,2011,Fair,0.17801897399035443,0.012961216321713919
70-79,2011,Good,0.39628751217764246,0.015576942118584297
70-79,2011,Very Good,0.27957990252806125,0.014456057681034253
70-79,2011,Excellent,0.09389432122614884,0.010772538582350987
70-79,2012,Poor,0.03860622111563984,0.004581720031667559
70-79,2012,Fair,0.18189793260873396,0.012019920670356345
70-79,2012,Good,0.38586216575921295,0.014908673562189426
70-79,2012,Very Good,0.3015130217689241,0.01597117910988144
70-79,2012,Excellent,0.09212065979142295,0.010553528803056877
70-79,2013,Poor,0.03742663131343456,0.006171911856572351
70-79,2013,Fair,0.18356157508160326,0.013458636477788779
70-79,2013,Good,0.37356405616166527,0.017351971511219352
70-79,2013,Very Good,0.30173449881160086,0.015613018061865947
70-79,2013,Excellent,0.10371323864418955,0.010307754431910046
70-79,2014,Poor,0.03557173426639016,0.00586807557035259
70-79,2014,Fair,0.18399948011554632,0.013392861431017691
70-79,2014,Good,0.3605865521795167,0.016884789257827215
70-79,2014,Very Good,0.31090721923632536,0.016837300605311432
70-79,2014,Excellent,0.10893501422501753,0.011717424946768576
70-79,2015,Poor,0.03173617732628442,0.0046304679229997175
70-79,2015,Fair,0.17105444450448867,0.011952540880041594
70-79,2015,Good,0.35276998641330226,0.015536716653868356
70-79,2015,Very Good,0.33555398768242906,0.017196245672741455
70-79,2015,Excellent,0.10888540407731982,0.010296754310572444
70-79,2016,Poor,0.03369108264383602,0.004766675729312749
70-79,2016,Fair,0.1575820072983753,0.010292297172530517
70-79,2016,Good,0.37772668123985786,0.014354804311483163
70-79,2016,Very Good,0.31820377973299097,0.013371489815173802
70-79,2016,Excellent,0.11279644908746059,0.011686954598106397
70-79,2017,Poor,0.03609965157460218,0.0051358344141855874
70-79,2017,Fair,0.16829861961728035,0.011983552000104283
70-79,2017,Good,0.3490445217131421,0.013533284539620572
70-79,2017,Very Good,0.3321731161365948,0.014171428835761111
70-79,2017,Excellent,0.11438409096186959,0.010568366943004615
70-79,2018,Poor,0.03401430664454574,0.004688989528315819
70-79,2018,Fair,0.15795580278170027,0.00951827483409676
70-79,2018,Good,0.34668088213100523,0.01278111655443439
70-79,2018,Very Good,0.35475311329739,0.014182315647007553
70-79,2018,Excellent,0.10659589532149501,0.008818224551307466
70-79,2019,Poor,0.031920352805856096,0.004649861244898855
70-79,2019,Fair,0.154851477927276,0.00914276151026341
70-79,2019,Good,0.3705900604807372,0.011733092549202339
70-79,2019,Very Good,0.3336738758671004,0.01151175287714017
70-79,2019,Excellent,0.10896423297820108,0.009740156954454451
70-79,2020,Poor,0.023910665056242137,0.0037344274607421166
70-79,2020,Fair,0.1614486602551954,0.010200613733416668
70-79,2020,Good,0.35492915042501005,0.01322074745821316
70-79,2020,Very Good,0.3474930804232275,0.011954355889554076
70-79,2020,Excellent,0.11221844385307803,0.009053553204619515
70-79,2021,Poor,0.023103714345260918,0.00334577644935044
70-79,2021,Fair,0.14062210339916983,0.009124430149564506
70-79,2021,Good,0.36873998353867765,0.012540338564425175
70-79,2021,Very Good,0.3533452450686979,0.01255408294522027
70-79,2021,Excellent,0.11418895367821008,0.008150463993589598
70-79,2022,Poor,0.02706903697873963,0.004855748299248226
70-79,2022,Fair,0.1504542938131188,0.01073545547115201
70-79,2022,Good,0.3936895940330707,0.015307148614554716
70-79,2022,Very Good,0.3182484029552085,0.013475457921169423
70-79,2022,Excellent,0.11053867222083749,0.013052174042289172
70-79,2023,Poor,0.024042000478710374,0.004492516152163902
70-79,2023,Fair,0.1358176336381977,0.012090517679503934
70-79,2023,Good,0.3679793840601034,0.015324568138307158
70-79,2023,Very Good,0.3666138191993006,0.017256527903338342
70-79,2023,Excellent,0.10554716262496854,0.009452452881708687
80-89,2000,Poor,0.10362113001901549,0.012575258056528602
80-89,2000,Fair,0.3144427862258137,0.025174887939106733
80-89,2000,Good,0.35685441480489755,0.022075970639911558
80-89,2000,Very Good,0.16648829579198043,0.020177927192671346
80-89,2000,Excellent,0.058593373228323434,0.01147459770302026
80-89,2001,Poor,0.08243493818604852,0.009056263364200602
80-89,2001,Fair,0.2829624512590898,0.01626934859257979
80-89,2001,Good,0.39031834334790133,0.018682170237046807
80-89,2001,Very Good,0.19391393770807863,0.016678930590034863
80-89,2001,Excellent,0.050370329860257725,0.009364451659083612
80-89,2002,Poor,0.09393013384757488,0.011524499163248506
80-89,2002,Fair,0.27831174755863297,0.01589033301195374
80-89,2002,Good,0.3938737716940957,0.01909525043632703
80-89,2002,Very Good,0.19183270308855652,0.014773403927556588
80-89,2002,Excellent,0.0420516438111742,0.006776870952802588
80-89,2003,Poor,0.07775188013276638,0.010658037785616945
80-89,2003,Fair,0.25697690225109976,0.015414282022276566
80-89,2003,Good,0.3777371920704649,0.020735524303077783
80-89,2003,Very Good,0.23982672519561374,0.017802488330970916
80-89,2003,Excellent,0.04770730076781754,0.009906184106427803
80-89,2004,Poor,0.09792990537882437,0.012075480766861652
80-89,2004,Fair,0.24000175178965985,0.017255280027985036
80-89,2004,Good,0.36259690606442185,0.019298708116740587
80-89,2004,Very Good,0.23767896997109073,0.01965928777632781
80-89,2004,Excellent,0.06179246790422685,0.008931174520888305
80-89,2005,Poor,0.07931791219840409,0.010439129214583726
80-89,2005,Fair,0.2503853502716655,0.016199842019361005
80-89,2005,Good,0.3838857019947834,0.02020157855250853
80-89,2005,Very Good,0.2234562372582689,0.01901194283221312
80-89,2005,Excellent,0.06295479828251749,0.010990561940316048
80-89,2006,Poor,0.0704166016928919,0.010142343238324485
80-89,2006,Fair,0.28705149768295646,0.015998624397946443
80-89,2006,Good,0.38546014052855515,0.01841139230440553
80-89,2006,Very Good,0.19219609590229375,0.015825046909203697
80-89,2006,Excellent,0.06487566419522367,0.010726042302408038
80-89,2007,Poor,0.06954767472008139,0.00999392192584354
80-89,2007,Fair,0.27081163538819975,0.01742862664370207
80-89,2007,Good,0.37577592691992856,0.019298786215651745
80-89,2007,Very Good,0.2355622282677529,0.019405108687205623
80-89,2007,Excellent,0.048302534877305625,0.008825778053400369
80-89,2008,Poor,0.07024638283054502,0.011550706502625106
80-89,2008,Fair,0.26901758169603385,0.019830850466585646
80-89,2008,Good,0.3698566790264992,0.019329006057645343
80-89,2008,Very Good,0.23418872499213209,0.01715576026803489
80-89,2008,Excellent,0.05669063150014866,0.009380050032409614
80-89,2009,Poor,0.0670218067533599,0.009279993254608588
80-89,2009,Fair,0.2641076902625532,0.015971415748190828
80-89,2009,Good,0.3551423106998588,0.021266100667851194
80-89,2009,Very Good,0.25187594584261574,0.018758960466568875
80-89,2009,Excellent,0.06185224645476869,0.01277318512570004
80-89,2010,Poor,0.06237991323669914,0.0089679435386142
80-89,2010,Fair,0.2770135631796218,0.017221296971588203
80-89,2010,Good,0.37229417649834945,0.018072751032059218
80-89,2010,Very Good,0.22820733464947357,0.016913092878774915
80-89,2010,Excellent,0.06010501244897647,0.007943041787307932
80-89,2011,Poor,0.0657893567056824,0.009239542892177561
80-89,2011,Fair,0.22560630330975323,0.015241433573491808
80-89,2011,Good,0.4073991034271425,0.021550254807752283
80-89,2011,Very Good,0.2381238125505304,0.017885126505021227
80-89,2011,Excellent,0.06308142402008346,0.009511336899373363
80-89,2012,Poor,0.06966209637805966,0.008583288955037092
80-89,2012,Fair,0.2327364861874195,0.01747158581822265
80-89,2012,Good,0.39131098878272447,0.01772709984542778
80-89,2012,Very Good,0.24579638067347337,0.016515908118177096
80-89,2012,Excellent,0.060494047996308566,0.010343607796758605
80-89,2013,Poor,0.05159311912127315,0.008539581622779034
80-89,2013,Fair,0.25615799305793124,0.018793827865476176
80-89,2013,Good,0.3275921266039984,0.02092699158111977
80-89,2013,Very Good,0.3019665739077962,0.020518450458009894
80-89,2013,Excellent,0.06269018735184831,0.01057162268803275
80-89,2014,Poor,0.04320330083643816,0.006423220477906145
80-89,2014,Fair,0.2386637127637768,0.01763737262948429
80-89,2014,Good,0.3855539352543362,0.020926896007145455
80-89,2014,Very Good,0.2786298292552789,0.02393677203680278
80-89,2014,Excellent,0.05394922226162863,0.009383524396077645
80-89,2015,Poor,0.039456935065406165,0.008084511333415922
80-89,2015,Fair,0.20788899690127255,0.016437189046210183
80-89,2015,Good,0.41762689954122184,0.0221382613880001
80-89,2015,Very Good,0.2692234840060792,0.019809117983515458
80-89,2015,Excellent,0.06580368452731769,0.010589347914230064
80-89,2016,Poor,0.04965608561887312,0.007678284731137499
80-89,2016,Fair,0.21708354679607128,0.015401165145246379
80-89,2016,Good,0.387014935299968,0.020270583168573574
80-89,2016,Very Good,0.26592979277111933,0.01631683378432605
80-89,2016,Excellent,0.08031563962701482,0.012095147937384108
80-89,2017,Poor,0.055751777531467386,0.008243247889507947
80-89,2017,Fair,0.2255587621094506,0.015261697636275828
80-89,2017,Good,0.4141410125863896,0.019553314580137336
80-89,2017,Very Good,0.23749243109465004,0.016940241708058086
80-89,2017,Excellent,0.06705601670158784,0.010216551279348271
80-89,2018,Poor,0.061769356167460515,0.007340317723859367
80-89,2018,Fair,0.2540562203585324,0.01590705596674731
80-89,2018,Good,0.36266452659807363,0.01669823493700403
80-89,2018,Very Good,0.2648348649695097,0.016662628854983482
80-89,2018,Excellent,0.05667503193891128,0.007833483960930188
80-89,2019,Poor,0.06177570408509387,0.009064849326146016
80-89,2019,Fair,0.2185540384840553,0.01587902533689159
80-89,2019,Good,0.37968588261865505,0.017078333964877106
80-89,2019,Very Good,0.2798871955596602,0.01621054265250465
80-89,2019,Excellent,0.06009717926469569,0.007269802983440654
80-89,2020,Poor,0.04356677829095399,0.007095718926510272
80-89,2020,Fair,0.2060668949523448,0.01463106342119677
80-89,2020,Good,0.43667891476531184,0.021247118296400816
80-89,2020,Very Good,0.2711657828129392,0.017393206414579174
80-89,2020,Excellent,0.0425216303643134,0.006734842254436574
80-89,2021,Poor,0.05379557843652954,0.00886612150650713
80-89,2021,Fair,0.21823757002356037,0.015564548225528375
80-89,2021,Good,0.3846261675792687,0.01970195333580659
80-89,2021,Very Good,0.2828462222368268,0.0180373602848668
80-89,2021,Excellent,0.06049446174930443,0.008438371535917599
80-89,2022,Poor,0.0503179754885093,0.008993125861904486
80-89,2022,Fair,0.22179959540071945,0.019824328235283562
80-89,2022,Good,0.3512741956346407,0.021738406310143298
80-89,2022,Very Good,0.3104582353183277,0.021325729289902763
80-89,2022,Excellent,0.06614999828032278,0.008937498016000333
80-89,2023,Poor,0.03426556433780717,0.008503074555017675
80-89,2023,Fair,0.18321772421050894,0.0214526988031704
80-89,2023,Good,0.3462069166724038,0.024088726895669377
80-89,2023,Very Good,0.33839993560399206,0.021960834948664982
80-89,2023,Excellent,0.09790986209000656,0.01357603357917076
