srh_cat,year,age_group,prop,se
Fair,2000,70-79,0.16719795979472404,0.008911613939831465
Fair,2000,80-89,0.0971892697952635,0.009456190500477352
Fair,2001,18-29,0.11893520001925915,0.007785612322652599
Fair,2001,30-39,0.1150147420084132,0.007445646414935038
Fair,2001,40-49,0.18575870564976918,0.009141177040269973
Fair,2001,50-59,0.16846324098952167,0.007637413371421353
Fair,2001,60-69,0.15023260585765105,0.008307321741375865
Fair,2001,70-79,0.16036692631378266,0.00906195683955793
Fair,2001,80-89,0.10122857996047517,0.007478735519363503
Fair,2002,18-29,0.10133215582137804,0.0056095516899154875
Fair,2002,30-39,0.10814264560255579,0.006676016904408592
Fair,2002,40-49,0.18708970257230242,0.00774201042254872
Fair,2002,50-59,0.18594681574722793,0.008072358480878531
Fair,2002,60-69,0.16348236704442914,0.007946147952164062
Fair,2002,70-79,0.15237951833567595,0.008484234945746783
Fair,2002,80-89,0.10162679700349604,0.006891648369355093
Fair,2003,18-29,0.0942538780064458,0.007492341012206968
Fair,2003,30-39,0.0971563594114874,0.007405597870402871
Fair,2003,40-49,0.1776304181154038,0.008571382423217653
Fair,2003,50-59,0.194709561061094,0.010107527815255923
Fair,2003,60-69,0.16348294234126334,0.009019839274439013
Fair,2003,70-79,0.17250954788797113,0.00952560577118336
Fair,2003,80-89,0.10025729318036432,0.007279296275428748
Fair,2004,18-29,0.10665043991528127,0.007701431120208057
Fair,2004,30-39,0.10721946832761121,0.007094862521047315
Fair,2004,40-49,0.1781182272657362,0.008839267655236863
Fair,2004,50-59,0.20128509830297192,0.009077227301711333
Fair,2004,60-69,0.15900162807137602,0.008943689267060835
Fair,2004,70-79,0.15979894664744845,0.008092633674196858
Fair,2004,80-89,0.08792619331763991,0.006656310333577916
Fair,2005,18-29,0.10425021447218746,0.007222552073971934
Fair,2005,30-39,0.11119473735353136,0.007940950880594455
Fair,2005,40-49,0.18569657019787406,0.009923277002282552
Fair,2005,50-59,0.20830341357211274,0.009232601717757746
Fair,2005,60-69,0.15725407678494369,0.008410809419674906
Fair,2005,70-79,0.1399946630907551,0.008365985708914505
Fair,2005,80-89,0.09330632598814254,0.0068067913135365235
Fair,2006,18-29,0.09255485641506268,0.007293379270101924
Fair,2006,30-39,0.10120658868447298,0.0070919361833313
Fair,2006,40-49,0.18219939471144087,0.008690212681978964
Fair,2006,50-59,0.21011362075670736,0.009595831886676204
Fair,2006,60-69,0.16656234281473767,0.008850846449379696
Fair,2006,70-79,0.13576937223861982,0.0082930616459147
Fair,2006,80-89,0.11159382534282346,0.007322856395663057
Fair,2007,18-29,0.10054011580427914,0.006123451482680242
Fair,2007,30-39,0.09366996376018848,0.006697013069152933
Fair,2007,40-49,0.15419664851108905,0.009052513012734834
Fair,2007,50-59,0.22801287490078298,0.010769341507328088
Fair,2007,60-69,0.17580025353663348,0.009836123539828708
Fair,2007,70-79,0.1341122211793201,0.008551623733230852
Fair,2007,80-89,0.11366792678866715,0.008804761753608604
Fair,2008,18-29,0.09226830881661212,0.007627885255424947
Fair,2008,30-39,0.10731562346981326,0.008110881651845614
Fair,2008,40-49,0.18473841150596484,0.010640303058199681
Fair,2008,50-59,0.2096978607271473,0.010657382776073582
Fair,2008,60-69,0.17973261097791968,0.01068158138243938
Fair,2008,70-79,0.11540284711291598,0.008307214554565295
Fair,2008,80-89,0.11084433770976168,0.010240924461390476
Fair,2009,18-29,0.10598172401957337,0.007245143039554917
Fair,2009,30-39,0.10419337861049689,0.006404788221541088
Fair,2009,40-49,0.17497895941176095,0.008402385000747926
Fair,2009,50-59,0.2193908318319975,0.009290638778940798
Fair,2009,60-69,0.16466216077157786,0.008447791845288639
Fair,2009,70-79,0.11933019561655585,0.008322657896827226
Fair,2009,80-89,0.11146275493516876,0.008944192059604924
Fair,2010,18-29,0.09005656790440843,0.006839419350229909
Fair,2010,30-39,0.11882659946927303,0.007892093483171934
Fair,2010,40-49,0.15848880008329147,0.008935742536019392
Fair,2010,50-59,0.21867837126758335,0.010313427172104934
Fair,2010,60-69,0.17929019956896608,0.009755773331728472
Fair,2010,70-79,0.1175697962688115,0.008512465849943848
Fair,2010,80-89,0.11708966603288926,0.008091470641562756
Fair,2011,18-29,0.09060872107406315,0.005849361013892998
Fair,2011,30-39,0.12597186719327957,0.008059719550554158
Fair,2011,40-49,0.18681705501652415,0.010083437128621484
Fair,2011,50-59,0.20544301710176416,0.009552863579633683
Fair,2011,60-69,0.1839408544128063,0.009637046748038702
Fair,2011,70-79,0.11357773305148748,0.007867506004481717
Fair,2011,80-89,0.09364075232699089,0.007946449078177797
Fair,2012,18-29,0.0976040641512204,0.006235733373749041
Fair,2012,30-39,0.1386822062857411,0.007296305257067851
Fair,2012,40-49,0.16475160035114503,0.009410544931670891
Fair,2012,50-59,0.20195164154259773,0.01004857686178128
Fair,2012,60-69,0.17711724004981858,0.00845355263970989
Fair,2012,70-79,0.12278138627418368,0.008354613898527742
Fair,2012,80-89,0.09711186336242873,0.010267620856481956
Fair,2013,18-29,0.08972281247257123,0.007034849934262175
Fair,2013,30-39,0.1175087337698652,0.008477967741308027
Fair,2013,40-49,0.13928433568602527,0.007924599453928073
Fair,2013,50-59,0.21185292612962536,0.009448373975619642
Fair,2013,60-69,0.2083250450501081,0.01012076534378873
Fair,2013,70-79,0.127028586679415,0.009878336912154475
Fair,2013,80-89,0.10627756051825513,0.009768774589194692
Fair,2014,18-29,0.08140885875785628,0.0060804590747379865
Fair,2014,30-39,0.10241872658443753,0.007260106997944395
Fair,2014,40-49,0.14714534760647016,0.008043856288943111
Fair,2014,50-59,0.22776964816013245,0.01074829837580798
Fair,2014,60-69,0.20376462078664165,0.010631628567511226
Fair,2014,70-79,0.1341820835986241,0.009789790268657846
Fair,2014,80-89,0.10331071554973763,0.009036145226620882
Fair,2015,18-29,0.09490339501261774,0.0074871431124434226
Fair,2015,30-39,0.10255768513314567,0.007353841771289033
Fair,2015,40-49,0.15250969271104634,0.009373435155704327
Fair,2015,50-59,0.2257176730117413,0.008822175618752367
Fair,2015,60-69,0.19992388881477033,0.009986999937800004
Fair,2015,70-79,0.13258310180001118,0.009535300512862104
Fair,2015,80-89,0.09180456538605276,0.007753918945853608
Fair,2016,18-29,0.10011477854365267,0.007587669774100982
Fair,2016,30-39,0.10702187021322816,0.007108705337996087
Fair,2016,40-49,0.15362140444602906,0.009278796307917551
Fair,2016,50-59,0.2118107683089215,0.009701721386099977
Fair,2016,60-69,0.20361801351701334,0.008996888247718361
Fair,2016,70-79,0.12710749175698974,0.008599534592373307
Fair,2016,80-89,0.0967056758316333,0.007928636749290454
Fair,2017,18-29,0.09475479306876118,0.007908538944554337
Fair,2017,30-39,0.11160924062837185,0.008201488163737131
Fair,2017,40-49,0.144091954742225,0.007894740636472797
Fair,2017,50-59,0.20037105616796447,0.010221155248818468
Fair,2017,60-69,0.1886514089320961,0.0089494511583872
Fair,2017,70-79,0.15255236636935335,0.010982642042267532
Fair,2017,80-89,0.10796918183372003,0.008243333562432339
Fair,2018,18-29,0.0920623031211649,0.008983186133796036
Fair,2018,30-39,0.08985785104147243,0.007619012023904046
Fair,2018,40-49,0.13417282143384665,0.007540159566171445
Fair,2018,50-59,0.1982813646702501,0.01050423335773519
Fair,2018,60-69,0.21253459393615354,0.00901859173867117
Fair,2018,70-79,0.15003469732186722,0.009080271053965661
Fair,2018,80-89,0.12305637298175741,0.008515281652442197
Fair,2019,18-29,0.11481401508984887,0.01064529349331115
Fair,2019,30-39,0.098725574349923,0.008300784031237886
Fair,2019,40-49,0.13853646618952342,0.009700522137427767
Fair,2019,50-59,0.19445495729716172,0.010579086147826402
Fair,2019,60-69,0.20102033448710566,0.010853393748135338
Fair,2019,70-79,0.147483408810641,0.009161337108980266
Fair,2019,80-89,0.10496524566573949,0.008523332355819872
Fair,2020,18-29,0.09937010121488185,0.012686912237849906
Fair,2020,30-39,0.08539093663313488,0.009463249121509216
Fair,2020,40-49,0.14049765983097254,0.012962005180683698
Fair,2020,50-59,0.19053542822149036,0.011899432633547556
Fair,2020,60-69,0.22261630717694472,0.012165749120443173
Fair,2020,70-79,0.15807471208647186,0.0104333515694321
Fair,2020,80-89,0.10351485533829324,0.008075072573549495
Fair,2021,18-29,0.10620623800883579,0.011812665619269568
Fair,2021,30-39,0.11730347931045346,0.012286094096562948
Fair,2021,40-49,0.13888509852321365,0.011907989942697608
Fair,2021,50-59,0.18702122217396389,0.013387541982432445
Fair,2021,60-69,0.20493584924170455,0.010927220213086147
Fair,2021,70-79,0.14032503751820982,0.009061937383139896
Fair,2021,80-89,0.10532308078222911,0.008462608882429352
Fair,2022,18-29,0.10338904477102372,0.013569618164673653
Fair,2022,30-39,0.12770900728421944,0.0163350628283389
Fair,2022,40-49,0.14037391775239544,0.012668129879106356
Fair,2022,50-59,0.1861460704911991,0.015027534718539997
Fair,2022,60-69,0.18942117973233738,0.011642824119178115
Fair,2022,70-79,0.14475281761249018,0.011131155639145728
Fair,2022,80-89,0.10820796491412235,0.010097852775669184
Fair,2023,18-29,0.14631319891482603,0.01757184978604003
Fair,2023,30-39,0.11195807403457247,0.015334223016124212
Fair,2023,40-49,0.1256531872040679,0.015448469975729852
Fair,2023,50-59,0.16706874500415417,0.013382931652587231
Fair,2023,60-69,0.20902738902346205,0.015905743787755788
Fair,2023,70-79,0.1446323875092474,0.012804327940042232
Fair,2023,80-89,0.09534702134845952,0.011943971889276084
Good,2000,18-29,0.1730397227870663,0.00657719028519682
Good,2000,30-39,0.19393523217413175,0.0074847887241571275
Good,2000,40-49,0.21184416970105083,0.006899610331264043
Good,2000,50-59,0.16661518396877156,0.006325491448254508
Good,2000,60-69,0.11293374879191323,0.005566714892197025
Good,2000,70-79,0.10023439956748309,0.006000845542946364
Good,2000,80-89,0.04139754395119784,0.0032242327928199634
Good,2001,18-29,0.17042121797304988,0.005560865708524257
Good,2001,30-39,0.1771660305491779,0.005853721589411298
Good,2001,40-49,0.20901623425538968,0.006185326741590972
Good,2001,50-59,0.1731649594828138,0.005578766955242811
Good,2001,60-69,0.11873741439821626,0.005087985273175571
Good,2001,70-79,0.09965052765972394,0.005264790262117311
Good,2001,80-89,0.051843616704534974,0.003198186229986579
Good,2002,18-29,0.15895167125464513,0.005234390957705831
Good,2002,30-39,0.18076774440992865,0.005555495433577312
Good,2002,40-49,0.20684138596518944,0.00569663369686538
Good,2002,50-59,0.17819094714183403,0.005179308165346171
Good,2002,60-69,0.12337593340008164,0.005214774128313418
Good,2002,70-79,0.09704192898241777,0.00475022729451011
Good,2002,80-89,0.054830389085463296,0.0037277316010960624
Good,2003,18-29,0.16412527928290582,0.005522478962694791
Good,2003,30-39,0.1795943070411712,0.006495160415888761
Good,2003,40-49,0.21215053515261562,0.006241913433727679
Good,2003,50-59,0.17711772582914304,0.00666076096632142
Good,2003,60-69,0.12011618456863019,0.004996722410299404
Good,2003,70-79,0.09438788901447004,0.005446600172664355
Good,2003,80-89,0.052508079286927654,0.003974386317972982
Good,2004,18-29,0.16800103799887414,0.006147723099548781
Good,2004,30-39,0.1718786190048633,0.005904701003358299
Good,2004,40-49,0.2071922773213667,0.005854820670804161
Good,2004,50-59,0.18807225752628753,0.006532733803695492
Good,2004,60-69,0.11670058187011108,0.005120280395491116
