survey,outcome,outcome_label,age_group,year,coefficient,se,ci_lower,ci_upper,n_unweighted,category
MEPS,any_er,Any ER Visit,70-79,2009,-0.059173613432287414,0.010899858527699863,-0.0805550280927673,-0.037792198771807534,1433,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2010,-0.0690708164805486,0.011236700099608421,-0.09111349637353264,-0.047028136587564565,1395,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2011,-0.06462133628258716,0.012578649514808938,-0.08929476116199933,-0.039947911403174996,1516,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2012,-0.04538035355613808,0.011589931418209947,-0.0681133663351431,-0.022647340777133054,1605,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2013,-0.06738851280480437,0.012975083940363046,-0.0928406178659197,-0.04193640774368904,1441,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2014,-0.08799237702038754,0.014028495386416932,-0.11551072463975615,-0.060474029401018925,1450,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2015,-0.08698474577873731,0.012835465548582194,-0.11216086474559102,-0.06180862681188362,1600,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2016,-0.08128846022699607,0.01093171914689387,-0.1027291588472876,-0.05984776160670453,1741,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2017,-0.07525791557324875,0.012633992857214678,-0.10003574707009495,-0.05048008407640254,1917,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2018,-0.055417107544499133,0.010920566609691387,-0.07683326327242959,-0.03400095181656868,2120,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2019,-0.08299206774229294,0.01017754127696568,-0.10295139782166352,-0.06303273766292238,2064,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2020,-0.0793674754239924,0.010747344348666516,-0.10044424292757126,-0.05829070792041354,2066,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2021,-0.06929370649787399,0.0103039223808698,-0.0894991247574076,-0.04908828823834038,2423,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2022,-0.06845165965068833,0.013254302757985337,-0.09444679933542288,-0.04245651996595379,1833,Any ER Visit
MEPS,any_er,Any ER Visit,70-79,2023,-0.08970248151270382,0.01287900205093447,-0.11496406730025371,-0.06444089572515393,1594,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2000,-0.041384729168300494,0.02183809319538513,-0.0842806591748522,0.0015112008382511949,554,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2001,-0.04835539456401057,0.017280669776025947,-0.08227312445000654,-0.014437664678014613,853,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2002,-0.06610868594888089,0.015398444258369611,-0.09632651692675488,-0.0358908549710069,979,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2003,-0.0923656353666804,0.017296658240776502,-0.12631567322419054,-0.05841559750917027,837,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2004,-0.03605055180939915,0.016378411751728487,-0.06819819130125299,-0.003902912317545318,838,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2005,-0.06430853494745582,0.016916209785309076,-0.0975110862709577,-0.03110598362395396,850,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2006,-0.05985075382605056,0.015982991820109538,-0.09121819856580701,-0.02848330908629411,920,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2007,-0.07291992243427582,0.018775782453413086,-0.10977244084331858,-0.03606740402523306,849,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2008,-0.06464234467184397,0.015544390931594296,-0.09515518640142595,-0.034129502942262024,798,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2009,-0.05994213208749692,0.01423060997171535,-0.087870079228612,-0.032014184946381835,929,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2010,-0.07320531494599684,0.01643568382647683,-0.10546189843930125,-0.04094873145269244,905,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2011,-0.06447516822960532,0.016594093466228973,-0.0970423093957597,-0.03190802706345093,912,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2012,-0.09059740694306506,0.01554647075322348,-0.1211072139305942,-0.06008759995553592,942,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2013,-0.06876466702650891,0.018076661946762794,-0.10424443977268245,-0.033284894280335355,858,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2014,-0.06803038170135933,0.019501795518395027,-0.10630809053733609,-0.029752672865382586,846,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2015,-0.10613376519854735,0.016783781943437878,-0.13907214861210215,-0.07319538178499256,934,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2016,-0.07226618530795974,0.016363908999881282,-0.10437764578477543,-0.04015472483114404,1004,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2017,-0.09412104041896208,0.01609353871015556,-0.12570217407103546,-0.0625399067668887,998,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2018,-0.06558722433555844,0.01629781712673532,-0.09756599911089392,-0.03360844956022294,1088,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2019,-0.09892130405813292,0.016094743212324493,-0.13050453318714503,-0.06733807492912082,1005,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2020,-0.08710444559928485,0.016953598701613313,-0.12037577402583696,-0.053833117172732724,941,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2021,-0.06466693158367681,0.01696591044776375,-0.09795787968009795,-0.03137598348725568,1052,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2022,-0.07723511259626735,0.020400588644671765,-0.11727885386251685,-0.03719137133001785,819,Any ER Visit
MEPS,any_er,Any ER Visit,80-89,2023,-0.08994411934834888,0.019220401631109833,-0.1276767973926389,-0.05221144130405885,746,Any ER Visit
MEPS,er_visits,ER Visits (count),18-29,2000,-0.08425865721855039,0.016486686723589026,-0.11658481030371744,-0.051932504133383336,3049,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2001,-0.06990526849771243,0.012929050058205415,-0.09525299216920652,-0.04455754482621836,4233,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2002,-0.10864279182151555,0.016081044192678993,-0.14016863624138368,-0.07711694740164743,5038,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2003,-0.10693619411392519,0.015558153821114218,-0.13743779924115196,-0.07643458898669844,4513,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2004,-0.10707494560948126,0.015134516224324617,-0.13674604536327112,-0.07740384585569139,4495,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2005,-0.08746404088183365,0.01220186044904281,-0.11138591013565972,-0.06354217162800758,4348,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2006,-0.07807705682598116,0.012874151049840616,-0.10331728882346522,-0.05283682482849711,4153,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2007,-0.13220212434692175,0.023938274503967894,-0.1791350196183666,-0.0852692290754769,3856,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2008,-0.10267222559244013,0.022017845644858466,-0.14583790280886,-0.05950654837602025,4548,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2009,-0.09634426210026313,0.012549671356813372,-0.12094710382163497,-0.07174142037889131,5017,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2010,-0.07700087731803448,0.011207982072400714,-0.09897423246120385,-0.05502752217486513,4352,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2011,-0.11919826976041327,0.015755223250670948,-0.1500855569997597,-0.08831098252106684,4910,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2012,-0.11909715124146107,0.014618949257324806,-0.14775598502168086,-0.09043831746124131,5579,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2013,-0.1261154384414602,0.01529264225692199,-0.15609557039851948,-0.09613530648440093,5110,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2014,-0.13217441393379595,0.015358836909193192,-0.16228521747920058,-0.10206361038839132,4537,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2015,-0.12599309891427185,0.022550228047185185,-0.17020284272820915,-0.08178335510033455,4421,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2016,-0.09826343302436104,0.01555097434469638,-0.12875146740472765,-0.06777539864399444,4251,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2017,-0.09237926818822688,0.013189429132244542,-0.11823846538636601,-0.06652007099008775,3732,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2018,-0.09387880896485332,0.016922286842566466,-0.12705853828703623,-0.06069907964267042,3175,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2019,-0.11082959099461688,0.018216404676884464,-0.14654895345689023,-0.07511022853234355,2727,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2020,-0.0810099397224779,0.02174709096107411,-0.12366348719151898,-0.03835639225343685,1721,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2021,-0.09725875659523593,0.019998563429171883,-0.1364804314968071,-0.05803708169366471,1885,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2022,-0.04876970381705795,0.019926745544624973,-0.0878644487379964,-0.009674958896119468,1214,ER Visits (count)
MEPS,er_visits,ER Visits (count),18-29,2023,-0.0862819340504444,0.019526803434986247,-0.12459747415339897,-0.047966393947489826,1063,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2000,-0.0626124169365787,0.017701642455619684,-0.0973201923333322,-0.027904641539825185,3186,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2001,-0.10749014048544381,0.015243026101435611,-0.13737475349422465,-0.07760552747666297,4098,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2002,-0.10076197428744309,0.018727864206352494,-0.13747721042460698,-0.0640467381502792,4782,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2003,-0.10229419343239615,0.014802706818934,-0.13131563884504593,-0.0732727480197464,4052,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2004,-0.10920677476073538,0.014031588625111651,-0.13671628836423902,-0.08169726115723176,4110,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2005,-0.10400790946676898,0.012881605809039782,-0.12926311987600436,-0.07875269905753358,3958,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2006,-0.0794620182523057,0.014357989615706696,-0.10761198075811793,-0.05131205574649347,3865,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2007,-0.07827792502818237,0.01280262110251215,-0.10337927184618738,-0.053176578210177364,3506,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2008,-0.12478765426501172,0.01978897211101291,-0.16358554634375289,-0.08598976218627055,3845,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2009,-0.11492861118004284,0.015591945810931502,-0.14549675903990628,-0.0843604633201794,4357,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2010,-0.10304036073885768,0.01917775038707781,-0.14063990899814932,-0.06544081247956607,3843,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2011,-0.12822246824748704,0.015538010543766582,-0.15868538691755385,-0.0977595495774202,4109,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2012,-0.12343800500972604,0.01615743297144447,-0.15511416820199972,-0.0917618418174524,4691,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2013,-0.11562090964259049,0.01313464178895728,-0.1413715777128536,-0.08987024157232738,4305,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2014,-0.1389816234802158,0.016174551280936884,-0.17069281971389794,-0.10727042724653367,3976,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2015,-0.11838253412175519,0.014392501371157993,-0.1465998845735648,-0.09016518366994558,3989,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2016,-0.1216375285677652,0.014646447901918602,-0.15035298746186584,-0.09292206967366459,3886,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2017,-0.11682192554822161,0.018133490163605617,-0.15237512779789947,-0.08126872329854379,3525,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2018,-0.139301163618474,0.02317966873900386,-0.18474944179030378,-0.09385288544664423,3245,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2019,-0.12822103578696037,0.021665488146341956,-0.1707030351675152,-0.08573903640640555,2793,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2020,-0.08310414340936245,0.018038761602979476,-0.11848091855855108,-0.047727368260173826,1998,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2021,-0.10358447926678678,0.025290748620638008,-0.15318222743993082,-0.053986731093642736,2087,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2022,-0.12038320784317268,0.029415754506414864,-0.17808361669287595,-0.0626827989934694,1501,ER Visits (count)
MEPS,er_visits,ER Visits (count),30-39,2023,-0.13943247647857815,0.039499908477498534,-0.21691948173475778,-0.06194547122239846,1369,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2000,-0.10317638759415715,0.013245611026544443,-0.12914711591294387,-0.07720565927537044,3207,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2001,-0.09093698954770314,0.011546367192877372,-0.11357374469526774,-0.06830023440013855,4357,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2002,-0.10830013712783955,0.012060338737574219,-0.13194370390820842,-0.08465657034747066,4990,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2003,-0.10203338191545379,0.010236786105057303,-0.12210284036511215,-0.08196392346579542,4244,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2004,-0.11287602197722438,0.015221562261673276,-0.1427183624852972,-0.08303368146915158,4189,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2005,-0.10065947229125013,0.011602915431543806,-0.12340746773604899,-0.07791147684645126,4112,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2006,-0.11106582154859423,0.01172424284509146,-0.13405166633037074,-0.08807997676681772,4123,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2007,-0.09628505443164875,0.011786103265979099,-0.11939299465550164,-0.07317711420779585,3681,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2008,-0.14664206466827134,0.016888856709944566,-0.1797537925675623,-0.11353033676898042,3940,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2009,-0.1279920427589003,0.014259849794044242,-0.15594849201967018,-0.10003559349813042,4421,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2010,-0.10899035973227554,0.012135037764912168,-0.13278203188110674,-0.08519868758344436,3875,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2011,-0.11338566391465829,0.014420783195923043,-0.14165838996164148,-0.0851129378676751,4023,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2012,-0.09907094812057265,0.018009439198295944,-0.13437839931898185,-0.06376349692216346,4454,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2013,-0.13430611009530455,0.018581075580631403,-0.17073524139636123,-0.09787697879424787,4050,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2014,-0.15654695722255116,0.02003639340232588,-0.19583083328469753,-0.1172630811604048,3586,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2015,-0.157473986141913,0.02524494232735726,-0.20696953649133104,-0.10797843579249494,3661,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2016,-0.1286009917281081,0.015110776140264464,-0.15822724189162612,-0.09897474156459007,3709,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2017,-0.12987120017271694,0.014665800842551528,-0.1586258779330894,-0.10111652241234446,3402,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2018,-0.13616390242841928,0.01672874006433352,-0.16896502939784025,-0.10336277545899829,2965,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2019,-0.13769687538645656,0.02070716358057627,-0.17830048050634217,-0.09709327026657094,2686,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2020,-0.1073402706533716,0.015209459095919638,-0.137168459585527,-0.07751208172121617,1986,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2021,-0.1105168011821501,0.020816918121851637,-0.15134119733451634,-0.06969240502978381,2062,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2022,-0.12232064451431719,0.02119301012584454,-0.16389381703317382,-0.08074747199546056,1414,ER Visits (count)
MEPS,er_visits,ER Visits (count),40-49,2023,-0.14564168995147073,0.02635333233667722,-0.19734215923864729,-0.09394122066429414,1282,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2000,-0.08881620660695617,0.014190610513410423,-0.11664316382853981,-0.06098924938537252,2430,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2001,-0.0697803014066788,0.009551224250141127,-0.08850713713092148,-0.05105346568243614,3345,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2002,-0.10499388539694726,0.011771528240958838,-0.12807282113723661,-0.08191494965665794,3901,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2003,-0.10459094262452269,0.014489887493005428,-0.13300118397954133,-0.07618070126950405,3251,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2004,-0.11021552808090224,0.012461226799242968,-0.13464781220313354,-0.08578324395867096,3390,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2005,-0.0916686135333599,0.010441501394730495,-0.11214059164755175,-0.07119663541916804,3536,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2006,-0.11756529605366652,0.011621825233718122,-0.1403511127598332,-0.09477947934749985,3700,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2007,-0.12279081545086128,0.0149200421013059,-0.15204410781250277,-0.0935375230892198,3359,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2008,-0.07416050230680904,0.011270861191177997,-0.09625855909717958,-0.0520624455164385,3533,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2009,-0.09704580702324256,0.011502008879799323,-0.11959605280871566,-0.07449556123776947,4062,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2010,-0.12969719371655486,0.013023849537970908,-0.15523187728803647,-0.10416251014507327,3678,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2011,-0.09917186776445341,0.01434888656321514,-0.12730385038537584,-0.071039885143531,3924,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2012,-0.116721696143064,0.012074472044388392,-0.14039376946182586,-0.09304962282430218,4381,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2013,-0.13265863017540747,0.015580431766817632,-0.1632050164530576,-0.10211224389775733,3977,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2014,-0.1348163478892368,0.01853250219058682,-0.17115115617325943,-0.09848153960521415,3738,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2015,-0.1423673376267569,0.01747461566930426,-0.17662764792951724,-0.10810702732399657,3880,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2016,-0.11666201410710308,0.013251809724319174,-0.14264343852651293,-0.09068058968769324,3766,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2017,-0.1371962872517761,0.013962501103474013,-0.16457171302216067,-0.10982086148139153,3517,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2018,-0.14646752431205928,0.014320196712169053,-0.17454516785000948,-0.11838988077410909,3216,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2019,-0.1915468503597271,0.021418705806439155,-0.23354404375261817,-0.14954965696683603,2940,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2020,-0.17961042980797756,0.02776963089801175,-0.2340658343341522,-0.1251550252818029,2362,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2021,-0.13539714937036473,0.017570832984984023,-0.16985259622141127,-0.1009417025193182,2420,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2022,-0.07333727264198228,0.020925527688874426,-0.11437874541755294,-0.03229579986641162,1764,ER Visits (count)
MEPS,er_visits,ER Visits (count),50-59,2023,-0.1237248621384367,0.022012291429413605,-0.16690220591553312,-0.08054751836134026,1537,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2000,-0.07738686798491674,0.016080136370540857,-0.10892798564954023,-0.045845750320293255,1552,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2001,-0.11479144793921221,0.024188700139417263,-0.16222697261187893,-0.06735592326654545,2165,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2002,-0.10378047783074404,0.014953893695440191,-0.133103677211433,-0.07445727845005506,2518,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2003,-0.10870436444554862,0.015283686888720246,-0.13867699275976972,-0.07873173613132751,2117,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2004,-0.1310260049751545,0.021997377408108802,-0.1741648063052025,-0.08788720364510647,2113,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2005,-0.12156102356481589,0.016463091365452473,-0.1538460640947351,-0.08927598303489667,2176,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2006,-0.11491295523152775,0.017141279974702387,-0.1485267453760562,-0.0812991650869993,2327,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2007,-0.10523468157661209,0.015677972493821715,-0.1359795185705631,-0.07448984458266107,2247,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2008,-0.1172687544723485,0.018914937440179466,-0.15436080231576008,-0.08017670662893692,2310,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2009,-0.09663582003499355,0.013486730677894899,-0.12308126540582137,-0.07019037466416572,2683,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2010,-0.10479765766986922,0.01322849662895337,-0.13073746883989928,-0.07885784649983914,2527,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2011,-0.09949850848101663,0.018157223577244162,-0.13510171130725768,-0.06389530565477558,2747,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2012,-0.10214793361049693,0.014225936337412131,-0.13004096730367734,-0.07425489991731651,3154,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2013,-0.11756967550961417,0.016396958548684015,-0.14972020832070618,-0.08541914269852216,2976,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2014,-0.1182144415520179,0.014403324495636298,-0.14645697402646135,-0.08997190907757442,2729,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2015,-0.14768152145307928,0.016162359487122004,-0.17937283873693588,-0.11599020416922268,2807,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2016,-0.11048795881961004,0.014487553688458037,-0.13889458377607847,-0.08208133386314162,2981,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2017,-0.14067574613863082,0.01535659214412855,-0.17078598471670553,-0.11056550756055611,3072,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2018,-0.18956179900186723,0.01846205746530035,-0.22576051423960833,-0.1533630837641261,3189,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2019,-0.15031190801859012,0.016429649790096746,-0.18252615116465537,-0.11809766487252488,3067,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2020,-0.13236857790084758,0.020653003355782167,-0.17286520115064108,-0.09187195465105406,2806,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2021,-0.1370925843403264,0.015346493098835436,-0.16718326596489974,-0.10700190271575305,3010,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2022,-0.14769608368802828,0.018741109099980467,-0.1844476042290663,-0.11094456314699022,2269,ER Visits (count)
MEPS,er_visits,ER Visits (count),60-69,2023,-0.18308292012626876,0.027298696014265367,-0.2366194752902111,-0.1295463649623264,2021,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2000,-0.1520287357297557,0.031572927247384974,-0.2139716380819174,-0.09008583337759399,1229,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2001,-0.12007824484734024,0.01940783547278304,-0.1581453268722582,-0.08201116282242227,1623,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2002,-0.12763140161242892,0.025373006437898162,-0.17739443951686126,-0.07786836370799655,1835,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2003,-0.15656860962021624,0.025284809471271846,-0.20616239322356614,-0.10697482601686634,1648,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2004,-0.15218093154818152,0.021036641637959954,-0.19344244324874046,-0.11091941984762255,1642,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2005,-0.17382169519952734,0.023152659413615308,-0.2192356971044982,-0.12840769329455648,1545,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2006,-0.1319644544183031,0.02209931975989256,-0.17531230580221602,-0.08861660303439017,1546,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2007,-0.12820649750289526,0.036998657983565136,-0.2007865630645616,-0.05562643194122889,1374,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2008,-0.11702222447136158,0.02024739079798954,-0.15674207145947494,-0.07730237748324822,1349,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2009,-0.13248451824225993,0.02715392987970864,-0.18575029531121823,-0.07921874117330163,1433,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2010,-0.1199174451107605,0.020983060878667983,-0.16107925329496156,-0.07875563692655944,1395,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2011,-0.14006034862012048,0.026637420315248284,-0.1923105038021881,-0.08781019343805288,1516,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2012,-0.07447143106268783,0.023771319935236148,-0.12109756717704662,-0.027845294948329054,1605,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2013,-0.11135643123218636,0.02103732283712399,-0.1526235362093969,-0.0700893262549758,1441,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2014,-0.19034818511470686,0.03363223433367105,-0.2563212984185143,-0.12437507181089942,1450,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2015,-0.17615077269287233,0.030804979653165736,-0.23657318819343637,-0.11572835719230831,1600,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2016,-0.16609344307882723,0.02314846864317825,-0.21149520770801436,-0.1206916784496401,1741,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2017,-0.17109799341576143,0.0313582594838579,-0.23259792287643927,-0.10959806395508356,1917,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2018,-0.1381680096538248,0.022959550296336423,-0.18319363169006897,-0.09314238761758066,2120,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2019,-0.15302969759450227,0.0257421281725056,-0.20351297436620663,-0.10254642082279794,2064,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2020,-0.14533813376532517,0.028466944067580057,-0.20116505641568322,-0.08951121111496711,2066,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2021,-0.13500345937483352,0.021191050706200542,-0.17655793028900812,-0.09344898846065891,2423,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2022,-0.13325577099665717,0.02532444931622933,-0.18292361165449542,-0.08358793033881892,1833,ER Visits (count)
MEPS,er_visits,ER Visits (count),70-79,2023,-0.17151529946932936,0.031036845742780643,-0.23239268253095546,-0.11063791640770326,1594,ER Visits (count)
MEPS,er_visits,ER Visits (count),80-89,2000,-0.06252185031141692,0.031408160852804325,-0.12421598530398678,-8.277153188470873e-4,554,ER Visits (count)
MEPS,er_visits,ER Visits (count),80-89,2001,-0.11445075060006961,0.033531843613066506,-0.180265561541327,-0.048635939658812216,853,ER Visits (count)
