component,variance,pct_of_total,sd
cohort_4yr,0.013113159024314452,1.3534512469211315,0.11451270245834937
period_4yr,0.003476747810643318,0.35884630475542634,0.058963953485526376
Residual,0.9522783146207194,98.28770244832344,0.9758474853278659
Total,0.9688682214556772,100,0.9843110389788774
