variable,survey,n_obs,cohort_pct,period_pct,residual_pct
SRH,MEPS,100003,1.3534512469211315,0.35884630475542634,98.28770244832344
Education (4-cat),MEPS,99319,7.526241992562831,0.7064537541619693,91.7673042532752
K6 Distress,MEPS,74223,1.7810097430194678,1.045511492452824,97.17347876452772
