component,variance,pct_of_total,sd
cohort_4yr,0.08984930184408121,7.526241992562831,0.29974873118010226
period_4yr,0.00843374112329982,0.7064537541619693,0.09183540234190636
Residual,1.095530575208425,91.7673042532752,1.0466759647610262
Total,1.1938136181758061,100,1.0926177822897658
