component,variance,pct_of_total,sd
cohort_4yr,0.3373219126275568,1.7810097430194678,0.5807942085003576
period_4yr,0.1980190943314918,1.045511492452824,0.4449933643679328
Residual,18.404584164683857,97.17347876452772,4.290056429079209
Total,18.939925171642905,100,4.352002432403147
