"period","age_slope","interaction","ci_10","ci_90","significant"
"2003",-0.00950507251490331,0,-0.0104436292373469,-0.00856301992184405,"ref"
"2007",-0.00888466397191408,0.000620408542989227,-0.000856681636905843,0.00207102972606061,""
"2011",-0.00757739164752071,0.0019276808673826,0.000564374509921112,0.00330735518752115,"*"
"2015",-0.00408468133528028,0.00542039117962303,0.00413320516357365,0.00673329268972092,"*"
"2019",-0.00280144849119245,0.00670362402371086,0.00553683072707817,0.0078418858835544,"*"
"2023",-0.0031076442476641,0.00639742826723921,0.00502544904708841,0.00777305552398523,"*"
