"component","variance","pct_of_total","sd"
"cohort_4yr",0.00997051265684765,1.54225492897789,0.0998524544357706
"period_4yr",0.00280297458584551,0.433568615737233,0.0529431259546082
"Residual",0.633715784375683,98.0241764552849,0.796062676160416
"Total",0.646489271618376,100,0.804045565635665
