"metric","original_with_lnWt","sensitivity_no_lnWt","difference"
"Age (linear)",-0.0367,-0.0281984045337342,0.00850159546626576
"Period var %",0.264242680477751,1.19435502624815,0.930112345770395
"Cohort var %",1.71229256949582,0.398411656830242,-1.31388091266558
"Residual var %",98.0234647500264,98.4072333169216,0.383768566895185
"Original lnWt coef",0.2072,NA,NA
