"survey","status","n_obs","elapsed_min","period_var_pct","cohort_var_pct"
"nhis","success",99742,319.094591681163,0.0791555439883838,0.485946701169477
"meps","success",99950,337.347442877293,1.5873955310413,0.325915387032399
