"component","variance","pct_of_total","sd"
"cohort_4yr",0.0152623757380227,2.28833532358987,0.123540988089066
"period_4yr",0.000752798809774039,0.1128694600062,0.0274371793334162
"Residual",0.65094895351013,97.5987952164039,0.806814076172528
"Total",0.666964128057927,100,0.816678717769679
