survey,year,coefficient,se,t_value,p_value,ci_lower,ci_upper,marginal_effect,marginal_se,n_unweighted
NHANES,2001.5,-0.011106,0.002112,-5.258098,1.21e-4,-0.015636,-0.006576,-0.027509,0.005232,5136
NHANES,2003.5,-0.01557,0.00227,-6.858544,8e-6,-0.020439,-0.010701,-0.038104,0.005556,4845
NHANES,2005.5,-0.009812,0.002058,-4.767454,3e-4,-0.014226,-0.005398,-0.024228,0.005082,4878
NHANES,2007.5,-0.010129,0.002136,-4.742168,2.62e-4,-0.014681,-0.005576,-0.024834,0.005237,5503
NHANES,2009.5,-0.003717,0.002953,-1.258358,0.227497,-0.010012,0.002579,-0.009147,0.007269,5617
NHANES,2011.5,-0.010124,0.002588,-3.911746,0.001243,-0.015611,-0.004638,-0.02489,0.006363,4990
NHANES,2013.5,-0.005722,0.002399,-2.385405,0.031743,-0.010868,-5.77e-4,-0.013738,0.005759,5443
NHANES,2015.5,-0.004238,0.002489,-1.702392,0.110772,-0.009577,0.001101,-0.010276,0.006036,5214
NHANES,2017.5,-0.003886,0.003491,-1.11322,0.284363,-0.011373,0.003601,-0.009382,0.008428,5135
