"period_4yr","srh_young","srh_old","gradient","n_total"
"1991",3.94816226718547,2.94237960918954,1.00578265799593,3854
"1995",3.73477647238955,2.79459889895163,0.940177573437921,9686
"1999",3.72966859749626,2.96868965947974,0.760978938016519,14831
"2003",3.76691852358214,2.92308737086185,0.84383115272029,23582
"2007",3.71383517532554,2.9504220622811,0.763413113044443,31758
"2011",3.76823957583326,3.02351497344791,0.744724602385344,35611
"2015",3.79664458900198,3.06331952019093,0.733325068811051,32996
"2019",3.75303419469911,3.09317652016805,0.659857674531054,30944
"2023",3.56668308550861,3.05614052674052,0.510542558768093,16772
