"component","variance","pct_of_total","sd"
"psu:strata",0.0723163861452561,6.17534663634852,0.268917061833674
"strata",0.027575147489356,2.35473733370981,0.166057663145535
"cohort_4yr",0.0221115682117,1.88818337943827,0.148699590489349
"period_4yr",0.00349545188205061,0.298488740559879,0.0591223467231352
"Residual",1.04555127397842,89.2832439099435,1.02252201637834
"Total",1.17104982770679,100,1.0821505568574
