"component","variance","pct_of_total","sd"
"cohort_4yr",0.0109189348567041,0.830416524234843,0.104493707258878
"age_group",0.24710893430394,18.793347979914,0.497100527362363
"period_4yr",0.000503708160406159,0.0383084600542684,0.0224434435950938
"Residual",1.05634289085803,80.3379270357968,1.0277854303589
"Total",1.31487446817908,100,1.14667975833669
