"period","estimate","std_error","ci_lower_90","ci_upper_90"
1995,-0.010265641476121,0.0140066356087525,-0.0362136788552357,0.00905144441144968
1999,-0.0106464957855759,0.012334974778603,-0.0327098898838626,0.00680049791981423
2003,-0.00982585172319393,0.0106702262833893,-0.0285079709253304,0.00520754703372357
2007,-0.0101504093625169,0.00990535079949675,-0.0270980531976499,0.00441116906354815
2011,-6.60391028175777e-05,0.00972766621639472,-0.0151451682089351,0.0159716825397848
2015,0.0101931873619912,0.010641460147676,-0.00484069398423415,0.0285491896481692
2019,0.0297941717637074,0.0136359292263233,0.00923372288936146,0.0534864603586558
2023,0.00186004026827865,0.0129542503890578,-0.0169227057601694,0.0247703127197577
NA,0.000503708160406159,0.000887466051671189,5.45071789031937e-05,0.00151566306447431
