"component","variance","pct_of_total","sd"
"cohort_4yr",0.00500674694566601,0.391828439792304,0.0707583701456302
"age_group",0.198420773431879,15.5284265252302,0.445444467281702
"period_4yr",0.00121141293535701,0.0948052788679561,0.0348053578541726
"Residual",1.0731516600192,83.9849397561095,1.03593033550486
"Total",1.2777905933321,100,1.13039399915786
