"age","estimate","ci_lower_90","ci_upper_90","model","estimate_centered","ci_lower_centered","ci_upper_centered"
68,2.8202405652138,2.79457593284474,2.84584944806791,"M3: Cohort Smooth",-0.485329763724506,-0.458874908445265,-0.511857674603391
69,2.81557895658079,2.78950569734904,2.84150670052502,"M3: Cohort Smooth",-0.489991372357523,-0.463945143940968,-0.516200422146282
70,2.81079359153894,2.78436449732428,2.83717520068846,"M3: Cohort Smooth",-0.494776737399369,-0.469086343965724,-0.520531921982836
71,2.80589065790871,2.77919049867206,2.83270353290502,"M3: Cohort Smooth",-0.4996796710296,-0.474260342617951,-0.525003589766277
72,2.80087634351053,2.77386263039592,2.82793839368598,"M3: Cohort Smooth",-0.504693985427778,-0.479588210894085,-0.529768728985323
73,2.79575683616485,2.76856333407378,2.82316255193049,"M3: Cohort Smooth",-0.509813492773459,-0.48488750721623,-0.53454457074081
74,2.79053832369211,2.76306867828013,2.81829173527146,"M3: Cohort Smooth",-0.515032005246203,-0.490382163009875,-0.53941538739984
75,2.78522699391274,2.75728897657176,2.81329456370341,"M3: Cohort Smooth",-0.520343335025568,-0.496161864718243,-0.544412558967893
76,2.7798290346472,2.7515431589738,2.80843732063,"M3: Cohort Smooth",-0.525741294291112,-0.501907682316203,-0.549269802041295
77,2.77435063371592,2.74554448506145,2.80346001231437,"M3: Cohort Smooth",-0.531219695222394,-0.507906356228558,-0.554247110356928
78,2.76879797893934,2.73923499807162,2.79859123432951,"M3: Cohort Smooth",-0.536772349998974,-0.514215843218389,-0.559115888341791
79,2.7631772581379,2.73244887328691,2.79425935921186,"M3: Cohort Smooth",-0.542393070800409,-0.521001968003097,-0.563447763459443
80,2.75749465913205,2.72553858260812,2.78984977413131,"M3: Cohort Smooth",-0.548075669806258,-0.527912258681882,-0.567857348539993
81,2.75175636974223,2.71833570655646,2.78524696431605,"M3: Cohort Smooth",-0.553813959196079,-0.535115134733545,-0.572460158355253
82,2.74596857778888,2.71122224805036,2.7810188743225,"M3: Cohort Smooth",-0.559601751149432,-0.54222859323965,-0.576688248348804
83,2.74013747109243,2.70372211888403,2.77690088071108,"M3: Cohort Smooth",-0.565432857845875,-0.549728722405981,-0.580806241960224
84,2.73426923747334,2.69547073613375,2.77291410870043,"M3: Cohort Smooth",-0.571301091464966,-0.557980105156261,-0.58479301397087
85,2.72837006475205,2.68757503788884,2.76927133111021,"M3: Cohort Smooth",-0.577200264186264,-0.565875803401162,-0.58843579156109
86,2.72244614074898,2.67924024033744,2.7657450916819,"M3: Cohort Smooth",-0.583124188189328,-0.57421060095257,-0.591962030989401
87,2.71650365328459,2.67069657783474,2.76220758165595,"M3: Cohort Smooth",-0.589066675653716,-0.582754263455271,-0.595499541015351
88,2.71054879017932,2.66182485277618,2.75877321460857,"M3: Cohort Smooth",-0.595021538758986,-0.591625988513825,-0.598933908062727
