"component","variance","pct_of_total","sd"
"psu:strata",0.00775746873409751,0.717572203926774,0.0880764936523787
"strata",0.0273847992583822,2.53311633362525,0.165483531683313
"cohort_4yr",0.00415739184910821,0.384562147010554,0.0644778399848212
"period_4yr",0.000591014342507406,0.0546693101631574,0.0243107865464572
"Residual",1.04118084609585,96.3100800052743,1.02038269590181
"Total",1.08107152027995,100,1.03974589216786
