component,variance,pct_of_total,sd
cohort_4yr,2.457067920681354e-4,0.05893110661285883,0.015675037227009556
period_4yr,0.006056973577551142,1.452724007527449,0.07782656087449286
Residual,0.4106363628461786,98.48834488585969,0.640809146974494
Total,0.4169390432157979,100,0.6457081718669804
