component,variance,pct_of_total,sd
cohort_4yr,0.6691124341487471,6.414688002661971,0.8179929303782197
period_4yr,1.0466941691432647,10.034511670376364,1.0230807246465279
Residual,8.715136162296563,83.55080032696166,2.952140945533692
Total,10.430942765588576,100,3.2296970083257928
