start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged
2014,2014,1,1,40-49,-1.0330220647070758,0.35592969104241984,0.26508314635273644,0.47791022065573385,6.394590121939366e-12,14090,45,TRUE
2014,2014,1,1,50-59,-0.8342762202479784,0.4341886246691139,0.3342438721165281,0.5640186029389123,4.0944688287561867e-10,14727,82,TRUE
2014,2014,1,1,60-69,-0.7343421180135198,0.47982102076860095,0.3907852027178888,0.5891426040960561,2.3464648790558762e-12,11204,131,TRUE
2014,2014,1,1,70-79,-0.6497609400661035,0.5221705919084555,0.43365059779022924,0.6287599473941512,7.0894455106570926e-12,6324,169,TRUE
2014,2014,1,1,80-89,-0.4645098581021346,0.628443055985843,0.5488890495467923,0.7195273342452737,1.7381997078004077e-11,3503,274,TRUE
1986,1987,2,2,18-29,-0.45241153875471274,0.6360923392029211,0.4711798069230926,0.8587241177308904,0.003129964050263189,34187,64,TRUE
1986,1987,2,2,30-39,-0.676523418952449,0.5083813525931843,0.4041377888271316,0.6395135689105955,7.549730867568409e-9,28773,89,TRUE
1986,1987,2,2,40-49,-0.6654384859126535,0.5140480754419153,0.4265028669950126,0.6195630658413066,2.8320873614569224e-12,20656,118,TRUE
1986,1987,2,2,50-59,-0.6770355301808682,0.5081210714463397,0.4491097157967737,0.5748863009781963,6.004472493964731e-27,16614,297,TRUE
1986,1987,2,2,60-69,-0.5654662396878223,0.5680952164654531,0.5223004158539801,0.6179052613681175,1.0462376638309848e-39,15559,624,TRUE
1986,1987,2,2,70-79,-0.515716387553964,0.5970727059141377,0.5528564191405321,0.6448253177594231,2.0147915283988392e-39,9728,793,TRUE
1986,1987,2,2,80-89,-0.32589816942141037,0.7218786930140755,0.6639013997393648,0.7849190371225114,2.3609216426245587e-14,3532,561,TRUE
1987,1988,2,2,18-29,-0.3565360573257612,0.7000972273807143,0.5480851284594964,0.8942700729059916,0.004307760594801481,43996,92,TRUE
1987,1988,2,2,30-39,-0.7111508392403847,0.49107871947575843,0.4084143107520033,0.5904746782205348,3.9717180381274414e-14,38413,123,TRUE
1987,1988,2,2,40-49,-0.8265096548795893,0.43757390800041573,0.3787944060545751,0.5054745315725967,2.909608540363085e-29,28466,180,TRUE
1987,1988,2,2,50-59,-0.6310305013283601,0.5320432471397742,0.48014157758208337,0.5895553104409962,1.953371318825778e-33,21658,348,TRUE
1987,1988,2,2,60-69,-0.5753696015385785,0.5624969306511773,0.5236744038433057,0.6041975599148621,5.113134703943617e-56,20887,813,TRUE
1987,1988,2,2,70-79,-0.5154877699486174,0.5972092228508745,0.5616659758246905,0.635001711354272,6.472600198094876e-61,13259,1082,TRUE
1987,1988,2,2,80-89,-0.34925250161868915,0.7052150398477551,0.6594346499863445,0.7541736735213558,2.0135759324133273e-24,4804,749,TRUE
1988,1989,2,2,18-29,-0.34102875177790576,0.711038464292504,0.5559125535608109,0.9094518453757814,0.0066112978166837436,41978,82,TRUE
1988,1989,2,2,30-39,-0.6589597616536522,0.5173892628075218,0.43235218471946435,0.6191518366958295,6.338772819700386e-13,38061,136,TRUE
1988,1989,2,2,40-49,-0.8877915161938511,0.4115636815361814,0.3537811630487339,0.47878372748829,1.2932136697225304e-30,28866,177,TRUE
1988,1989,2,2,50-59,-0.5776485155218583,0.5612165080709763,0.5071707740334991,0.6210215277715838,5.055359073574269e-29,21074,310,TRUE
1988,1989,2,2,60-69,-0.5721441213155433,0.5643141825560353,0.5252958832311609,0.6062307107283181,3.2732201685201654e-55,20005,771,TRUE
1988,1989,2,2,70-79,-0.4986602834151862,0.6073437834527096,0.5708511236879638,0.6461693005272598,4.824510636961721e-56,13246,1034,TRUE
1988,1989,2,2,80-89,-0.38101112529693804,0.6831702891052952,0.6392074267873683,0.7301567916097871,3.003762151748329e-29,4813,729,TRUE
1989,1990,2,2,18-29,-0.2764577764005165,0.758465643605129,0.5972419300944665,0.963211227380421,0.023367116174855637,40939,80,TRUE
1989,1990,2,2,30-39,-0.5410842053099576,0.5821167760112685,0.48326041693870236,0.7011953163065183,1.2114466079181353e-8,38237,130,TRUE
1989,1990,2,2,40-49,-0.7372406153268818,0.4784322744400309,0.40747704643810795,0.5617431539438345,2.2324005607359392e-19,29219,151,TRUE
1989,1990,2,2,50-59,-0.6280823403741256,0.5336141107084914,0.4812550190637696,0.591669713286634,9.339758091720838e-33,20868,325,TRUE
1989,1990,2,2,60-69,-0.5888208052867095,0.5549813300857213,0.5176464747283138,0.5950089332789759,1.1210196099620801e-61,19275,750,TRUE
1989,1990,2,2,70-79,-0.5158445619558802,0.5969961813815046,0.5586856165907456,0.6379338039145824,1.80613474782238e-52,12984,951,TRUE
1989,1990,2,2,80-89,-0.3640872815149,0.6948305462335281,0.6511067257772752,0.7414905557961192,4.802537745830662e-28,4901,773,TRUE
1990,1991,2,2,18-29,-0.3592407656376745,0.698206227045625,0.5550128718994076,0.8783434766421803,0.00215742558386772,40203,84,TRUE
1990,1991,2,2,30-39,-0.6920723709120519,0.5005376937313891,0.40852917703052816,0.6132682729469184,2.4218906023961083e-11,38883,112,TRUE
1990,1991,2,2,40-49,-0.6561878681642015,0.5188254002270574,0.4497607074455329,0.5984955810159663,2.194859062294097e-19,30184,174,TRUE
1990,1991,2,2,50-59,-0.7092337734855512,0.4920210526405122,0.44463224788275196,0.5444605455277608,7.107815262824532e-43,21159,348,TRUE
1990,1991,2,2,60-69,-0.645175675461913,0.5245703798677188,0.4885599608586631,0.5632350284107066,9.96263851324685e-71,19430,729,TRUE
1990,1991,2,2,70-79,-0.5017950914435113,0.605442858358714,0.5672190780295645,0.6462424642184973,2.1600978154998492e-51,13297,952,TRUE
1990,1991,2,2,80-89,-0.3790659423138326,0.6845004736329575,0.6404645200784811,0.7315641752431958,5.528038270854685e-29,4999,809,TRUE
1991,1992,2,2,18-29,-0.5215619333027072,0.593592671356508,0.46559295122706384,0.7567817737780085,2.567184561232753e-5,40681,92,TRUE
1991,1992,2,2,30-39,-0.7923265727499331,0.4527901197144124,0.3793188164507338,0.5404922814780003,1.769841248361463e-18,40113,124,TRUE
1991,1992,2,2,40-49,-0.6258054038053227,0.5348305004864515,0.4666318668641398,0.6129964208678231,2.43350160421062e-19,31942,198,TRUE
1991,1992,2,2,50-59,-0.6989532832961369,0.49710536005208655,0.45047816611564484,0.5485587484146272,5.591305368019281e-44,21899,347,TRUE
1991,1992,2,2,60-69,-0.6679899175029399,0.5127381886971091,0.47662648808930314,0.5515858994792877,7.281524579614469e-72,19537,710,TRUE
1991,1992,2,2,70-79,-0.5499207330618755,0.5769955452380142,0.5412715770431695,0.6150772982449819,8.302816285091649e-64,13600,997,TRUE
1991,1992,2,2,80-89,-0.3294608478026805,0.7193114472514981,0.6729608801436572,0.7688544362884708,3.178370404783193e-22,5213,867,TRUE
1992,1993,2,2,18-29,-0.6067816990915998,0.5451023525587232,0.4209368947202603,0.7058933975424535,4.208206654807753e-6,38363,82,TRUE
1992,1993,2,2,30-39,-0.6508779119047615,0.5215876676778991,0.44079180781758986,0.6171931743029417,3.4638384795638033e-14,38567,129,TRUE
1992,1993,2,2,40-49,-0.6712405062070923,0.5110741936796391,0.44177174715527745,0.5912483836443388,1.7446423846708633e-19,31438,187,TRUE
1992,1993,2,2,50-59,-0.6254673907699865,0.5350113107236985,0.48089852800171745,0.5952130978476764,1.3732355808528528e-30,21019,324,TRUE
1992,1993,2,2,60-69,-0.6060043145024999,0.5455262714797539,0.5079595421646652,0.5858712912575417,3.183697035960943e-62,18362,696,TRUE
1992,1993,2,2,70-79,-0.5778224185809319,0.56111891928916,0.5254441908978792,0.5992157626601818,1.318205024602579e-66,12896,955,TRUE
1992,1993,2,2,80-89,-0.2984707964704409,0.7419519491494013,0.6953344057830789,0.7916948884855428,1.9702834438018086e-19,5058,859,TRUE
1993,1994,2,2,18-29,-0.45291355970879044,0.6357730876620994,0.46149677975734893,0.8758618407000116,0.00559067720958469,34795,63,TRUE
1993,1994,2,2,30-39,-0.7513837143242132,0.4717133843791335,0.3944551283876362,0.5641034961617972,1.8190309911568795e-16,36404,124,TRUE
1993,1994,2,2,40-49,-0.7680086505737191,0.46393600776165184,0.4036721989332562,0.533196538841673,2.8254492662893555e-27,30497,185,TRUE
1993,1994,2,2,50-59,-0.6718584048819786,0.5107584991562542,0.45777720808576866,0.5698716315546057,2.6523199142619363e-33,20350,308,TRUE
1993,1994,2,2,60-69,-0.589567223618703,0.5545672364098123,0.5139332979007225,0.5984138816368846,4.415004003101282e-52,17373,635,TRUE
1993,1994,2,2,70-79,-0.5445862341019077,0.5800817517380278,0.543467714489865,0.6191625182653497,3.0804876408044363e-60,12704,976,TRUE
1993,1994,2,2,80-89,-0.3245146851964784,0.72287809196511,0.6777149532933836,0.7710509164712267,6.27152069201204e-23,4897,793,TRUE
1994,1995,2,2,18-29,-0.2572898995504096,0.7731440471624461,0.5816696212202072,1.0276481629017913,0.07637487932483526,33159,78,TRUE
1994,1995,2,2,30-39,-0.90149782641496,0.40596114480335793,0.3386414253790923,0.486663587910317,1.9396531166032458e-22,34710,122,TRUE
1994,1995,2,2,40-49,-0.7669281339883951,0.46443756923651497,0.4050301110578106,0.5325585674481745,4.630194813007875e-28,29750,182,TRUE
1994,1995,2,2,50-59,-0.6863504565246081,0.5034099370914057,0.45089710661225096,0.5620385694342079,2.718531880299779e-34,19673,296,TRUE
1994,1995,2,2,60-69,-0.6138018769381227,0.5412890378338997,0.49590517874576856,0.5908263011493081,6.000700841842637e-43,16205,566,TRUE
1994,1995,2,2,70-79,-0.5445542569732682,0.5801003013834051,0.5432225333922726,0.6194815917588452,2.2476565052659453e-59,12044,947,TRUE
1994,1995,2,2,80-89,-0.34272124655144454,0.7098360532321508,0.6636887408565895,0.7591920601483777,1.6394184239508744e-23,4682,739,TRUE
1995,1996,2,2,18-29,-0.37632213188744223,0.6863811921570135,0.48469024952471973,0.9720004506153277,0.03401069731148636,25492,73,TRUE
1995,1996,2,2,30-39,-0.7494651069027294,0.47261928593605235,0.3793894467508793,0.5887591005802965,2.3056547250480037e-11,26044,91,TRUE
1995,1996,2,2,40-49,-0.6985515413913965,0.4973051082272102,0.4163406340133296,0.5940144930964371,1.3108849989756561e-14,23051,142,TRUE
1995,1996,2,2,50-59,-0.6450674615916644,0.5246271487302758,0.4608006178659074,0.5972944360611767,1.9137405623360684e-22,14821,239,TRUE
1995,1996,2,2,60-69,-0.652242011771225,0.5208766550664273,0.46856599621304124,0.5790272704078878,1.3677477453896205e-33,11650,396,TRUE
1995,1996,2,2,70-79,-0.5537784153094958,0.5747739675915903,0.5291339356102235,0.6243506446812659,2.5704583698585565e-39,8619,660,TRUE
1995,1996,2,2,80-89,-0.3417197377651456,0.7105473163849922,0.6524687100509676,0.7737957101153182,4.018717026527166e-15,3375,526,TRUE
1996,1997,2,2,18-29,-0.5169448613081693,0.5963396681166059,0.4074706247073358,0.872752483752288,0.0078046447719631925,24676,58,TRUE
1996,1997,2,2,30-39,-0.6966898423800512,0.4982318030012517,0.39573704906219,0.6272724024959009,3.0521554873215605e-9,25239,76,TRUE
1996,1997,2,2,40-49,-0.7055570011215883,0.4938334318605197,0.4173329161757543,0.5843571138789236,2.1042045741652986e-16,23078,152,TRUE
1996,1997,2,2,50-59,-0.6880678963949663,0.502546102798369,0.43807876790711,0.5765004011593184,8.962350566878612e-23,15205,222,TRUE
1996,1997,2,2,60-69,-0.7334248498513903,0.480261347232322,0.4319960417314987,0.5339191551869888,5.853636953996693e-42,11132,380,TRUE
1996,1997,2,2,70-79,-0.5589163181818034,0.5718284082512195,0.5248335422477419,0.62303130833199,2.295684915114401e-37,8492,625,TRUE
1996,1997,2,2,80-89,-0.3122104480891318,0.7318275003224249,0.6748918161878178,0.7935664315110363,4.179286545493956e-14,3651,625,TRUE
1997,1998,2,2,18-29,-0.5835456191115432,0.5579166954179662,0.3999694912607407,0.7782369551361247,5.893627624107707e-4,28430,60,TRUE
1997,1998,2,2,30-39,-0.7647465430051176,0.46545188806196797,0.3793899743744922,0.5710363339401324,2.276428832208316e-13,29038,81,TRUE
1997,1998,2,2,40-49,-0.8903886411401153,0.41049618604150356,0.3511147624324111,0.4799203473737679,5.81029232545326e-29,27026,152,TRUE
1997,1998,2,2,50-59,-0.7443030964251576,0.4750652592806198,0.41791049256153673,0.5400366934843839,5.230395806498379e-30,18590,256,TRUE
1997,1998,2,2,60-69,-0.7932339249434431,0.45237946593806616,0.41318430470083384,0.4952927274199942,5.774231544184989e-66,13162,465,TRUE
1997,1998,2,2,70-79,-0.5751106638273746,0.5626426011779418,0.5217367416352073,0.6067556133158444,1.9977132484326792e-50,10089,716,TRUE
1997,1998,2,2,80-89,-0.36747201951633396,0.6924827025385184,0.647197297234531,0.7409367983520448,1.757446770243185e-26,4657,840,TRUE
1998,1999,2,2,18-29,-0.6992657966689395,0.49695003225165,0.35937394519740723,0.6871932087877408,2.353546499287833e-5,26930,60,TRUE
1998,1999,2,2,30-39,-0.7213331842822339,0.486103757882758,0.3998065109077315,0.5910280522726962,4.696074534295398e-13,26893,89,TRUE
1998,1999,2,2,40-49,-0.9429850881843604,0.38946351548603747,0.3271043658064853,0.463710808386085,3.244008891742007e-26,25775,141,TRUE
1998,1999,2,2,50-59,-0.782266828248846,0.4573680604819397,0.40323855525873176,0.5187637442426372,4.370077494185241e-34,18365,249,TRUE
1998,1999,2,2,60-69,-0.6855683411750595,0.5038038157395104,0.4582502529680237,0.553885749347097,1.2501230524830009e-45,12497,448,TRUE
1998,1999,2,2,70-79,-0.5840191357496082,0.557652575117645,0.5147466801466375,0.6041348230682165,2.2759501863158494e-46,9589,683,TRUE
1998,1999,2,2,80-89,-0.3947183745062111,0.67386979144085,0.6287153345461298,0.7222672501607589,6.833495999650007e-29,4497,795,TRUE
1999,2000,2,2,18-29,-0.7082235430286514,0.49251835844776753,0.3792844074100106,0.639557884977481,1.0761806583208887e-7,27659,61,TRUE
1999,2000,2,2,30-39,-0.8134118009560118,0.4433428852650065,0.3597233139649762,0.5464002645495413,2.3893353987013155e-14,26630,85,TRUE
1999,2000,2,2,40-49,-0.7886559572116432,0.45445519221439795,0.3907048966028311,0.5286074567439369,1.5051717993055816e-24,26282,177,TRUE
1999,2000,2,2,50-59,-0.7735999366207087,0.4613492472328261,0.4096894467454676,0.5195230914857585,2.4870598637767817e-37,18887,260,TRUE
1999,2000,2,2,60-69,-0.5644863100251214,0.5686521826685884,0.5127675322764539,0.630627495891082,1.072651443954426e-26,12333,411,TRUE
1999,2000,2,2,70-79,-0.5968152047504168,0.5505622750191251,0.5090900028476559,0.5954130251599979,1.9144465113976632e-50,9552,698,TRUE
1999,2000,2,2,80-89,-0.41549997035049807,0.6600102126623839,0.6132835333225205,0.7102970439442076,1.3924383278262559e-28,4510,752,TRUE
2000,2001,2,2,18-29,-0.6374286228875853,0.5286500364324532,0.386652561672604,0.7227958346146292,6.495613246786485e-5,28287,54,TRUE
2000,2001,2,2,30-39,-0.8523515955263297,0.42641100578365154,0.3401404145430474,0.5345626043811792,1.4631848470148255e-13,26669,74,TRUE
2000,2001,2,2,40-49,-0.8094614782809643,0.44509769647074576,0.3833562364121684,0.5167829308261533,2.2976300865043676e-26,26803,172,TRUE
2000,2001,2,2,50-59,-0.7045694672783303,0.4943213499655825,0.4378581971272414,0.5580655989427254,4.9498909608867776e-30,19508,290,TRUE
2000,2001,2,2,60-69,-0.671858073538426,0.5107586683928178,0.45899739507828224,0.568357075956634,6.754424082000787e-35,12416,394,TRUE
2000,2001,2,2,70-79,-0.567114984270421,0.5671593442740114,0.5248285915057008,0.6129043405857061,1.4298791190250432e-46,9350,678,TRUE
2000,2001,2,2,80-89,-0.4285700497389258,0.651439955757021,0.6025659398456849,0.7042781343820896,4.737079695176961e-27,4508,725,TRUE
2001,2002,2,2,18-29,-0.4746169660720177,0.6221233051667066,0.4356944566587496,0.8883230000208324,0.009012865043277992,26660,44,TRUE
2001,2002,2,2,30-39,-0.6000065728581727,0.5488080288448338,0.440151994104844,0.6842869203332714,9.811269413644723e-8,25297,79,TRUE
2001,2002,2,2,40-49,-0.7883391422085332,0.4545991932471721,0.3873921187071308,0.5334657483241557,4.534965599324579e-22,25684,137,TRUE
2001,2002,2,2,50-59,-0.6994096892174357,0.4968785299894788,0.43701380949212126,0.5649438717999057,1.2937165313503132e-26,19168,262,TRUE
2001,2002,2,2,60-69,-0.7096025970016511,0.4918396171667736,0.44227488509094637,0.5469589550964769,3.591441913636066e-39,12062,359,TRUE
2001,2002,2,2,70-79,-0.4967026166640316,0.6085339247540255,0.5590593607482188,0.662386793919214,1.6515857264410425e-30,8996,624,TRUE
2001,2002,2,2,80-89,-0.3608091682921782,0.6971120168511251,0.6454819951159307,0.7528717574081403,3.9219828186896505e-20,4450,745,TRUE
2002,2003,2,2,18-29,-0.4029510446187727,0.6683448175980228,0.462853917210584,0.9650664682760086,0.031582107938257456,24863,48,TRUE
2002,2003,2,2,30-39,-0.3802653003893639,0.6836800045786449,0.534070011433419,0.8752005142661479,0.0025454467274415382,23460,69,TRUE
2002,2003,2,2,40-49,-0.7411515712982979,0.4765648010628091,0.40042465009149786,0.5671828883664849,7.139183795068454e-17,24213,111,TRUE
2002,2003,2,2,50-59,-0.7307643650771728,0.4815407764305606,0.4274017963251622,0.5425375404574445,3.1860984028431045e-33,18500,252,TRUE
2002,2003,2,2,60-69,-0.6954743048551896,0.49883779067964673,0.4484612320904031,0.5548732501363435,1.5558813746576416e-37,11627,350,TRUE
2002,2003,2,2,70-79,-0.5669601065817947,0.56724719140494,0.5197485787104875,0.6190865917423237,5.4112757627030295e-37,8551,589,TRUE
2002,2003,2,2,80-89,-0.33201003015889213,0.717480126378683,0.6669654760439502,0.7718206567478302,4.956801121050714e-19,4387,761,TRUE
2003,2004,2,2,18-29,-0.5757197795977907,0.5622999910516648,0.3833075047965046,0.8248763094387128,0.0032330328534462623,24844,52,TRUE
2003,2004,2,2,30-39,-0.545098635377346,0.5797845932472752,0.4432523203197602,0.7583720584348236,6.926787087900285e-5,23021,64,TRUE
2003,2004,2,2,40-49,-0.8051194480073766,0.4470345259867663,0.37304565220042085,0.5356981544898096,2.7480461305823056e-18,24318,108,TRUE
2003,2004,2,2,50-59,-0.7967715307831653,0.4507819530490823,0.3994611133123018,0.5086962470759409,3.457388988162699e-38,19141,250,TRUE
2003,2004,2,2,60-69,-0.8292976112227557,0.4363556700342177,0.391012251332907,0.48695730152173555,1.1863178584364842e-49,12025,361,TRUE
2003,2004,2,2,70-79,-0.6217414594452979,0.5370084444064164,0.49231680255880284,0.5857571138440983,1.1070312562078888e-44,8448,564,TRUE
2003,2004,2,2,80-89,-0.29839413629991723,0.7420088294925441,0.6891571860621994,0.7989136791721755,2.475633650885089e-15,4573,767,TRUE
2004,2005,2,2,18-29,-0.2763098302785718,0.7585778639568069,0.5248511770979596,1.0963877014947998,0.14148001397681814,25631,59,TRUE
2004,2005,2,2,30-39,-0.7730025299232921,0.46162494270593263,0.35151907421162454,0.6062191310846613,2.6966385866721227e-8,23198,56,TRUE
2004,2005,2,2,40-49,-0.7612925321323327,0.46706234360848964,0.39316956380580015,0.5548426249108265,4.560381005302313e-18,25100,124,TRUE
2004,2005,2,2,50-59,-0.7074401954959562,0.4929043226409772,0.4339796394271916,0.5598296537571111,1.2786467336355984e-27,20563,241,TRUE
2004,2005,2,2,60-69,-0.7808517598060696,0.45801572572831256,0.41109411192091766,0.5102928962767241,1.6179300163167114e-45,12831,351,TRUE
2004,2005,2,2,70-79,-0.6450375485237981,0.5246428421724987,0.4796703643809961,0.5738318067617987,3.4385984669873716e-45,8628,531,TRUE
2004,2005,2,2,80-89,-0.2738843881626568,0.7604199837306259,0.7023330657687004,0.82331101843255206,1.4246403337995699e-11,4939,749,TRUE
2005,2006,2,2,18-29,-0.05252920655622148,0.9488266086934207,0.6682664171591254,1.3471751838014148,0.7689827842598306,24135,59,TRUE
2005,2006,2,2,30-39,-0.6889963265077446,0.5020797403894233,0.3575175267372831,0.7050956858256386,6.985936745087036e-5,21149,53,TRUE
2005,2006,2,2,40-49,-0.850568905400071,0.4271718424398936,0.35774343356101596,0.5100744440145554,5.514055835155366e-21,23032,115,TRUE
2005,2006,2,2,50-59,-0.6180317989154871,0.5390042630528334,0.471220868027904,0.6165380510523659,2.0044280893397535e-19,19317,248,TRUE
2005,2006,2,2,60-69,-0.7267780520842557,0.4834641797811319,0.4286039954075522,0.5453463234965542,2.839279247063952e-32,12011,312,TRUE
2005,2006,2,2,70-79,-0.6297264944470505,0.5327374877440856,0.47983959745757343,0.5914668825825147,3.8008037784606314e-32,7743,463,TRUE
2005,2006,2,2,80-89,-0.29371980613162424,0.7454853426044766,0.680941983912594,0.8161464694023772,2.0572121462865324e-10,4431,640,TRUE
2006,2007,2,2,18-29,-0.23016644614893914,0.7944013664503907,0.5389513079973542,1.1709286565482202,0.24491707299108523,22239,35,TRUE
2006,2007,2,2,30-39,-0.7832487324566669,0.45691918926916025,0.3234854033131788,0.6453927855293778,8.783600827333306e-6,19033,53,TRUE
2006,2007,2,2,40-49,-0.9124649318900998,0.4015332510794497,0.3280458446199131,0.4914829874136606,8.95354023438834e-19,20398,99,TRUE
2006,2007,2,2,50-59,-0.8304592236055731,0.4358490881674408,0.376947765925206,0.5039542473215832,3.6146414814516583e-29,17499,229,TRUE
2006,2007,2,2,60-69,-0.7298692681635911,0.48197199505574656,0.42130879211639927,0.5513699413940489,2.065087245780626e-26,11015,276,TRUE
2006,2007,2,2,70-79,-0.5580999486998133,0.5722954221146466,0.509990990448523,0.6422114435498849,2.3071044705279248e-21,6801,385,TRUE
2006,2007,2,2,80-89,-0.3701491429032605,0.6906313201957308,0.6319909260856704,0.7547127668264045,2.9305138172861907e-16,3832,592,TRUE
2007,2008,2,2,18-29,-0.21093576778247988,0.809826082135792,0.5258379212825645,1.2471871212859824,0.3383702641784832,22202,27,TRUE
2007,2008,2,2,30-39,-0.6555112551922163,0.5191765630102966,0.36761698497352907,0.7332204838103265,1.9779847988205023e-4,18750,39,TRUE
2007,2008,2,2,40-49,-0.8577271415870626,0.4241249636485363,0.3447086831897009,0.5218376953123608,5.126600462439196e-16,19968,95,TRUE
2007,2008,2,2,50-59,-0.9088926253487862,0.4029702160503814,0.34768021928161746,0.4670527283928134,1.5073561470941961e-33,17666,218,TRUE
2007,2008,2,2,60-69,-0.6932513509198123,0.4999479175328383,0.4357468075222166,0.5736081502620718,4.7911032957441353e-23,11321,288,TRUE
2007,2008,2,2,70-79,-0.5105518030124095,0.6001643149475434,0.5349745470360004,0.6732978361907282,3.243475413468249e-18,6768,370,TRUE
2007,2008,2,2,80-89,-0.4225475219742855,0.6553751088677285,0.6037098295771071,0.7114618849659268,6.390916951410742e-24,3947,613,TRUE
2008,2009,2,2,18-29,-0.3335394045531489,0.7163836693054139,0.5144464379911151,0.9975879387007283,0.04835235689569196,24538,36,TRUE
2008,2009,2,2,30-39,-0.3420546421859427,0.7103093907909398,0.5330572552807784,0.9465013854469326,0.019524842889148516,20581,43,TRUE
2008,2009,2,2,40-49,-0.7787294158906906,0.4589888248772245,0.3589724460668647,0.5868716211241863,5.300328368610002e-10,22002,102,TRUE
2008,2009,2,2,50-59,-0.8684595605804598,0.4195974160606091,0.36296643733444317,0.48506410911627484,7.934732752203238e-32,19777,228,TRUE
2008,2009,2,2,60-69,-0.7028254304317524,0.49518421683106356,0.43602158396661667,0.5623744732264624,2.5850436333832735e-27,13158,320,TRUE
2008,2009,2,2,70-79,-0.4906002560153632,0.6122587718509332,0.5496976202832408,0.6819400155220972,4.62333406006614e-19,7484,430,TRUE
2008,2009,2,2,80-89,-0.4013349582906661,0.6694257937603337,0.6159723674466854,0.7275178515056361,3.3152221010197333e-21,4513,666,TRUE
2009,2010,2,2,18-29,-0.39447165543589097,0.674036068480326,0.49910841497570824,0.9102724137290429,0.010075731414880645,27553,45,TRUE
2009,2010,2,2,30-39,-0.5624232250957757,0.5698265714320233,0.4458828731470116,0.7282233543043432,6.981728958466484e-6,22875,64,TRUE
2009,2010,2,2,40-49,-0.7217545973172826,0.48589895058006455,0.38531661317867316,0.6127371156595532,1.0662031227654188e-9,24092,117,TRUE
2009,2010,2,2,50-59,-0.846019029225439,0.4291198496635778,0.3795754682500874,0.4851310497599556,1.2602991976509583e-41,21937,261,TRUE
2009,2010,2,2,60-69,-0.7191642034826298,0.48715925185951037,0.43738279640449973,0.5426005289262362,4.4206672963388236e-39,15148,358,TRUE
2009,2010,2,2,70-79,-0.5755684643671625,0.5623850820421122,0.5105013251163605,0.6195419383709201,2.1732011005989345e-31,8313,491,TRUE
2009,2010,2,2,80-89,-0.3727923685143159,0.6888082362748839,0.6379696481799212,0.7436980547800437,1.5780706050985174e-21,5001,751,TRUE
2010,2011,2,2,18-29,-0.3740109968202093,0.6879693463121703,0.49630016332318266,0.9536604185177114,0.02478517804175642,29774,53,TRUE
2010,2011,2,2,30-39,-0.6203883424266885,0.5377355715047625,0.43157305893056763,0.6700129650773081,3.2251955936061495e-8,24556,75,TRUE
2010,2011,2,2,40-49,-0.7363717045228959,0.4788481700742053,0.3942497397534047,0.5815998004889866,1.1344200099146095e-13,25363,132,TRUE
2010,2011,2,2,50-59,-0.8238473125199891,0.43874043170484384,0.38842926526217253,0.4955681346065117,4.087788256861188e-40,23493,267,TRUE
2010,2011,2,2,60-69,-0.8014654285478756,0.4486709868528998,0.4043237783767907,0.49788230425557006,1.78587625578927e-51,16916,426,TRUE
2010,2011,2,2,70-79,-0.6408715292325375,0.5268330734791972,0.4827333641172649,0.5749614755115918,8.156485948924113e-47,9261,554,TRUE
2010,2011,2,2,80-89,-0.35073928609061134,0.7041673161398153,0.6572929381875152,0.754384506985365,1.8777864271679513e-23,5507,856,TRUE
2011,2012,2,2,18-29,-0.4493823090470339,0.6380221304284321,0.48017286108071494,0.847761862259867,0.0019428047886373351,32025,57,TRUE
2011,2012,2,2,30-39,-0.6936809169698055,0.49973320300103974,0.389125931780341,0.6417800865624427,5.490908085554115e-8,26503,72,TRUE
2011,2012,2,2,40-49,-0.6764169145090653,0.508435500349606,0.4227578891578212,0.6114768396888514,6.762932417743216e-13,27321,138,TRUE
2011,2012,2,2,50-59,-0.7957549559007551,0.45124043966349964,0.40075441662838895,0.5080865635886904,1.822731427113866e-39,26529,296,TRUE
2011,2012,2,2,60-69,-0.7943480047765749,0.45187575973470206,0.4085098835535802,0.49984519458764176,1.0063872342857183e-53,19495,483,TRUE
2011,2012,2,2,70-79,-0.6094649699636987,0.5436416558926094,0.49782343768652176,0.5936768493567051,6.259820148944147e-42,10366,597,TRUE
2011,2012,2,2,80-89,-0.32030498608687813,0.7259276054888761,0.6787379782035818,0.7763981172904884,9.637622347565255e-21,6282,986,TRUE
2012,2013,2,2,18-29,-0.6172639655528422,0.5394182874391402,0.3978737830502434,0.7313175716004165,7.038109466975534e-5,31832,50,TRUE
2012,2013,2,2,30-39,-0.8784123677804946,0.41544195741895945,0.31488505310231885,0.548111186236631,5.2203473339225e-10,26867,78,TRUE
2012,2013,2,2,40-49,-0.576355233179854,0.5619427890128343,0.4746150267083284,0.6653386015053064,2.2570386257182714e-11,27129,129,TRUE
2012,2013,2,2,50-59,-0.7581703581135542,0.4685228723488649,0.41741305729394945,0.5258907887000895,7.109726656022586e-38,27441,333,TRUE
2012,2013,2,2,60-69,-0.7237640408880608,0.48492354439782753,0.43872722900829764,0.5359841568139925,1.416023270724665e-45,20361,470,TRUE
2012,2013,2,2,70-79,-0.6075738348186611,0.5446707284853505,0.49816220596990407,0.5955212959023334,1.324054788122227e-40,10959,619,TRUE
