start_year,end_year,window_length,follow_up_years,age_group,coef,hr,conf_low,conf_high,p_value,n,n_events,converged
2005,2005,1,1,60-69,-0.6898706643556298,0.501640944925439,0.41263498862276277,0.6098456131061241,4.435729017080531e-12,6588,86,TRUE
2005,2005,1,1,70-79,-0.7854342633134791,0.45592166873495527,0.37285851254715696,0.5574891306679683,1.9455753555049608e-14,4305,119,TRUE
2005,2005,1,1,80-89,-0.33607992146927673,0.7145659943697071,0.6137165055551009,0.8319876615469731,1.494275039999699e-5,2523,192,TRUE
2006,2006,1,1,18-29,-0.29276323472157234,0.7461987937489061,0.4162157594676853,1.3377980701750747,0.3256567341353869,11121,15,TRUE
2006,2006,1,1,30-39,-0.49937910276807257,0.6069073698573689,0.3444573211010333,1.0693242181929177,0.08398331109329345,9591,20,TRUE
2006,2006,1,1,40-49,-1.1865846330603615,0.3052620676657095,0.18322543619869086,0.5085807510617351,5.2118646539771775e-6,10343,24,TRUE
2006,2006,1,1,50-59,-0.8504886544373402,0.42720612476707737,0.3142139743256226,0.5808305420858594,5.752491093553742e-8,8679,50,TRUE
2006,2006,1,1,60-69,-0.7597771055612674,0.4677706788738204,0.35166310243089793,0.6222131537301985,1.794453307052025e-7,5423,74,TRUE
2006,2006,1,1,70-79,-0.6319356202027124,0.5315619026246805,0.40683838453276056,0.6945216259436244,3.6242907762930994e-6,3438,92,TRUE
2006,2006,1,1,80-89,-0.4137366242377646,0.6611750658230611,0.5372254410387953,0.8137225720748404,9.379907114427233e-5,1908,115,TRUE
2007,2007,1,1,18-29,NA,NA,NA,NA,NA,11118,7,FALSE
2007,2007,1,1,30-39,NA,NA,NA,NA,NA,9442,9,FALSE
2007,2007,1,1,40-49,-1.137353517992015,0.32066653807696227,0.22767380436791998,0.45164189585946307,7.577251299634248e-11,10055,28,TRUE
2007,2007,1,1,50-59,-1.1029947718992874,0.3318757019451231,0.25882750682717887,0.4255400938321077,3.4359305556339416e-18,8820,56,TRUE
2007,2007,1,1,60-69,-0.6312658857311787,0.5319180271957615,0.41357703204015717,0.6841211327914327,8.802873521897427e-7,5592,62,TRUE
2007,2007,1,1,70-79,-0.6386058084316023,0.5280280834006034,0.4243333644749289,0.6570627723434362,1.0346959750402205e-8,3363,85,TRUE
2007,2007,1,1,80-89,-0.41918115257868915,0.6575850612478727,0.5620327206074914,0.7693824521621718,1.6721010921669832e-7,1924,157,TRUE
2008,2008,1,1,18-29,NA,NA,NA,NA,NA,11084,8,FALSE
2008,2008,1,1,30-39,-0.4776539839600228,0.6202367717283027,0.3608407632343362,1.0661036451530839,0.0839259206534243,9308,13,TRUE
2008,2008,1,1,40-49,-0.9066020842305217,0.4038942938147181,0.2709577295827572,0.6020518433900802,8.536060814951473e-6,9913,28,TRUE
2008,2008,1,1,50-59,-0.987543260131185,0.37249068055075535,0.28876962087463026,0.4804844314194777,2.8972915928517496e-14,8846,53,TRUE
2008,2008,1,1,60-69,-0.825078353280968,0.4382006566606336,0.32369695082822986,0.5932086014604013,9.328163941596512e-8,5729,71,TRUE
2008,2008,1,1,70-79,-0.7101279105312353,0.49158131501223856,0.3875196818128031,0.6235868798681954,4.873678156850588e-9,3405,86,TRUE
2008,2008,1,1,80-89,-0.5054037711644026,0.6032619464666114,0.49899752750524595,0.7293121829162945,1.7853519416015238e-7,2023,132,TRUE
2009,2009,1,1,18-29,NA,NA,NA,NA,NA,13454,7,FALSE
2009,2009,1,1,30-39,NA,NA,NA,NA,NA,11273,7,FALSE
2009,2009,1,1,40-49,-0.8092345637650615,0.44519870705902076,0.2442791915226806,0.8113744258426586,0.008228895963318716,12089,26,TRUE
2009,2009,1,1,50-59,-1.0687207366216158,0.343447596442492,0.26269434892546933,0.44902470108175396,5.513370965588051e-15,10931,60,TRUE
2009,2009,1,1,60-69,-0.8193762083112425,0.44070647781888356,0.34838825899581505,0.5574877871927916,8.372019232200132e-12,7429,89,TRUE
2009,2009,1,1,70-79,-0.5505685976182728,0.57662185133964206,0.4757903043403673,0.6988220575518497,1.9751966678272994e-8,4079,114,TRUE
2009,2009,1,1,80-89,-0.481797167673118,0.6176723329762731,0.5220028455088157,0.7308755387194701,2.007635261670223e-8,2490,179,TRUE
2010,2010,1,1,18-29,NA,NA,NA,NA,NA,14099,8,FALSE
2010,2010,1,1,30-39,-0.5669345286516986,0.5672617005995058,0.3682158515808625,0.87390544319458,0.01013308671733912,11602,14,TRUE
2010,2010,1,1,40-49,-0.734349462517992,0.4798174967339092,0.31248036962430265,0.7367657381127521,7.9058332029227e-4,12003,24,TRUE
2010,2010,1,1,50-59,-1.1039961042647153,0.3315435503882715,0.25700834103560594,0.4276947797146859,1.943814088965346e-17,11006,64,TRUE
2010,2010,1,1,60-69,-0.8887125633363534,0.41118478650022544,0.32889195277822014,0.5140683048674225,6.190747399909632e-15,7719,87,TRUE
2010,2010,1,1,70-79,-0.7444322213280875,0.475003920485398,0.3896991952221411,0.5789817562950899,1.6944083097800493e-13,4234,115,TRUE
2010,2010,1,1,80-89,-0.3732632001061624,0.6884839999328679,0.5958473393235558,0.7955229248849011,4.1360222428565113e-7,2511,179,TRUE
2011,2011,1,1,18-29,-0.14092922629441004,0.8685507800796689,0.45254476580224146,1.6669742190912,0.6717963634857134,15675,15,TRUE
2011,2011,1,1,30-39,-0.7164052172037609,0.48850517338676447,0.3325260913250954,0.7176498646307068,2.616501034454842e-4,12954,19,TRUE
2011,2011,1,1,40-49,-0.6579562439643217,0.5179087326900327,0.3750134548402828,0.7152528847553855,6.483293408084775e-5,13360,35,TRUE
2011,2011,1,1,50-59,-1.0193542346735314,0.36082787508489206,0.27859225911124674,0.4673380224333104,1.1249106787969703e-14,12487,58,TRUE
2011,2011,1,1,60-69,-0.8916650296048246,0.4099725676861359,0.33348731129719367,0.5039997042207633,2.5901920983847876e-17,9197,124,TRUE
2011,2011,1,1,70-79,-0.760429930090733,0.46746540635602246,0.38860588819530856,0.5623278307861711,7.217724350570984e-16,5027,139,TRUE
2011,2011,1,1,80-89,-0.3906286351151837,0.6766313865242315,0.5856633346749792,0.7817290346232484,1.1407594438329636e-7,2996,217,TRUE
2012,2012,1,1,18-29,-0.4104067453012556,0.663380368405683,0.4106722697232363,1.0715929602031269,0.09347236635582941,16350,12,TRUE
2012,2012,1,1,30-39,-0.9468168255149038,0.3879740490393461,0.19846124749206256,0.7584546838747706,0.005634648351399021,13549,13,TRUE
2012,2012,1,1,40-49,-0.5963052209124717,0.5508431244894255,0.4319207767987118,0.7025088027628721,1.5436105099773124e-6,13961,32,TRUE
2012,2012,1,1,50-59,-0.7588195866474485,0.4682187926506429,0.3807702652254534,0.5757509391165846,6.297539693673063e-13,14042,72,TRUE
2012,2012,1,1,60-69,-0.9682351488483057,0.3797526539521299,0.31418042211478053,0.4590103903132472,1.356867845371014e-23,10298,107,TRUE
2012,2012,1,1,70-79,-0.5238420913529735,0.592240728156164,0.49321550372396594,0.7111477182664647,2.006283617306533e-8,5339,142,TRUE
2012,2012,1,1,80-89,-0.3324574032269738,0.7171592168817427,0.6234269921802043,0.8249840780229946,3.2854303053525326e-6,3286,237,TRUE
2013,2013,1,1,18-29,NA,NA,NA,NA,NA,15482,8,FALSE
2013,2013,1,1,30-39,-0.811108095600036,0.4443653939715077,0.25703648690430614,0.7682201299030638,0.003684100100538907,13318,21,TRUE
2013,2013,1,1,40-49,-0.8057726291250195,0.4467426268173483,0.2901054168977934,0.6879532852224469,2.542216361495596e-4,13168,26,TRUE
2013,2013,1,1,50-59,-1.0032152471304596,0.36669851735216874,0.2793168512988769,0.4814167208422183,5.055961934862809e-13,13399,71,TRUE
2013,2013,1,1,60-69,-0.7294984000161462,0.4821507762667523,0.4012714565196516,0.5793319392087063,6.876241378645155e-15,10063,122,TRUE
2013,2013,1,1,70-79,-0.6127060817505806,0.5418825048563963,0.45567404920932125,0.6444006402799464,4.1894388381938746e-12,5620,172,TRUE
2013,2013,1,1,80-89,-0.49005489512871125,0.6125927649027058,0.5366770961987839,0.6992470859463371,3.8785902309177507e-13,3193,285,TRUE
2014,2014,1,1,18-29,-0.37540616850975683,0.6870101802131975,0.3941864017068551,1.197359892865026,0.18534336036387716,16415,20,TRUE
2014,2014,1,1,30-39,-1.352170063320928,0.25867830282751064,0.12176440509037946,0.549540436747949,4.361152858868633e-4,13818,14,TRUE
