age_group,year,srh_cat,prop,se,survey
50-59,2001,Excellent,0.15452391532734,0.007417707030622114,MEPS
50-59,2002,Poor,0.041692651999923724,0.0034471213916004574,MEPS
50-59,2002,Fair,0.1291146433444451,0.006310971530621724,MEPS
50-59,2002,Good,0.32455240382967215,0.008134136645575043,MEPS
50-59,2002,Very Good,0.34744693042329444,0.009307782082444756,MEPS
50-59,2002,Excellent,0.15719337043736126,0.008137836457213173,MEPS
50-59,2003,Poor,0.04314784747961469,0.0038021059691490454,MEPS
50-59,2003,Fair,0.12580339252197764,0.006976329734552793,MEPS
50-59,2003,Good,0.321183039747479,0.009754895707665493,MEPS
50-59,2003,Very Good,0.3456161600369776,0.009291724098298601,MEPS
50-59,2003,Excellent,0.16424956021711498,0.008570703740832129,MEPS
50-59,2004,Poor,0.04649068408800293,0.0038330819381773673,MEPS
50-59,2004,Fair,0.1341497645666961,0.006719232821973343,MEPS
50-59,2004,Good,0.33370195575715755,0.010779547293585042,MEPS
50-59,2004,Very Good,0.33908076666361153,0.010774681319708332,MEPS
50-59,2004,Excellent,0.14657682953165843,0.008137428186905117,MEPS
50-59,2005,Poor,0.03984267916683157,0.0031206424204708915,MEPS
50-59,2005,Fair,0.13152215932876402,0.0065967012921558,MEPS
50-59,2005,Good,0.34715355987645796,0.008737971390972835,MEPS
50-59,2005,Very Good,0.3423150288337956,0.009567282290908816,MEPS
50-59,2005,Excellent,0.13916657279467207,0.007555894532410323,MEPS
50-59,2006,Poor,0.044208479705473785,0.003770416947333637,MEPS
50-59,2006,Fair,0.13041839017878246,0.006208431214845087,MEPS
50-59,2006,Good,0.3260245298853613,0.008945673173081883,MEPS
50-59,2006,Very Good,0.36252086614851786,0.010086990749284024,MEPS
50-59,2006,Excellent,0.1368277354064061,0.007115255030682602,MEPS
50-59,2007,Poor,0.03236707797957343,0.003090219651005262,MEPS
50-59,2007,Fair,0.13830977103299008,0.006698752247693688,MEPS
50-59,2007,Good,0.3305287497784384,0.009751290806486346,MEPS
50-59,2007,Very Good,0.3496123498534747,0.010121745514665147,MEPS
50-59,2007,Excellent,0.14918205195598003,0.008441406065983788,MEPS
50-59,2008,Poor,0.0349971934713108,0.003575052254480029,MEPS
50-59,2008,Fair,0.12950145631994658,0.007229903723339978,MEPS
50-59,2008,Good,0.341086194620651,0.010440995540111866,MEPS
50-59,2008,Very Good,0.3628027949995426,0.01112424242014109,MEPS
50-59,2008,Excellent,0.13161236058877562,0.007618884737459676,MEPS
50-59,2009,Poor,0.0323433718550886,0.0030791505905507647,MEPS
50-59,2009,Fair,0.1345418575255976,0.006401484577229537,MEPS
50-59,2009,Good,0.34247401739245553,0.008706260561214017,MEPS
50-59,2009,Very Good,0.3524264033377363,0.009025315647827855,MEPS
50-59,2009,Excellent,0.1382143498893172,0.0074093134868107,MEPS
50-59,2010,Poor,0.037576341650623464,0.0034821150130861234,MEPS
50-59,2010,Fair,0.13265429226438716,0.006730104286496752,MEPS
50-59,2010,Good,0.32476241057754,0.009591079812580923,MEPS
50-59,2010,Very Good,0.34944009718027447,0.010091143663595877,MEPS
50-59,2010,Excellent,0.15556685832771977,0.008663265349622942,MEPS
50-59,2011,Poor,0.03859758818864373,0.003228122123369618,MEPS
50-59,2011,Fair,0.1233734561068675,0.006261445894406671,MEPS
50-59,2011,Good,0.3307791290108068,0.010955757704561694,MEPS
50-59,2011,Very Good,0.3567232342572311,0.00983286869632767,MEPS
50-59,2011,Excellent,0.15052659243877647,0.008911889119304349,MEPS
50-59,2012,Poor,0.038623632264835644,0.0033179996230374323,MEPS
50-59,2012,Fair,0.12533840484434722,0.006780068490770033,MEPS
50-59,2012,Good,0.32232284770228986,0.00861432046469785,MEPS
50-59,2012,Very Good,0.36076961463700286,0.009192698657812136,MEPS
50-59,2012,Excellent,0.15294550138889115,0.008137098594051276,MEPS
50-59,2013,Poor,0.037538011663439855,0.0040670596185356424,MEPS
50-59,2013,Fair,0.13175128841087194,0.006661396154816441,MEPS
50-59,2013,Good,0.308773686617886,0.010338216711694737,MEPS
50-59,2013,Very Good,0.36615363420826963,0.011440907042153434,MEPS
50-59,2013,Excellent,0.1557833791002462,0.0088670480633893,MEPS
50-59,2014,Poor,0.03817572020115504,0.0038639649346652073,MEPS
50-59,2014,Fair,0.13764490508964908,0.007195140415234173,MEPS
50-59,2014,Good,0.32505616904281853,0.010113074741880675,MEPS
50-59,2014,Very Good,0.335598300178127,0.010150890191479045,MEPS
50-59,2014,Excellent,0.16352490694475255,0.00928659920480849,MEPS
50-59,2015,Poor,0.0350161347510903,0.0033886651015711702,MEPS
50-59,2015,Fair,0.13413066396235188,0.006286207111873241,MEPS
50-59,2015,Good,0.3226371514344249,0.009888176202480363,MEPS
50-59,2015,Very Good,0.3537927210749606,0.010980945278663213,MEPS
50-59,2015,Excellent,0.15442332877774045,0.007869868982970544,MEPS
50-59,2016,Poor,0.027837939155438664,0.0028185621112742595,MEPS
50-59,2016,Fair,0.13402609569371565,0.00670680150713639,MEPS
50-59,2016,Good,0.31547637190539796,0.010572537821651129,MEPS
50-59,2016,Very Good,0.3544705656991167,0.01136109396934942,MEPS
50-59,2016,Excellent,0.16818902754754905,0.009414492844687847,MEPS
50-59,2017,Poor,0.029627337279005687,0.002825664027480139,MEPS
50-59,2017,Fair,0.1176933840176102,0.0063202300038570185,MEPS
50-59,2017,Good,0.34544985769349684,0.010920410853862157,MEPS
50-59,2017,Very Good,0.34781466225736335,0.010398608915139647,MEPS
50-59,2017,Excellent,0.15941475875803574,0.008515580264279825,MEPS
50-59,2018,Poor,0.02696394852474199,0.003144204696004748,MEPS
50-59,2018,Fair,0.12054416510806325,0.006813359381212466,MEPS
50-59,2018,Good,0.32109855765580164,0.010070226401123514,MEPS
50-59,2018,Very Good,0.36789627950883136,0.009989388125252236,MEPS
50-59,2018,Excellent,0.16349704920362307,0.009381821672714698,MEPS
50-59,2019,Poor,0.03341451923411908,0.00400913919479263,MEPS
50-59,2019,Fair,0.11529220259885975,0.006576740294551892,MEPS
50-59,2019,Good,0.33027100060307696,0.011205556934552503,MEPS
50-59,2019,Very Good,0.35739875375060465,0.011932853171619313,MEPS
50-59,2019,Excellent,0.16362352381581488,0.00836677041861469,MEPS
50-59,2020,Poor,0.023384503722874695,0.0034421603432954174,MEPS
50-59,2020,Fair,0.11719753299255482,0.008098445270676359,MEPS
50-59,2020,Good,0.3319736725862118,0.013320200345464609,MEPS
50-59,2020,Very Good,0.37310578097055863,0.01237272124160005,MEPS
50-59,2020,Excellent,0.15433851213485983,0.010261552137164362,MEPS
50-59,2021,Poor,0.022805433718257495,0.004168311754668884,MEPS
50-59,2021,Fair,0.11637587412930285,0.009114902759845413,MEPS
50-59,2021,Good,0.3396155208217936,0.013608936376093245,MEPS
50-59,2021,Very Good,0.36731979029904954,0.012614931698243311,MEPS
50-59,2021,Excellent,0.15388338105974042,0.010466585094144913,MEPS
50-59,2022,Poor,0.017013292526244714,0.0035224740501314366,MEPS
50-59,2022,Fair,0.12530199126837882,0.010921499746832474,MEPS
50-59,2022,Good,0.3293972669009341,0.014886184749797207,MEPS
50-59,2022,Very Good,0.3927491011918911,0.015726783127629602,MEPS
50-59,2022,Excellent,0.13553834849538204,0.010189187595610867,MEPS
50-59,2023,Poor,0.017370108221494544,0.003384562065776748,MEPS
50-59,2023,Fair,0.1038841818045546,0.008133706407083666,MEPS
50-59,2023,Good,0.3344421436938099,0.015136992796323998,MEPS
50-59,2023,Very Good,0.38407987102312685,0.015442528898886202,MEPS
50-59,2023,Excellent,0.16022369535240177,0.011825673731646691,MEPS
60-69,2000,Poor,0.047960926609934756,0.00570967877505303,MEPS
60-69,2000,Fair,0.17812749219915983,0.010261351311857523,MEPS
60-69,2000,Good,0.3486731153393388,0.014725529576432552,MEPS
60-69,2000,Very Good,0.32907194113874033,0.01457902728194454,MEPS
60-69,2000,Excellent,0.09616652507037377,0.008023766799784917,MEPS
60-69,2001,Poor,0.0489858493224618,0.004966701650095809,MEPS
60-69,2001,Fair,0.16691513770874233,0.009373411773085925,MEPS
60-69,2001,Good,0.35531792693949044,0.01200262161184936,MEPS
60-69,2001,Very Good,0.32559461939403594,0.012921205859690898,MEPS
60-69,2001,Excellent,0.1031864687531559,0.007455109627096032,MEPS
60-69,2002,Poor,0.04354068367641891,0.004592112212941825,MEPS
60-69,2002,Fair,0.17744476578397686,0.008159444617517185,MEPS
60-69,2002,Good,0.35126522842413377,0.01097106484306614,MEPS
60-69,2002,Very Good,0.32449319649711983,0.012919025106800215,MEPS
60-69,2002,Excellent,0.10325612599178294,0.006572450826954152,MEPS
60-69,2003,Poor,0.04287333930726462,0.004624184065039396,MEPS
60-69,2003,Fair,0.1597877776856242,0.009448071309218126,MEPS
60-69,2003,Good,0.32950206554459127,0.01147828736238573,MEPS
60-69,2003,Very Good,0.3372060932680921,0.012787663625518262,MEPS
60-69,2003,Excellent,0.1306307242071581,0.00841428530038129,MEPS
60-69,2004,Poor,0.045247575231137406,0.004465005388285384,MEPS
60-69,2004,Fair,0.1701092887888703,0.009908786721444799,MEPS
60-69,2004,Good,0.33239555043047714,0.01273195606524873,MEPS
60-69,2004,Very Good,0.3351458151751307,0.013230009453679921,MEPS
60-69,2004,Excellent,0.11710177171825606,0.00847772364122213,MEPS
60-69,2005,Poor,0.04996941191948596,0.0046950008170422355,MEPS
60-69,2005,Fair,0.1623492212980917,0.009451404677119572,MEPS
60-69,2005,Good,0.34178452139155874,0.011902839880915167,MEPS
60-69,2005,Very Good,0.33197367223879204,0.012475374932477424,MEPS
60-69,2005,Excellent,0.11392317337568868,0.008589835964102916,MEPS
60-69,2006,Poor,0.052907875692200346,0.005394236075544938,MEPS
60-69,2006,Fair,0.16122894017022646,0.008345078157227357,MEPS
60-69,2006,Good,0.3391903069205465,0.012537493620751537,MEPS
60-69,2006,Very Good,0.32284047002251237,0.012866246086831663,MEPS
60-69,2006,Excellent,0.12383240727212738,0.009105812065472637,MEPS
60-69,2007,Poor,0.042633499852409974,0.004701077250798526,MEPS
60-69,2007,Fair,0.15548509330188906,0.008768588624093215,MEPS
60-69,2007,Good,0.35066719325284335,0.012692072560932594,MEPS
60-69,2007,Very Good,0.33554172316960706,0.012277098244023055,MEPS
60-69,2007,Excellent,0.11567249172254296,0.008142900219893093,MEPS
60-69,2008,Poor,0.043610802534788946,0.0048450148672113174,MEPS
60-69,2008,Fair,0.16153316047127486,0.009752159702477841,MEPS
60-69,2008,Good,0.3528109422043311,0.01249575087461163,MEPS
60-69,2008,Very Good,0.3277757568403123,0.01179404609502535,MEPS
60-69,2008,Excellent,0.1142693385068551,0.007502172463273825,MEPS
60-69,2009,Poor,0.04412093646195538,0.005082341600143971,MEPS
60-69,2009,Fair,0.14833882409090554,0.008630074101043482,MEPS
60-69,2009,Good,0.34603846126409554,0.010845756461816763,MEPS
60-69,2009,Very Good,0.33150996000650607,0.011897553268391339,MEPS
60-69,2009,Excellent,0.1299918191706287,0.006872016201242715,MEPS
60-69,2010,Poor,0.04166648399194774,0.0041770160335248,MEPS
60-69,2010,Fair,0.15360142757651687,0.008534640593357103,MEPS
60-69,2010,Good,0.32991934457290883,0.010503250924588411,MEPS
60-69,2010,Very Good,0.3327142244526692,0.011746353544814549,MEPS
60-69,2010,Excellent,0.14209852119248367,0.007718557929896884,MEPS
60-69,2011,Poor,0.035541133616014256,0.003967090328229014,MEPS
60-69,2011,Fair,0.15440736834198798,0.007876893563736087,MEPS
60-69,2011,Good,0.3215051440482762,0.010901417403799053,MEPS
60-69,2011,Very Good,0.36141176261381813,0.012981339835348911,MEPS
60-69,2011,Excellent,0.12713459138149347,0.008394940889019108,MEPS
60-69,2012,Poor,0.03771075663737485,0.004033079650162272,MEPS
60-69,2012,Fair,0.1456492535409696,0.007220633381911331,MEPS
60-69,2012,Good,0.3370110743132714,0.009700051846430257,MEPS
60-69,2012,Very Good,0.34281122086945776,0.011510610936398668,MEPS
60-69,2012,Excellent,0.13681769547864875,0.00890843371383957,MEPS
60-69,2013,Poor,0.03260676934938268,0.0036523884311330493,MEPS
60-69,2013,Fair,0.16907113728539658,0.008947908403752924,MEPS
60-69,2013,Good,0.33109300742398784,0.010625111952612586,MEPS
60-69,2013,Very Good,0.33117157464595987,0.011801561055774209,MEPS
60-69,2013,Excellent,0.13605751129655852,0.008496302892552614,MEPS
60-69,2014,Poor,0.032390016081198486,0.00372844295399685,MEPS
60-69,2014,Fair,0.1560729647956526,0.008201740108413463,MEPS
60-69,2014,Good,0.33124597387222743,0.01098674717779762,MEPS
60-69,2014,Very Good,0.34449538792848144,0.011459661805151742,MEPS
60-69,2014,Excellent,0.1357956573240411,0.008648321708469455,MEPS
60-69,2015,Poor,0.039721160536511785,0.004808551797057561,MEPS
60-69,2015,Fair,0.14406397007620497,0.008812548711475672,MEPS
60-69,2015,Good,0.33726700343703614,0.011045948554818765,MEPS
60-69,2015,Very Good,0.3455938019308381,0.012918716968533266,MEPS
60-69,2015,Excellent,0.13335406721537715,0.010286061253666249,MEPS
60-69,2016,Poor,0.03688247462276544,0.0045204506373020805,MEPS
60-69,2016,Fair,0.14963013944968384,0.008061032331518525,MEPS
60-69,2016,Good,0.32831218862962536,0.011027224934538945,MEPS
60-69,2016,Very Good,0.3574717290661879,0.012352823708605,MEPS
60-69,2016,Excellent,0.12770346999360693,0.008443652764550093,MEPS
60-69,2017,Poor,0.035867800444808494,0.0040157316383057605,MEPS
60-69,2017,Fair,0.12719105774361936,0.006719239861291589,MEPS
60-69,2017,Good,0.3542990087939542,0.009544789680987018,MEPS
60-69,2017,Very Good,0.3388839862127523,0.011956954401057656,MEPS
60-69,2017,Excellent,0.14375814960106373,0.00957513615818659,MEPS
60-69,2018,Poor,0.03165708081560249,0.0038173975643040793,MEPS
60-69,2018,Fair,0.14175409869540903,0.006640717340922366,MEPS
60-69,2018,Good,0.3369608929590873,0.00987997812966004,MEPS
60-69,2018,Very Good,0.3472222861033808,0.01167754901644885,MEPS
60-69,2018,Excellent,0.14240564143283468,0.009266744092910046,MEPS
60-69,2019,Poor,0.03367428145990217,0.0036099992334223986,MEPS
60-69,2019,Fair,0.1324534918190042,0.007082739217403069,MEPS
60-69,2019,Good,0.3448172762388626,0.010782824503412329,MEPS
60-69,2019,Very Good,0.37262531220126155,0.01168057346448954,MEPS
60-69,2019,Excellent,0.11642963828470475,0.006803955949366889,MEPS
60-69,2020,Poor,0.029991391004837813,0.004015104912430879,MEPS
60-69,2020,Fair,0.14653080443165994,0.007837232870901776,MEPS
60-69,2020,Good,0.3307758838353187,0.010387542858211286,MEPS
60-69,2020,Very Good,0.365335384714643,0.011751515341399926,MEPS
60-69,2020,Excellent,0.12736653618293733,0.007672936982450455,MEPS
60-69,2021,Poor,0.028023699753949975,0.0036289653074886292,MEPS
60-69,2021,Fair,0.13300536127622029,0.007086297539958702,MEPS
60-69,2021,Good,0.3379362950704113,0.01191017212296525,MEPS
60-69,2021,Very Good,0.3688233978119802,0.012684759943382471,MEPS
60-69,2021,Excellent,0.13221124698191022,0.00834517001265254,MEPS
60-69,2022,Poor,0.029722831389610432,0.003970815147325389,MEPS
60-69,2022,Fair,0.13066245117632033,0.00847289545866706,MEPS
60-69,2022,Good,0.337711781466526,0.013061640118285934,MEPS
60-69,2022,Very Good,0.37808734971883945,0.012767104925465358,MEPS
60-69,2022,Excellent,0.12381558625200037,0.009456856599141226,MEPS
60-69,2023,Poor,0.032456622674152565,0.005764630267264043,MEPS
60-69,2023,Fair,0.13133840858554544,0.009895450640605886,MEPS
60-69,2023,Good,0.3317467680745642,0.013260119362016707,MEPS
60-69,2023,Very Good,0.36500201059580556,0.012552426283783662,MEPS
60-69,2023,Excellent,0.13945619119236685,0.010928027411796451,MEPS
70-79,2000,Poor,0.05822185786163471,0.007850419015385674,MEPS
70-79,2000,Fair,0.248324105930783,0.013470818172777147,MEPS
70-79,2000,Good,0.39664125907051906,0.014228408208160471,MEPS
70-79,2000,Very Good,0.23759740711438324,0.013665426414522312,MEPS
70-79,2000,Excellent,0.059215370043711815,0.0075421500495873525,MEPS
70-79,2001,Poor,0.0593521299373152,0.0063187429954947045,MEPS
70-79,2001,Fair,0.23554717460398256,0.012420121072266418,MEPS
70-79,2001,Good,0.39422186186936,0.014734516265927762,MEPS
70-79,2001,Very Good,0.24732314117786955,0.013772161563841508,MEPS
70-79,2001,Excellent,0.06355569244561184,0.0068086054079914025,MEPS
70-79,2002,Poor,0.06253346331704371,0.00709877777602544,MEPS
70-79,2002,Fair,0.23185242051089386,0.012675679617417708,MEPS
70-79,2002,Good,0.3873083800028306,0.013857428541458244,MEPS
70-79,2002,Very Good,0.24884225428278633,0.012512390281346927,MEPS
70-79,2002,Excellent,0.06946348190816583,0.007700693082606972,MEPS
70-79,2003,Poor,0.05535680620691205,0.006472108810106942,MEPS
70-79,2003,Fair,0.2361394621734025,0.012475616405075897,MEPS
70-79,2003,Good,0.36262455401692173,0.014356272859745412,MEPS
70-79,2003,Very Good,0.27203977078142755,0.014831585034504335,MEPS
70-79,2003,Excellent,0.07383940687682483,0.008156564191078073,MEPS
70-79,2004,Poor,0.05233074735136285,0.006343968218910972,MEPS
70-79,2004,Fair,0.23788466518830717,0.011668573082612392,MEPS
70-79,2004,Good,0.38942004330832947,0.013211913523900278,MEPS
70-79,2004,Very Good,0.2539048507496358,0.01204548602367274,MEPS
70-79,2004,Excellent,0.06645969357658754,0.006791801689913653,MEPS
70-79,2005,Poor,0.06084916564453991,0.00754592384924989,MEPS
70-79,2005,Fair,0.20777345936553782,0.01127404323625033,MEPS
70-79,2005,Good,0.3979969739670921,0.015289548772131366,MEPS
70-79,2005,Very Good,0.26312640408126314,0.013797218385937827,MEPS
70-79,2005,Excellent,0.07025399695050981,0.008483566824313058,MEPS
70-79,2006,Poor,0.04456534078981285,0.005339761630628357,MEPS
70-79,2006,Fair,0.20783872742346296,0.012160371111624949,MEPS
70-79,2006,Good,0.3711272666600367,0.01575476878562071,MEPS
70-79,2006,Very Good,0.2966756725477006,0.013212481933267805,MEPS
70-79,2006,Excellent,0.079792993883002,0.008625867684834004,MEPS
70-79,2007,Poor,0.05845718703872946,0.007366413781976075,MEPS
70-79,2007,Fair,0.20232935901206586,0.012187424209302742,MEPS
70-79,2007,Good,0.3692384836995879,0.015361491532811767,MEPS
70-79,2007,Very Good,0.2936703172013946,0.013719035987224877,MEPS
70-79,2007,Excellent,0.0763046530608551,0.008902917377162454,MEPS
70-79,2008,Poor,0.03970176730417525,0.005114631234270625,MEPS
70-79,2008,Fair,0.1814502524464798,0.012623836633408695,MEPS
70-79,2008,Good,0.40619369329344646,0.015884341782505883,MEPS
70-79,2008,Very Good,0.2914163010492869,0.014875764667331886,MEPS
70-79,2008,Excellent,0.08123798591086086,0.009297936000816397,MEPS
70-79,2009,Poor,0.0451527634222166,0.005778604296261963,MEPS
70-79,2009,Fair,0.19066238428694188,0.01275070935807779,MEPS
70-79,2009,Good,0.3991462667668917,0.01679869286522861,MEPS
70-79,2009,Very Good,0.28560232695088583,0.015398039881711689,MEPS
70-79,2009,Excellent,0.07943625920483223,0.009007542725829999,MEPS
70-79,2010,Poor,0.05726064308422785,0.0070854205088169645,MEPS
70-79,2010,Fair,0.1834868101636303,0.013215814523742705,MEPS
70-79,2010,Good,0.3802862167605051,0.015101382291345625,MEPS
70-79,2010,Very Good,0.29308285161594055,0.015879084374361294,MEPS
70-79,2010,Excellent,0.08588347838728966,0.008776075843852557,MEPS
70-79,2011,Poor,0.05221929099199868,0.006688575727513192,MEPS
70-79,2011,Fair,0.17801897399035443,0.012961216321713919,MEPS
70-79,2011,Good,0.39628751217764246,0.015576942118584297,MEPS
70-79,2011,Very Good,0.27957990252806125,0.014456057681034253,MEPS
70-79,2011,Excellent,0.09389432122614884,0.010772538582350987,MEPS
70-79,2012,Poor,0.03860622111563984,0.004581720031667559,MEPS
70-79,2012,Fair,0.18189793260873396,0.012019920670356345,MEPS
70-79,2012,Good,0.38586216575921295,0.014908673562189426,MEPS
70-79,2012,Very Good,0.3015130217689241,0.01597117910988144,MEPS
70-79,2012,Excellent,0.09212065979142295,0.010553528803056877,MEPS
70-79,2013,Poor,0.03742663131343456,0.006171911856572351,MEPS
70-79,2013,Fair,0.18356157508160326,0.013458636477788779,MEPS
70-79,2013,Good,0.37356405616166527,0.017351971511219352,MEPS
70-79,2013,Very Good,0.30173449881160086,0.015613018061865947,MEPS
70-79,2013,Excellent,0.10371323864418955,0.010307754431910046,MEPS
70-79,2014,Poor,0.03557173426639016,0.00586807557035259,MEPS
70-79,2014,Fair,0.18399948011554632,0.013392861431017691,MEPS
70-79,2014,Good,0.3605865521795167,0.016884789257827215,MEPS
70-79,2014,Very Good,0.31090721923632536,0.016837300605311432,MEPS
70-79,2014,Excellent,0.10893501422501753,0.011717424946768576,MEPS
70-79,2015,Poor,0.03173617732628442,0.0046304679229997175,MEPS
70-79,2015,Fair,0.17105444450448867,0.011952540880041594,MEPS
70-79,2015,Good,0.35276998641330226,0.015536716653868356,MEPS
70-79,2015,Very Good,0.33555398768242906,0.017196245672741455,MEPS
70-79,2015,Excellent,0.10888540407731982,0.010296754310572444,MEPS
70-79,2016,Poor,0.03369108264383602,0.004766675729312749,MEPS
70-79,2016,Fair,0.1575820072983753,0.010292297172530517,MEPS
70-79,2016,Good,0.37772668123985786,0.014354804311483163,MEPS
70-79,2016,Very Good,0.31820377973299097,0.013371489815173802,MEPS
70-79,2016,Excellent,0.11279644908746059,0.011686954598106397,MEPS
70-79,2017,Poor,0.03609965157460218,0.0051358344141855874,MEPS
70-79,2017,Fair,0.16829861961728035,0.011983552000104283,MEPS
70-79,2017,Good,0.3490445217131421,0.013533284539620572,MEPS
70-79,2017,Very Good,0.3321731161365948,0.014171428835761111,MEPS
70-79,2017,Excellent,0.11438409096186959,0.010568366943004615,MEPS
70-79,2018,Poor,0.03401430664454574,0.004688989528315819,MEPS
70-79,2018,Fair,0.15795580278170027,0.00951827483409676,MEPS
70-79,2018,Good,0.34668088213100523,0.01278111655443439,MEPS
70-79,2018,Very Good,0.35475311329739,0.014182315647007553,MEPS
70-79,2018,Excellent,0.10659589532149501,0.008818224551307466,MEPS
70-79,2019,Poor,0.031920352805856096,0.004649861244898855,MEPS
70-79,2019,Fair,0.154851477927276,0.00914276151026341,MEPS
70-79,2019,Good,0.3705900604807372,0.011733092549202339,MEPS
70-79,2019,Very Good,0.3336738758671004,0.01151175287714017,MEPS
70-79,2019,Excellent,0.10896423297820108,0.009740156954454451,MEPS
70-79,2020,Poor,0.023910665056242137,0.0037344274607421166,MEPS
70-79,2020,Fair,0.1614486602551954,0.010200613733416668,MEPS
70-79,2020,Good,0.35492915042501005,0.01322074745821316,MEPS
70-79,2020,Very Good,0.3474930804232275,0.011954355889554076,MEPS
70-79,2020,Excellent,0.11221844385307803,0.009053553204619515,MEPS
70-79,2021,Poor,0.023103714345260918,0.00334577644935044,MEPS
70-79,2021,Fair,0.14062210339916983,0.009124430149564506,MEPS
70-79,2021,Good,0.36873998353867765,0.012540338564425175,MEPS
70-79,2021,Very Good,0.3533452450686979,0.01255408294522027,MEPS
70-79,2021,Excellent,0.11418895367821008,0.008150463993589598,MEPS
70-79,2022,Poor,0.02706903697873963,0.004855748299248226,MEPS
70-79,2022,Fair,0.1504542938131188,0.01073545547115201,MEPS
70-79,2022,Good,0.3936895940330707,0.015307148614554716,MEPS
70-79,2022,Very Good,0.3182484029552085,0.013475457921169423,MEPS
70-79,2022,Excellent,0.11053867222083749,0.013052174042289172,MEPS
70-79,2023,Poor,0.024042000478710374,0.004492516152163902,MEPS
70-79,2023,Fair,0.1358176336381977,0.012090517679503934,MEPS
70-79,2023,Good,0.3679793840601034,0.015324568138307158,MEPS
70-79,2023,Very Good,0.3666138191993006,0.017256527903338342,MEPS
70-79,2023,Excellent,0.10554716262496854,0.009452452881708687,MEPS
80-89,2000,Poor,0.10362113001901549,0.012575258056528602,MEPS
80-89,2000,Fair,0.3144427862258137,0.025174887939106733,MEPS
80-89,2000,Good,0.35685441480489755,0.022075970639911558,MEPS
80-89,2000,Very Good,0.16648829579198043,0.020177927192671346,MEPS
80-89,2000,Excellent,0.058593373228323434,0.01147459770302026,MEPS
80-89,2001,Poor,0.08243493818604852,0.009056263364200602,MEPS
80-89,2001,Fair,0.2829624512590898,0.01626934859257979,MEPS
80-89,2001,Good,0.39031834334790133,0.018682170237046807,MEPS
80-89,2001,Very Good,0.19391393770807863,0.016678930590034863,MEPS
80-89,2001,Excellent,0.050370329860257725,0.009364451659083612,MEPS
80-89,2002,Poor,0.09393013384757488,0.011524499163248506,MEPS
80-89,2002,Fair,0.27831174755863297,0.01589033301195374,MEPS
80-89,2002,Good,0.3938737716940957,0.01909525043632703,MEPS
80-89,2002,Very Good,0.19183270308855652,0.014773403927556588,MEPS
80-89,2002,Excellent,0.0420516438111742,0.006776870952802588,MEPS
80-89,2003,Poor,0.07775188013276638,0.010658037785616945,MEPS
80-89,2003,Fair,0.25697690225109976,0.015414282022276566,MEPS
80-89,2003,Good,0.3777371920704649,0.020735524303077783,MEPS
80-89,2003,Very Good,0.23982672519561374,0.017802488330970916,MEPS
80-89,2003,Excellent,0.04770730076781754,0.009906184106427803,MEPS
80-89,2004,Poor,0.09792990537882437,0.012075480766861652,MEPS
80-89,2004,Fair,0.24000175178965985,0.017255280027985036,MEPS
80-89,2004,Good,0.36259690606442185,0.019298708116740587,MEPS
80-89,2004,Very Good,0.23767896997109073,0.01965928777632781,MEPS
80-89,2004,Excellent,0.06179246790422685,0.008931174520888305,MEPS
80-89,2005,Poor,0.07931791219840409,0.010439129214583726,MEPS
80-89,2005,Fair,0.2503853502716655,0.016199842019361005,MEPS
80-89,2005,Good,0.3838857019947834,0.02020157855250853,MEPS
80-89,2005,Very Good,0.2234562372582689,0.01901194283221312,MEPS
80-89,2005,Excellent,0.06295479828251749,0.010990561940316048,MEPS
80-89,2006,Poor,0.0704166016928919,0.010142343238324485,MEPS
80-89,2006,Fair,0.28705149768295646,0.015998624397946443,MEPS
80-89,2006,Good,0.38546014052855515,0.01841139230440553,MEPS
80-89,2006,Very Good,0.19219609590229375,0.015825046909203697,MEPS
80-89,2006,Excellent,0.06487566419522367,0.010726042302408038,MEPS
80-89,2007,Poor,0.06954767472008139,0.00999392192584354,MEPS
80-89,2007,Fair,0.27081163538819975,0.01742862664370207,MEPS
80-89,2007,Good,0.37577592691992856,0.019298786215651745,MEPS
80-89,2007,Very Good,0.2355622282677529,0.019405108687205623,MEPS
80-89,2007,Excellent,0.048302534877305625,0.008825778053400369,MEPS
80-89,2008,Poor,0.07024638283054502,0.011550706502625106,MEPS
80-89,2008,Fair,0.26901758169603385,0.019830850466585646,MEPS
80-89,2008,Good,0.3698566790264992,0.019329006057645343,MEPS
80-89,2008,Very Good,0.23418872499213209,0.01715576026803489,MEPS
80-89,2008,Excellent,0.05669063150014866,0.009380050032409614,MEPS
80-89,2009,Poor,0.0670218067533599,0.009279993254608588,MEPS
80-89,2009,Fair,0.2641076902625532,0.015971415748190828,MEPS
80-89,2009,Good,0.3551423106998588,0.021266100667851194,MEPS
80-89,2009,Very Good,0.25187594584261574,0.018758960466568875,MEPS
80-89,2009,Excellent,0.06185224645476869,0.01277318512570004,MEPS
80-89,2010,Poor,0.06237991323669914,0.0089679435386142,MEPS
80-89,2010,Fair,0.2770135631796218,0.017221296971588203,MEPS
80-89,2010,Good,0.37229417649834945,0.018072751032059218,MEPS
80-89,2010,Very Good,0.22820733464947357,0.016913092878774915,MEPS
80-89,2010,Excellent,0.06010501244897647,0.007943041787307932,MEPS
80-89,2011,Poor,0.0657893567056824,0.009239542892177561,MEPS
80-89,2011,Fair,0.22560630330975323,0.015241433573491808,MEPS
