age_group,year,srh_cat,prop,se,survey
70-79,2011,Very Good,0.30295643116865106,0.009689549750522136,NHIS
70-79,2011,Excellent,0.14065405829379615,0.00771454358694276,NHIS
70-79,2012,Poor,0.05265234219754435,0.005115840772788034,NHIS
70-79,2012,Fair,0.15066877899048942,0.007520550622513173,NHIS
70-79,2012,Good,0.336240845847321,0.010195504638961362,NHIS
70-79,2012,Very Good,0.3027641491351469,0.009792323437148632,NHIS
70-79,2012,Excellent,0.15767388612342179,0.008760318653141416,NHIS
70-79,2013,Poor,0.05641080247427784,0.005594313607764459,NHIS
70-79,2013,Fair,0.16555450688455292,0.008568491623383016,NHIS
70-79,2013,Good,0.31674521516747406,0.010404495109778934,NHIS
70-79,2013,Very Good,0.294350410137907,0.010968731181171846,NHIS
70-79,2013,Excellent,0.16693906535376016,0.009019073060622338,NHIS
70-79,2014,Poor,0.04291421028295198,0.004479309532648805,NHIS
70-79,2014,Fair,0.1418749751970842,0.007667443326697778,NHIS
70-79,2014,Good,0.3389352515262543,0.010500644437939905,NHIS
70-79,2014,Very Good,0.3209669390317567,0.010939529933244228,NHIS
70-79,2014,Excellent,0.15530862549695248,0.008396449309063364,NHIS
70-79,2015,Poor,0.05653081917917644,0.005466834861963361,NHIS
70-79,2015,Fair,0.1528432908183845,0.007915254551043596,NHIS
70-79,2015,Good,0.33341498103876066,0.010567208169417423,NHIS
70-79,2015,Very Good,0.2996036843667934,0.010579245109045647,NHIS
70-79,2015,Excellent,0.15760722464442065,0.009051041727805947,NHIS
70-79,2016,Poor,0.042577614493536295,0.004208280023268545,NHIS
70-79,2016,Fair,0.16313797644248057,0.007727558382291741,NHIS
70-79,2016,Good,0.3195985500742451,0.010432989799398735,NHIS
70-79,2016,Very Good,0.31481333555117325,0.01071490071579285,NHIS
70-79,2016,Excellent,0.15987252356562254,0.00894685248357374,NHIS
70-79,2017,Poor,0.04667728941846218,0.0046554839102351964,NHIS
70-79,2017,Fair,0.1479515304124545,0.007491355754275274,NHIS
70-79,2017,Good,0.33932739072424667,0.009518681323881435,NHIS
70-79,2017,Very Good,0.3103246421324786,0.00962854655830593,NHIS
70-79,2017,Excellent,0.1557191501820175,0.007071602309338426,NHIS
70-79,2018,Poor,0.050610199663262585,0.004437394860504921,NHIS
70-79,2018,Fair,0.16041404395352324,0.007885301892920126,NHIS
70-79,2018,Good,0.3340859601857864,0.010460134714842344,NHIS
70-79,2018,Very Good,0.3045834380187451,0.009139700036350201,NHIS
70-79,2018,Excellent,0.15030635838650336,0.00728834001900203,NHIS
70-79,2019,Poor,0.06967801837573624,0.0049807245144827764,NHIS
70-79,2019,Fair,0.17348198885396857,0.007471854436314929,NHIS
70-79,2019,Good,0.3306061401064671,0.009443071572105877,NHIS
70-79,2019,Very Good,0.29583640387589955,0.008543769203674853,NHIS
70-79,2019,Excellent,0.1303974487918637,0.00613409469188844,NHIS
70-79,2020,Poor,0.055602905306983384,0.004453210118989467,NHIS
70-79,2020,Fair,0.16260762128799716,0.007164259155579012,NHIS
70-79,2020,Good,0.3346854261467327,0.008708298962736878,NHIS
70-79,2020,Very Good,0.311315016766209,0.007936449871315343,NHIS
70-79,2020,Excellent,0.13578903080204377,0.006345877323847372,NHIS
70-79,2021,Poor,0.05083785474479888,0.0043146372698481955,NHIS
70-79,2021,Fair,0.17149880709154133,0.007182343745613996,NHIS
70-79,2021,Good,0.33192969967428015,0.008713145955592565,NHIS
70-79,2021,Very Good,0.3106084863588635,0.0086619412081278,NHIS
70-79,2021,Excellent,0.1351251522817402,0.005974868826846504,NHIS
70-79,2022,Poor,0.06135183552653076,0.004846982964795642,NHIS
70-79,2022,Fair,0.16204758369377517,0.007566920603572879,NHIS
70-79,2022,Good,0.33249895680361496,0.008513672345327725,NHIS
70-79,2022,Very Good,0.3081570221638326,0.008637072424274151,NHIS
70-79,2022,Excellent,0.13594460181639464,0.0059225744244197215,NHIS
70-79,2023,Poor,0.06761445353545378,0.004679396426605224,NHIS
70-79,2023,Fair,0.1678572488634017,0.006657630172638202,NHIS
70-79,2023,Good,0.34251000061986364,0.008025115647594326,NHIS
70-79,2023,Very Good,0.2946518805119517,0.0076474861986650464,NHIS
70-79,2023,Excellent,0.1273664166068854,0.005955359478295997,NHIS
70-79,2024,Poor,0.06589796791764303,0.00442323747614134,NHIS
70-79,2024,Fair,0.1666536926271459,0.006208800572908362,NHIS
70-79,2024,Good,0.34197344854473205,0.008052771565338934,NHIS
70-79,2024,Very Good,0.30186866877287555,0.007988349038094951,NHIS
70-79,2024,Excellent,0.1236062221556161,0.005554236692204857,NHIS
80-89,1983,Poor,0.15390270410460313,0.01135700762042654,NHIS
80-89,1983,Fair,0.21499565045854027,0.01369271228345381,NHIS
80-89,1983,Good,0.2912095417636765,0.015481486102639276,NHIS
80-89,1983,Very Good,0.18638605008549158,0.012638767169108342,NHIS
80-89,1983,Excellent,0.15350605359688144,0.011191952745088347,NHIS
80-89,1984,Poor,0.14954207494838337,0.010150605837977745,NHIS
80-89,1984,Fair,0.21099398795000257,0.010479033030471268,NHIS
80-89,1984,Good,0.28533381574490907,0.011821861860057832,NHIS
80-89,1984,Very Good,0.2091433572614284,0.011048771655417922,NHIS
80-89,1984,Excellent,0.1449867664415855,0.00932573200772277,NHIS
80-89,1985,Poor,0.09073523672216918,0.01156618004241063,NHIS
80-89,1985,Fair,0.20921289675504465,0.013010058019637031,NHIS
80-89,1985,Good,0.34548811659399353,0.01969269402416652,NHIS
80-89,1985,Very Good,0.21403731473162582,0.013685620548494455,NHIS
80-89,1985,Excellent,0.14052643530229514,0.01131462562238642,NHIS
80-89,1987,Poor,0.0911459467784347,0.008864227131921601,NHIS
80-89,1987,Fair,0.24774176869887596,0.013081028467986693,NHIS
80-89,1987,Good,0.31264512722369636,0.013990548638377657,NHIS
80-89,1987,Very Good,0.20278120634082672,0.013177744843710395,NHIS
80-89,1987,Excellent,0.14568595095872855,0.010719748031551776,NHIS
80-89,1988,Poor,0.10640382022616196,0.009115945874031198,NHIS
80-89,1988,Fair,0.23021953102898576,0.013422145935337623,NHIS
80-89,1988,Good,0.3099309707822475,0.014438249381108353,NHIS
80-89,1988,Very Good,0.20469945750915183,0.011813916193007956,NHIS
80-89,1988,Excellent,0.14874622222187595,0.009288385091938583,NHIS
80-89,1989,Poor,0.09876743425182159,0.009383167238730712,NHIS
80-89,1989,Fair,0.20157894121097522,0.011510689762652883,NHIS
80-89,1989,Good,0.32911478195410465,0.014006711264593028,NHIS
80-89,1989,Very Good,0.22534273525846568,0.012065101610724435,NHIS
80-89,1989,Excellent,0.1451961080900362,0.011252833066009788,NHIS
80-89,1990,Poor,0.09790576584827944,0.009099735138269859,NHIS
80-89,1990,Fair,0.19596496163500585,0.01076036021054482,NHIS
80-89,1990,Good,0.3187951111249673,0.01583470923742492,NHIS
80-89,1990,Very Good,0.23218175119248208,0.01295702467796887,NHIS
80-89,1990,Excellent,0.15515241022427698,0.010226809395306315,NHIS
80-89,1991,Poor,0.10572879031397789,0.009276434380414644,NHIS
80-89,1991,Fair,0.2092427550226643,0.01211015643443195,NHIS
80-89,1991,Good,0.33671761194304894,0.013381784828920218,NHIS
80-89,1991,Very Good,0.21234450914457936,0.010909678371661737,NHIS
80-89,1991,Excellent,0.1359663341996983,0.009036996937422099,NHIS
80-89,1992,Poor,0.0936309071514638,0.011186380850952096,NHIS
80-89,1992,Fair,0.21453283276194687,0.01699761417817941,NHIS
80-89,1992,Good,0.32388708063888105,0.01906016689515444,NHIS
80-89,1992,Very Good,0.22595780248369488,0.016139607685966263,NHIS
80-89,1992,Excellent,0.14199137978867837,0.014702069721373216,NHIS
80-89,1993,Poor,0.12358490896612631,0.009517403241449845,NHIS
80-89,1993,Fair,0.22249920983111793,0.013807302396984985,NHIS
80-89,1993,Good,0.30510253733803194,0.01397168058434908,NHIS
80-89,1993,Very Good,0.19929497776448962,0.012136711815429056,NHIS
80-89,1993,Excellent,0.14951836741161506,0.012272207487879863,NHIS
80-89,1997,Poor,0.09202371768983703,0.007800867884635791,NHIS
80-89,1997,Fair,0.22286376257234644,0.011350112771764195,NHIS
80-89,1997,Good,0.34740277035198597,0.013082630394232313,NHIS
80-89,1997,Very Good,0.23738870354550703,0.012306766756154617,NHIS
80-89,1997,Excellent,0.10032104787139352,0.00807830377030935,NHIS
80-89,1998,Poor,0.09554292238933854,0.009677077550432303,NHIS
80-89,1998,Fair,0.20935293954438472,0.012071324911342456,NHIS
80-89,1998,Good,0.35609173353993157,0.01375283383302983,NHIS
80-89,1998,Very Good,0.22431297099459327,0.0121335139073537,NHIS
80-89,1998,Excellent,0.11469943565901441,0.008902257601085603,NHIS
80-89,1999,Poor,0.0922954647739439,0.008896177292258854,NHIS
80-89,1999,Fair,0.22620047553689288,0.013020165806110796,NHIS
80-89,1999,Good,0.34709513643549045,0.013807801068185707,NHIS
80-89,1999,Very Good,0.22950186767392836,0.01159869476591345,NHIS
80-89,1999,Excellent,0.1049070582116713,0.009794875005502383,NHIS
80-89,2000,Poor,0.0890495741405156,0.008664088159797778,NHIS
80-89,2000,Fair,0.20085956415481349,0.012177664844137417,NHIS
80-89,2000,Good,0.37146435570635816,0.014703068752660782,NHIS
80-89,2000,Very Good,0.23177725540667574,0.012748403357286197,NHIS
80-89,2000,Excellent,0.10684925132225251,0.00858363764193806,NHIS
80-89,2001,Poor,0.10375347290386076,0.0094252445771291,NHIS
80-89,2001,Fair,0.23055594145132535,0.011251388292398573,NHIS
80-89,2001,Good,0.35608573349613176,0.013742029401984665,NHIS
80-89,2001,Very Good,0.21237744895104582,0.011077830328439321,NHIS
80-89,2001,Excellent,0.09722740319764461,0.008573588254950578,NHIS
80-89,2002,Poor,0.09655788716218708,0.009397731318149177,NHIS
80-89,2002,Fair,0.2250058707557871,0.012416155596553648,NHIS
80-89,2002,Good,0.3584565185273029,0.014147129761958602,NHIS
80-89,2002,Very Good,0.20399989166464383,0.010518254270780946,NHIS
80-89,2002,Excellent,0.11597983278103248,0.009233234522226132,NHIS
80-89,2003,Poor,0.0920817225706094,0.008777268602478764,NHIS
80-89,2003,Fair,0.20818356504509417,0.012019249488063244,NHIS
80-89,2003,Good,0.360919122181962,0.013926023081308381,NHIS
80-89,2003,Very Good,0.24148027051010745,0.011234672482601312,NHIS
80-89,2003,Excellent,0.09733531969228984,0.0079992192098325,NHIS
80-89,2004,Poor,0.09506224336002533,0.008188229085598808,NHIS
80-89,2004,Fair,0.20857223181186763,0.011290907987476919,NHIS
80-89,2004,Good,0.38650234955524454,0.013014619953498405,NHIS
80-89,2004,Very Good,0.2128471088170201,0.010441044613624004,NHIS
80-89,2004,Excellent,0.09701606645584729,0.007731818321892335,NHIS
80-89,2005,Poor,0.09096922668547525,0.008753219076604594,NHIS
80-89,2005,Fair,0.2149561890182461,0.011219020658663405,NHIS
80-89,2005,Good,0.3646450859602923,0.012922452695699914,NHIS
80-89,2005,Very Good,0.22933367173581554,0.012158879024144247,NHIS
80-89,2005,Excellent,0.10009582660021057,0.007895351319212792,NHIS
80-89,2006,Poor,0.07644446485819986,0.008649465136682001,NHIS
80-89,2006,Fair,0.21490022873035214,0.014353902273985437,NHIS
80-89,2006,Good,0.3631269573322975,0.016267800736959794,NHIS
80-89,2006,Very Good,0.2551684949260238,0.014234138773955931,NHIS
80-89,2006,Excellent,0.09035985630923024,0.008959198137692744,NHIS
80-89,2007,Poor,0.09510787470976056,0.008849004559793315,NHIS
80-89,2007,Fair,0.21697339422615305,0.013356053488794692,NHIS
80-89,2007,Good,0.3586824035588609,0.015688416612561595,NHIS
80-89,2007,Very Good,0.2289581695497838,0.014039928703040274,NHIS
80-89,2007,Excellent,0.10027815844729365,0.009681812296090522,NHIS
80-89,2008,Poor,0.09347762912590399,0.010364980318415283,NHIS
80-89,2008,Fair,0.21913458145658246,0.014917037284352485,NHIS
80-89,2008,Good,0.36323538125541993,0.014550982718498402,NHIS
80-89,2008,Very Good,0.23002817641421253,0.014202402169242673,NHIS
80-89,2008,Excellent,0.09412423226355328,0.00952891119142658,NHIS
80-89,2009,Poor,0.08765051858667748,0.009870616544178366,NHIS
80-89,2009,Fair,0.22365241448836404,0.013544482385575606,NHIS
80-89,2009,Good,0.37463270206771776,0.0158783188604443,NHIS
80-89,2009,Very Good,0.22199182907291448,0.01400885559576603,NHIS
80-89,2009,Excellent,0.09207253579032183,0.00843211374184631,NHIS
80-89,2010,Poor,0.06009639641443432,0.006761697346608968,NHIS
80-89,2010,Fair,0.21490142753042932,0.012973724995335088,NHIS
80-89,2010,Good,0.36078038847121685,0.013790635319558707,NHIS
80-89,2010,Very Good,0.2503316083606673,0.012036423286252143,NHIS
80-89,2010,Excellent,0.11389017924545856,0.009912333786648094,NHIS
80-89,2011,Poor,0.09025917029764435,0.007967472800996833,NHIS
80-89,2011,Fair,0.21337282613216524,0.011638070857228936,NHIS
80-89,2011,Good,0.34209772126425353,0.0130022916798446,NHIS
80-89,2011,Very Good,0.24979504231286867,0.011565234230551943,NHIS
80-89,2011,Excellent,0.1044752413016659,0.008397765834926749,NHIS
80-89,2012,Poor,0.07175275011006656,0.007250999668102319,NHIS
80-89,2012,Fair,0.19165235822394852,0.010854675424925872,NHIS
80-89,2012,Good,0.3656579798853565,0.013899649032496091,NHIS
80-89,2012,Very Good,0.25379849187879305,0.012128807361629797,NHIS
80-89,2012,Excellent,0.1171384199339443,0.009379349813332055,NHIS
80-89,2013,Poor,0.08248951823993678,0.009186110542440711,NHIS
80-89,2013,Fair,0.20839767633486153,0.013092336941674927,NHIS
80-89,2013,Good,0.3494995705628381,0.013803190111467713,NHIS
80-89,2013,Very Good,0.24432414502836072,0.013320644772196043,NHIS
80-89,2013,Excellent,0.11528908986206102,0.009333957860966004,NHIS
80-89,2014,Poor,0.07932576065416845,0.007787431235725024,NHIS
80-89,2014,Fair,0.18277001303835638,0.01129082411336047,NHIS
80-89,2014,Good,0.35984556488771485,0.01477722127061859,NHIS
80-89,2014,Very Good,0.2715801389322553,0.01385431097182892,NHIS
80-89,2014,Excellent,0.10647852272899203,0.008544018475678516,NHIS
80-89,2015,Poor,0.062010088610233986,0.007077884637745716,NHIS
80-89,2015,Fair,0.20761291112984934,0.011904003383499893,NHIS
80-89,2015,Good,0.3524626941448191,0.013712056294784758,NHIS
80-89,2015,Very Good,0.26450621799254465,0.012218180913782462,NHIS
80-89,2015,Excellent,0.11340808814935817,0.008618425090489417,NHIS
80-89,2016,Poor,0.06707439269280097,0.00709436897740795,NHIS
80-89,2016,Fair,0.19230996336974612,0.01171599296726606,NHIS
80-89,2016,Good,0.3519874209652346,0.01329086619647961,NHIS
80-89,2016,Very Good,0.27518883291556057,0.012077165239372576,NHIS
80-89,2016,Excellent,0.11343939030842776,0.007919763239663589,NHIS
80-89,2017,Poor,0.06861965780131528,0.007619237227101067,NHIS
80-89,2017,Fair,0.21757440634027414,0.01292647030302001,NHIS
80-89,2017,Good,0.3298433249711906,0.014351150621139704,NHIS
80-89,2017,Very Good,0.274117240148261,0.01221153185382554,NHIS
80-89,2017,Excellent,0.10984537082370074,0.008893133781164042,NHIS
80-89,2018,Poor,0.083417235015343,0.008698085601648734,NHIS
80-89,2018,Fair,0.21234160800845084,0.011854812761142412,NHIS
80-89,2018,Good,0.33038749343028595,0.012940429817412565,NHIS
80-89,2018,Very Good,0.2629384471626877,0.012174263336369381,NHIS
80-89,2018,Excellent,0.11091521643353087,0.009095779035112363,NHIS
80-89,2019,Poor,0.10199621037196743,0.00878696040053812,NHIS
80-89,2019,Fair,0.21170084387973617,0.010405282520258774,NHIS
80-89,2019,Good,0.35165690429956115,0.011898731996497878,NHIS
80-89,2019,Very Good,0.2391300701057331,0.010106337660337654,NHIS
80-89,2019,Excellent,0.09551597282167912,0.006963699231163286,NHIS
80-89,2020,Poor,0.0774305094508683,0.007350629398778825,NHIS
80-89,2020,Fair,0.2131845257387286,0.012004577888966073,NHIS
80-89,2020,Good,0.357675237968956,0.01257269478239772,NHIS
80-89,2020,Very Good,0.26015240920301846,0.011125269462240017,NHIS
80-89,2020,Excellent,0.09155731763882116,0.006399978413320453,NHIS
80-89,2021,Poor,0.08196304130595228,0.007865292985456976,NHIS
80-89,2021,Fair,0.20767466558103528,0.010869873109800638,NHIS
80-89,2021,Good,0.36666003753032067,0.013294536163891568,NHIS
80-89,2021,Very Good,0.24251081356833754,0.010569065234369285,NHIS
80-89,2021,Excellent,0.10119144417706435,0.0077779479592506315,NHIS
80-89,2022,Poor,0.0955211899905833,0.008579184568155988,NHIS
80-89,2022,Fair,0.21148426613262916,0.010409397543860294,NHIS
80-89,2022,Good,0.3367150833927917,0.01191575914618872,NHIS
80-89,2022,Very Good,0.25706122328454,0.011027539915346654,NHIS
80-89,2022,Excellent,0.09921823938273061,0.007669206428647142,NHIS
80-89,2023,Poor,0.08178460477792168,0.00693055672498918,NHIS
80-89,2023,Fair,0.21406109520251193,0.010243547310470173,NHIS
80-89,2023,Good,0.330340385267978,0.011305998201520206,NHIS
80-89,2023,Very Good,0.2715604779291064,0.010283687333558977,NHIS
80-89,2023,Excellent,0.10225343897620996,0.007257176818397826,NHIS
80-89,2024,Poor,0.09044380027308181,0.007952509213348453,NHIS
80-89,2024,Fair,0.2088806564888039,0.009619661560414034,NHIS
80-89,2024,Good,0.36270393000721085,0.011404618929196449,NHIS
80-89,2024,Very Good,0.2530031793093254,0.010139607158473039,NHIS
80-89,2024,Excellent,0.08496843392165532,0.005899225314040149,NHIS
18-29,1972,Poor,0.008138250749855962,0.0047535111134384325,GSS
18-29,1972,Fair,0.094608109610609,0.015298743347742566,GSS
18-29,1972,Good,0.49135349467128475,0.027381868048913283,GSS
18-29,1972,Excellent,0.4059001459902106,0.026668709818655108,GSS
18-29,1973,Poor,0.02249702515081373,0.007714127530867772,GSS
18-29,1973,Fair,0.13723288812853457,0.01966006583019073,GSS
18-29,1973,Good,0.41169816770084705,0.02650751261905845,GSS
18-29,1973,Excellent,0.42857192058929955,0.02714949153610432,GSS
18-29,1974,Poor,0.008128632717716203,0.0047696867196583715,GSS
18-29,1974,Fair,0.10451220249837227,0.01609239840897542,GSS
18-29,1974,Good,0.4542128643783722,0.02735270584981319,GSS
18-29,1974,Excellent,0.4331463009350958,0.027167606360093917,GSS
18-29,1975,Poor,0.014254738147425951,0.005457229609938049,GSS
18-29,1975,Fair,0.14583317156219075,0.019272841104528635,GSS
18-29,1975,Good,0.42324548245041244,0.0263768810338193,GSS
18-29,1975,Excellent,0.41666660784057635,0.026272935472138978,GSS
18-29,1976,Poor,0.013823991327762363,0.005842058645973136,GSS
18-29,1976,Fair,0.10483076751987865,0.01715865695967462,GSS
18-29,1976,Good,0.4320673028776629,0.027203827188316033,GSS
18-29,1976,Excellent,0.4492779387027884,0.027386700795960835,GSS
18-29,1977,Poor,0.02354426856142902,0.009991842499186056,GSS
18-29,1977,Fair,0.1313505982440823,0.019136100082598938,GSS
18-29,1977,Good,0.4374230805731121,0.02821161778446417,GSS
18-29,1977,Excellent,0.407682053430012,0.02798884710769174,GSS
18-29,1980,Poor,0.010527090657220642,0.006407055178310411,GSS
18-29,1980,Fair,0.10921663521738414,0.016460411220614302,GSS
18-29,1980,Good,0.4566049643599624,0.02848821600472534,GSS
18-29,1980,Excellent,0.4236513098120217,0.02892960438783511,GSS
18-29,1982,Poor,0.01780102438928293,0.006225367945075791,GSS
18-29,1982,Fair,0.14296564169213694,0.01725716772781423,GSS
18-29,1982,Good,0.44022689627099215,0.024129006961587873,GSS
18-29,1982,Excellent,0.39900643829449345,0.023982623887477874,GSS
18-29,1984,Poor,0.00485449324912642,0.003426409781980466,GSS
18-29,1984,Fair,0.12135974680270982,0.016430048302547424,GSS
18-29,1984,Good,0.5109228447584013,0.027524819735385436,GSS
18-29,1984,Excellent,0.3628629151912,0.026897504087952256,GSS
18-29,1985,Poor,0.008345106073252678,0.004802056336662944,GSS
18-29,1985,Fair,0.11682880064420274,0.018578261124679855,GSS
18-29,1985,Good,0.46175287233599144,0.02891152409309728,GSS
18-29,1985,Excellent,0.4130732210649167,0.02836208250617799,GSS
18-29,1987,Poor,0.011302990601922676,0.0047857589650097156,GSS
18-29,1987,Fair,0.08720536868206723,0.01565443734820791,GSS
18-29,1987,Good,0.4744800375891973,0.027124635442224824,GSS
18-29,1987,Excellent,0.42701160312889175,0.02688285105670016,GSS
18-29,1988,Poor,0.012048015195322476,0.007473365282033076,GSS
18-29,1988,Fair,0.14056156297676564,0.026580067397710985,GSS
18-29,1988,Good,0.5020084434364961,0.036201061019399704,GSS
18-29,1988,Excellent,0.34538197839149354,0.03404406045134007,GSS
18-29,1989,Poor,0.014706045677096678,0.008604192579873235,GSS
18-29,1989,Fair,0.09033572833762958,0.02214289976959152,GSS
18-29,1989,Good,0.48109113989287094,0.037369995836062785,GSS
18-29,1989,Excellent,0.4138670869960994,0.03647462064590031,GSS
18-29,1990,Poor,0.01818187171334665,0.00930562590426409,GSS
18-29,1990,Fair,0.12207869914122525,0.027412376250050243,GSS
18-29,1990,Good,0.44155736271202495,0.03926402489535891,GSS
18-29,1990,Excellent,0.4181820670452237,0.039059804719436514,GSS
18-29,1991,Poor,0.0022524109607520867,0.0022537093003458203,GSS
18-29,1991,Fair,0.12837808609120896,0.024687825048332973,GSS
18-29,1991,Good,0.4752260256721173,0.03746829950514483,GSS
18-29,1991,Excellent,0.39414347742373,0.036974326443895686,GSS
18-29,1993,Poor,0.028888707630858847,0.013648195358708296,GSS
18-29,1993,Fair,0.09777719678209108,0.02182074849845195,GSS
18-29,1993,Good,0.495556327303889,0.0379462328476894,GSS
18-29,1993,Excellent,0.37777776843458233,0.03665073589734352,GSS
18-29,1994,Poor,0.011904863735121177,0.0054327794807331594,GSS
18-29,1994,Fair,0.13492048558771072,0.020780721058785347,GSS
18-29,1994,Good,0.4523804228706939,0.028739659795183357,GSS
18-29,1994,Excellent,0.4007942278322874,0.028625450412964933,GSS
18-29,1996,Poor,0.008645539769747405,0.004780215167680008,GSS
18-29,1996,Fair,0.14985555102826673,0.018288781881626495,GSS
18-29,1996,Good,0.4735830631104818,0.024426255508308983,GSS
18-29,1996,Excellent,0.36791584609467115,0.023744538403276866,GSS
18-29,1998,Poor,0.012915039107542605,0.005343767897829194,GSS
18-29,1998,Fair,0.1254610986604996,0.015287174437078048,GSS
18-29,1998,Good,0.46586767219491165,0.023463920363465385,GSS
18-29,1998,Excellent,0.3957561900634646,0.02302017703334413,GSS
18-29,2000,Poor,0.005574106819558452,0.0033381781116487044,GSS
18-29,2000,Fair,0.13489468511642372,0.017523512605932934,GSS
18-29,2000,Good,0.49163812938309137,0.02577589735672041,GSS
18-29,2000,Excellent,0.36789307976967284,0.025127495258610473,GSS
18-29,2002,Poor,0.017699247604849016,0.006410297098545338,GSS
18-29,2002,Fair,0.16434902139914073,0.021301533949305763,GSS
18-29,2002,Good,0.4475340343875673,0.028213918510274254,GSS
18-29,2002,Excellent,0.3704176974342684,0.027303051936377415,GSS
18-29,2004,Poor,0.00959900281563409,0.00553332833368699,GSS
18-29,2004,Fair,0.15569284151422882,0.029161518694254224,GSS
18-29,2004,Good,0.46603990456213873,0.03588637528561481,GSS
18-29,2004,Excellent,0.3686682511224038,0.0342205329645829,GSS
18-29,2006,Poor,0.010800403287509228,0.005497695864362314,GSS
18-29,2006,Fair,0.14583453036076122,0.016704850173834516,GSS
18-29,2006,Good,0.4578846447455447,0.024240299764633648,GSS
18-29,2006,Excellent,0.3854804217767297,0.02372988889426074,GSS
18-29,2008,Poor,0.007752817498280658,0.005577401077063064,GSS
18-29,2008,Fair,0.19820739735021906,0.030978283888903946,GSS
18-29,2008,Good,0.4483019443822762,0.03721215406654722,GSS
18-29,2008,Excellent,0.34573784131312835,0.03507669468830557,GSS
18-29,2010,Poor,0.014278208733813653,0.012279264055627804,GSS
18-29,2010,Fair,0.18506041969284204,0.02884151304888388,GSS
18-29,2010,Good,0.47930895942145624,0.03878477923660877,GSS
18-29,2010,Excellent,0.3213524121533352,0.03723958997610877,GSS
18-29,2012,Poor,0.02081640806183848,0.011088363742882877,GSS
18-29,2012,Fair,0.17422692868293882,0.030363445389734,GSS
18-29,2012,Good,0.43750040872127993,0.03857151020781779,GSS
18-29,2012,Excellent,0.3674562545858655,0.03859874358487426,GSS
18-29,2014,Poor,0.023323756917894636,0.008514933473133096,GSS
18-29,2014,Fair,0.2084445825653026,0.026651743966543323,GSS
18-29,2014,Good,0.4640694068701558,0.03390234832549371,GSS
18-29,2014,Excellent,0.30416225370651334,0.032132334290399224,GSS
18-29,2016,Poor,0.05594054292290815,0.017745532706835706,GSS
18-29,2016,Fair,0.18230702085127293,0.0249038656954907,GSS
18-29,2016,Good,0.49505458177935974,0.03399671254218226,GSS
18-29,2016,Excellent,0.26669785446449984,0.030440286457529112,GSS
18-29,2018,Poor,0.02328297772313995,0.008146039853452317,GSS
18-29,2018,Fair,0.18691259464847404,0.02398250646003935,GSS
18-29,2018,Good,0.5045535511135094,0.034234802593381915,GSS
18-29,2018,Excellent,0.28525087652721454,0.030632366080120734,GSS
18-29,2021,Poor,0.03747149516018331,0.010826781610233396,GSS
18-29,2021,Fair,0.18462743429129114,0.02486077440133887,GSS
18-29,2021,Good,0.5232691017545344,0.030445009781828236,GSS
18-29,2021,Excellent,0.25463196926394954,0.025956860858397438,GSS
18-29,2022,Poor,0.012701050576060795,0.005120147298231305,GSS
18-29,2022,Fair,0.17937411358065433,0.024354791740774748,GSS
18-29,2022,Good,0.5335892927910965,0.03381826222100849,GSS
18-29,2022,Excellent,0.27433554312718883,0.029499371785507312,GSS
18-29,2024,Poor,0.02970195160098534,0.009796017371778933,GSS
18-29,2024,Fair,0.17732411203503531,0.02217306066553291,GSS
18-29,2024,Good,0.5318721110340444,0.03224990396344675,GSS
18-29,2024,Excellent,0.2611018269235102,0.029722555111510958,GSS
30-39,1972,Poor,0.012522263478127158,0.007323876494541175,GSS
30-39,1972,Fair,0.12522303711327454,0.021514047743855933,GSS
30-39,1972,Good,0.46511649426856116,0.030787112772661697,GSS
30-39,1972,Excellent,0.3971382051543044,0.030105171975751518,GSS
30-39,1973,Poor,0.047699879184640664,0.013277086127145584,GSS
30-39,1973,Fair,0.15502460477371188,0.022129951504751645,GSS
30-39,1973,Good,0.3492342863274393,0.02848232038236447,GSS
30-39,1973,Excellent,0.4480412306699791,0.029987156216209995,GSS
30-39,1974,Poor,0.015813334781192803,0.00676603603412359,GSS
30-39,1974,Fair,0.15813070893750034,0.022615484077725238,GSS
30-39,1974,Good,0.4304710977867001,0.030221557848691186,GSS
30-39,1974,Excellent,0.39558485961800705,0.029973091051682523,GSS
30-39,1975,Poor,0.03636296242828557,0.01235440538540242,GSS
30-39,1975,Fair,0.17272651011621792,0.026327634447223476,GSS
30-39,1975,Good,0.37090908381503557,0.030922488422465498,GSS
30-39,1975,Excellent,0.42000144447928217,0.03156697413372604,GSS
30-39,1976,Poor,0.034126294248400475,0.0108706894061244,GSS
30-39,1976,Fair,0.10920315769168103,0.018539795803629366,GSS
30-39,1976,Good,0.435211218938223,0.029787348735240183,GSS
30-39,1976,Excellent,0.4214593297483187,0.029928700301927603,GSS
30-39,1977,Poor,0.01801775266108497,0.007983545743038615,GSS
30-39,1977,Fair,0.12792804424076354,0.02032229206077549,GSS
30-39,1977,Good,0.43423420328656365,0.02945792957648283,GSS
30-39,1977,Excellent,0.4198200011816109,0.029290201068667924,GSS
30-39,1980,Poor,0.015331940459648733,0.00736670637267009,GSS
30-39,1980,Fair,0.14480421460918344,0.020727927217754957,GSS
30-39,1980,Good,0.4378195198944708,0.029192208578468454,GSS
30-39,1980,Excellent,0.40204432537262685,0.029040573705679005,GSS
30-39,1982,Poor,0.02995789091259616,0.009104649144521885,GSS
