"period","age_slope","interaction","ci_10","ci_90","significant"
"1999",-0.0151421803543175,0,-0.0161948662228747,-0.014077897873298,"ref"
"2003",-0.0131426303811928,0.00199954997312471,0.000948607319401994,0.00303410736241225,"*"
"2007",-0.0111752681914307,0.00396691216288682,0.00291986708430934,0.0050196697815768,"*"
"2011",-0.0105593746104966,0.00458280574382086,0.0035318563326409,0.00561251838023961,"*"
"2015",-0.00906403751933472,0.00607814283498276,0.00505319695278857,0.00707803712188018,"*"
"2019",-0.00763803064115014,0.00750414971316735,0.00623769355044751,0.00880697398414224,"*"
