"component","variance","pct_of_total","sd"
"cohort_4yr",0.0186599809455686,1.68401280573982,0.136601540787681
"age_group",0.133949510441417,12.0885809885832,0.365991134375433
"period_4yr",0.00178809508530406,0.16137074471384,0.0422858733539235
"Residual",0.953668865395986,86.0660354609632,0.976559709078757
"Total",1.10806645186828,100,1.05264735399291
