"period","estimate","std_error","ci_lower_90","ci_upper_90"
1999,-0.026023051920447,0.0202403764336575,-0.060456029211431,0.00468377278876707
2003,-0.0357230325730838,0.0184195839800724,-0.0664572157108271,-0.00783604692870901
2007,-0.00868747883957027,0.0173974666675085,-0.0363365242558188,0.0181896149379135
2011,0.0152333821984236,0.0171505229481567,-0.0109868005464346,0.0425170664007865
2015,0.0464337829409695,0.0176431870620402,0.0201776815880638,0.0759303780650873
2019,0.0184087700125363,0.018765528974451,-0.00997895893433913,0.0498558894460738
2023,-0.0088903584885683,0.0220119401860744,-0.0434919609093608,0.0269645943714081
NA,0.00178809508530406,0.00226405462918589,0.000378668582539779,0.00503204655963404
