"component","variance","pct_of_total","sd"
"cohort_4yr",0.0156795812204456,2.34642044484599,0.125218134551053
"period_4yr",0.000933057567336376,0.139630346081024,0.0305459910190581
"Residual",0.651621447515311,97.513949209073,0.807230727558925
"Total",0.668234086303093,100,0.817455861990782
