component,variance,pct_of_total,sd
cohort_4yr,0.015444002935569748,2.927574770172197,0.12427390287413423
period_4yr,8.096031988749859e-4,0.15346888425009703,0.028453527002376803
Residual,0.5112821238807906,96.91895634557771,0.7150399456539408
Total,0.5275357300152353,100,0.7263165494570776
