component,variance,pct_of_total,sd
cohort_4yr,0.007925715823397177,1.375125747001121,0.08902648944778839
period_4yr,0.0016256554401009003,0.2820541010107777,0.040319417655775985
Residual,0.5668116152256726,98.342820151988107,0.752868923004312
Total,0.5763629864891706,100,0.7591857391239449
