component,variance,pct_of_total,sd
cohort_4yr,0.0063188447073798315,1.01854375814727,0.07949116119028474
period_4yr,0.0063623772150017055,1.0255608262931248,0.0797645109995774
Residual,0.6076990667825243,97.9558954155596,0.7795505543468777
Total,0.6203802887049058,100,0.7876422339520055
