"component","variance","pct_of_total","sd"
"cohort_4yr",0.00326827808126575,0.278540755993139,0.0571688558680839
"age_group",0.0754104433469727,6.426895563155,0.274609619909742
"period_4yr",0.0178644689782204,1.52250896982499,0.133658029980321
"Residual",1.07681403324747,91.7720547110269,1.03769650343801
"Total",1.17335722365392,100,1.08321614816893
