"component","Default: decov(1,1,1,1)","Concentrated: decov(2,1,1,1)","Diffuse: decov(0.5,1,1,1)"
"cohort_4yr",2.34642044484599,2.34719229781504,2.33452841877358
"period_4yr",0.139630346081024,0.139292990922548,0.137650524682316
"Residual",97.513949209073,97.5135147112624,97.5278210565441
