survey,n_bhapc,year_min,year_max,p_bar,a_bar,c_bar,c_bar_w,grid_offset,c_bar_apci_proxy,c_mid,by_min,by_max,bhapc_argmax_median,bhapc_argmax_q05,bhapc_argmax_q95,bhapc_vertex_median,bhapc_vertex_q05,bhapc_vertex_q95,bhapc_p_concave,bhapc_b2_median,bhapc_argmax_unrestricted_median,bhapc_p_argmax_unrestricted_in_region,bhapc_postmean_argmax,bhapc_postmean_vertex,bhapc_n_bins_region,bhapc_vertex_all_median,bhapc_vertex_all_q05,bhapc_vertex_all_q95,bhapc_p_concave_all,bhapc_vertex_local_median,bhapc_vertex_local_q05,bhapc_vertex_local_q95,bhapc_p_concave_local,c_mid_apci,apci_argmax,apci_argmax_lo,apci_argmax_hi,apci_argmax_unrestricted,apci_vertex,apci_vertex_concave,apci_vertex_boot_q05,apci_vertex_boot_q95,apci_vertex_all,apci_vertex_all_concave,apci_vertex_central90,apci_vertex_central90_concave,apci_vertex_local,apci_vertex_local_concave,apci_vertex_local_boot_q05,apci_vertex_local_boot_q95,apci_flip_interp,apci_flip_linear,ref_boomer,d_bhapc_vertex_cbar,d_bhapc_vertex_1955,d_bhapc_argmax_cbar,d_bhapc_argmax_1955,d_bhapc_vlocal_cbar,d_bhapc_vlocal_1955,d_bhapc_vall_cbar,d_bhapc_vall_1955,d_apci_vall_cbar,d_apci_vall_1955,d_apci_vertex_cbar,d_apci_vertex_1955,d_apci_vlocal_cbar,d_apci_vlocal_1955,d_apci_argmax_cbar,d_apci_argmax_1955,d_flip_interp_cbar,d_flip_linear_cbar,d_bhapc_vertex_cmid,d_bhapc_argmax_cmid,d_bhapc_vlocal_cmid,d_bhapc_vall_cmid,d_apci_vall_cmid,d_apci_argmax_cmid,d_apci_vertex_cmid,d_apci_vlocal_cmid,d_flip_interp_cmid,d_flip_linear_cmid,bhapc_cri_covers_cmid,bhapc_cri_covers_cbar,bhapc_cri_covers_1955,null_apci_peak_median,null_bhapc_peak
BRFSS,200034,1993,2025,2011.7481778097724,54.06230940740074,1957.6858684023716,1962.8227289959848,1.1490796564585253,1957.6858684023716,1955.1490796564585,1904,2004,1949.1490796564585,1941.1490796564585,1953.1490796564585,1950.723211443019,1947.06509616923,1954.3456718140721,1,-2.1497499146874238e-4,1949.1490796564585,0.9986,1949.1490796564585,1950.772292705202,14,1954.6470064094674,1949.977692053963,1959.8323202621707,1,1948.7736085246809,1946.53256506246,1951.331553837985,1,1954.5,1943.875,1938.875,1948.875,1943.875,1949.2045090894928,TRUE,1946.4229628178384,1951.2115444431595,1958.5637686627272,TRUE,1952.439258452753,TRUE,1947.606595870238,TRUE,1946.4065332540363,1949.330935802284,1957.3452390914435,1953.2947924817822,1955,-6.962656959352671,-4.276788556981046,-8.5367887459131,-5.850920343541475,-8.912259877690758,-6.226391475319133,-3.0388619929042306,-0.3529935905326056,0.8779002603555455,3.5637686627271705,-8.481359312878794,-5.795490910507169,-10.0792725321337,-7.393404129762075,-13.810868402371625,-11.125,-0.3406293109280796,-4.391075920589401,-4.425868213439571,-6,-6.375471131777658,-0.5020732469911309,4.0637686627271705,-10.625,-5.295490910507169,-6.893404129762075,2.8452390914435455,-1.205207518217776,FALSE,FALSE,FALSE,NA,NA
MEPS,199890,2000,2023,2010.777517634699,47.175976787232976,1963.6015408474661,1964.9206210624827,1.4579018460153748,1962.7335713880275,1959.4579018460154,1915,2005,1957.4579018460154,1949.4579018460154,1961.4579018460154,1959.6813627712158,1953.30844045113,1965.8509394892,1,-1.2592694690198006e-4,1957.4579018460154,0.9997,1957.4579018460154,1959.7060462511413,14,1960.9152527572487,1956.3815195425939,1965.373991527969,1,1955.213079744813,1951.9986135881522,1959.081543644058,0.9988,1957,1944.5,1939.5,1949.5,1944.5,1990.7307771599694,FALSE,351.0209747977882,1930.3107232439227,1957.7571302140316,TRUE,1901.476268796059,TRUE,1946.70200637558,TRUE,1943.678615750958,1947.88940411033,1951.6998447915846,1953.7670508446206,1955,-3.920178076250295,4.681362771215845,-6.143639001450765,2.4579018460153748,-8.388461102653082,0.21307974481305791,-2.686288090217431,5.915252757248709,-4.976441173995909,2.7571302140315765,NA,NA,-16.031565012447572,-8.297993624420087,-18.233571388027485,-10.5,-11.033726596442875,-8.966520543406887,0.22346092520047023,-2,-4.244822101202317,1.457350911233334,0.7571302140315765,-12.5,NA,-10.297993624420087,-5.30015520841539,-3.2329491553794014,TRUE,TRUE,TRUE,NA,NA
NHIS,199349,1983,2024,2002.335311438733,45.723871200758474,1956.6114402379746,1959.9188975166421,1.3497634801278764,1955.6616416194593,1951.3497634801279,1898,2006,1941.3497634801279,1941.3497634801279,1949.3497634801279,1946.7081873517554,1942.5787430507698,1950.1737834043304,1,-1.1180600472750705e-4,1941.3497634801279,0.9376,1941.3497634801279,1946.7227311406054,14,1950.5618394351204,1943.016829963734,1958.0180316546728,1,1945.134032473748,1943.4000599744136,1947.3175657328322,1,1947,1944.5,1939.5,1949.5,1944.5,1945.8067815147426,TRUE,1944.3650746187132,1947.0147338649292,1942.5542594418125,TRUE,1948.6225146931329,TRUE,1945.0452727427755,TRUE,1943.716777676734,1945.8838426338418,1950.0467501281623,1949.089624268094,1955,-9.903252886219207,-8.291812648244559,-15.261676757846772,-13.650236519872124,-11.477407764226655,-9.865967526252007,-6.049600802854229,-4.438160564879581,-13.107382177646741,-12.445740558187481,-9.854860104716636,-9.193218485257376,-10.616368876683737,-9.954727257224476,-11.16164161945926,-10.5,-5.61489149129693,-6.572017351365275,-4.641576128372435,-10,-6.215731006379883,-0.7879240450074576,-4.445740558187481,-2.5,-1.1932184852573755,-1.9547272572244765,3.04675012816233,2.089624268093985,FALSE,FALSE,FALSE,NA,NA
CPS,199605,1996,2025,2010.6025299967437,45.79577665890133,1964.8067533378423,1965.01646513623,1.4829087447710663,1963.7437977794905,1957.482908744771,1911,2007,1953.482908744771,1949.482908744771,1961.482908744771,1957.4938490000955,1950.8703835903996,1962.527526680646,1,-1.1176380786508353e-4,1953.482908744771,0.9792,1953.482908744771,1957.3505174009447,14,1963.098128281407,1956.8398285915646,1968.8032190034905,1,1953.9670843142726,1951.0671228424712,1957.9444231091804,0.987,1957,1944.5,1939.5,1949.5,1944.5,1941.7097061332215,TRUE,1934.918267956477,1945.9163324956667,1957.9807983555665,TRUE,1952.391082210951,TRUE,1947.8784241019682,TRUE,1947.4325020806482,1948.3895503621827,1954.5194243463613,1956.1246419720494,1955,-7.312904337746886,2.4938490000954516,-11.323844593071271,-1.5170912552289337,-10.83966902356974,-1.0329156857274029,-1.7086250564352667,8.098128281407071,-5.7629994239239295,2.9807983555665487,-22.034091646268962,-13.290293866778484,-15.865373677522257,-7.121575898031779,-19.243797779490478,-10.5,-9.22437343312913,-7.619155807441075,0.010940255324385362,-4,-3.515824430498469,5.615219536636005,0.9807983555665487,-12.5,-15.290293866778484,-9.121575898031779,-2.4805756536386525,-0.8753580279505968,TRUE,FALSE,TRUE,NA,NA
NHANES,75367,1999.5,2022,2011.4713667785636,47.67042604853583,1963.8009407300278,1965.1897117171052,2.0278570196505825,1963.5295981023585,1960.0278570196506,1919.5,2004,1958.0278570196506,1942.0278570196506,1974.0278570196506,1958.0792442594136,1948.9684825868217,1963.5451333104743,0.9995,-8.863977908212889e-5,1958.0278570196506,0.9125,1974.0278570196506,1958.0914777473413,14,1962.0920059227733,1954.7600376384482,1970.4861854539959,0.9998,1957.807223311732,1944.8095299393367,1970.8935965019482,0.9127,1961.5,1944.3,1939.3,1949.3,1998.5,2729.4602648590912,FALSE,1603.6630301106077,1954.4229440752733,1970.588819130964,TRUE,1954.0891272709944,TRUE,1948.406962240516,TRUE,1946.461037201296,1951.5432210647612,1951.7638048480976,1952.8833663501457,1955,-5.7216964706142335,3.079244259413599,-5.77308371037725,3.0278570196505825,-5.993717418295773,2.8072233117320593,-1.7089348072545363,7.092005922773296,7.059221028605634,15.588819130964112,NA,NA,-15.122635861842582,-6.593037759484105,-19.229598102358523,-10.700000000000045,-11.76579325426087,-10.64623175221277,-1.9486127602369834,-2,-2.220633707918523,2.064148903122714,9.088819130964112,-17.200000000000045,NA,-13.093037759484105,-9.736195151902393,-8.616633649854293,TRUE,FALSE,TRUE,NA,NA
GSS,57627,1972,2024,1998.9423187047737,46.83365436340604,1952.1086643413678,1953.7952347160444,1.7194370694292047,1951.688222320247,1945.7194370694292,1883,2006,1945.7194370694292,1945.7194370694292,1945.7194370694292,1947.9220286636605,1945.5164985264098,1950.3851107531964,1,-1.606652320824326e-4,1945.7194370694292,0.9549,1945.7194370694292,1947.95509593837,16,1944.8672469419225,1940.0364960149248,1949.6749772117187,1,1945.601486981796,1943.5422955714707,1947.2243001540273,1,1942,1939.5,1934.5,1944.5,1884.5,1944.5139567752917,TRUE,1941.6570994597168,1946.6891460451643,1934.930842443975,TRUE,1946.081279385536,TRUE,1942.422385984311,TRUE,1940.632544656101,1945.9807056515172,1943.5254632651202,1946.304434794786,1955,-4.186635677707272,-7.077971336339488,-6.38922727193858,-9.280562930570795,-6.50717735957187,-9.398513018204085,-7.241417399445254,-10.13275305807747,-16.757379876271898,-20.069157556024948,-7.174265544955233,-10.486043224708283,-9.265836335936001,-12.57761401568905,-12.18822232024695,-15.5,-8.162759055126799,-5.383787525461003,2.2025915942313077,0,-0.11795008763328951,-0.8521901275066739,-7.0691575560249476,-2.5,2.5139567752917173,0.4223859843109494,1.5254632651201518,4.304434794785948,TRUE,FALSE,FALSE,NA,NA
