component,variance,pct_of_total,sd
cohort_4yr,0.004068594263636573,0.3740103790674169,0.06378553334131944
period_4yr,7.718934218358563e-4,0.07095722320623662,0.027782969996669838
Residual,1.0829887521825452,99.55503239772635,1.0406674551375887
Total,1.0878292398680176,100,1.0429905272187363
