component,variance,pct_of_total,sd
cohort_4yr,0.010078290206209357,0.9084044810757025,0.1003906878460814
period_4yr,0.06143926127300817,5.537814362598452,0.2478694440083492
Residual,1.0379320842463768,93.55378115632585,1.0187895191090144
Total,1.1094496357255943,100,1.0533041515752202
