variable,survey,n_obs,cohort_pct,period_pct,residual_pct
SRH,NHIS,100097,0.3740103790674169,0.07095722320623662,99.55503239772635
Education (4-cat),NHIS,66053,0.9084044810757025,5.537814362598452,93.55378115632585
K6 Distress,NHIS,28555,0.40182301774868473,0.2506446818194966,99.34753230043182
