component,variance,pct_of_total,sd
cohort_4yr,0.007755160109960221,0.8400192071314223,0.08806338688672052
period_4yr,0.002727471894270094,0.29543281448895253,0.05222520363071928
Residual,0.9127296045877499,98.86454797837962,0.9553688317020552
Total,0.9232122365919802,100,0.9608393396359144
