component,M1_base,M2_demog,M3_k6,M4_full
Cohort,1.4528292673310026,0.8400192071314223,0.4461695346728153,0.36114002288164254
Period,0.4440505105777268,0.29543281448895253,0.09246232268497623,0.05433246848114971
Residual,98.10312022209126,98.86454797837962,99.46136814264221,99.58452750863721
