component,variance,pct_of_total,sd
cohort_4yr,0.0034205819484587584,0.4461695346728153,0.058485741411550544
period_4yr,7.08867206992806e-4,0.09246232268497623,0.026624560221584995
Residual,0.7625257531023936,99.46136814264221,0.8732272058876737
Total,0.7666552022578451,100,0.8755884891076658
