component,variance,pct_of_total,sd
cohort_4yr,0.0026744194615505746,0.36114002288164254,0.051714789582387115
period_4yr,4.023586473208264e-4,0.05433246848114971,0.020058879513094104
Residual,0.7374723973080748,99.58452750863721,0.8587621308069393
Total,0.7405491754169462,100,0.8605516692313985
