"component","variance","pct_of_total","sd"
"psu:strata",0.0184486352328155,1.89222454490383,0.135825753201724
"strata",0.0104728273972747,1.07416840354755,0.102336833043019
"cohort_4yr",0.0161546667811786,1.6569386630679,0.127101010150111
"period_4yr",0.00248286474453531,0.254660442466188,0.0498283528178016
"Residual",0.927411723907318,95.1220079460145,0.963022182458596
"Total",0.974970718063122,100,0.987406055310135
