"period_4yr","srh_young","srh_old","gradient","n_total"
"1999",3.92638370640404,2.85777422501645,1.06860948138759,25759
"2003",3.99640282386171,2.83211142540195,1.16429139845976,35596
"2007",4.01717497629139,2.90542248038968,1.11175249590171,35625
"2011",4.06894781112162,2.98704343665673,1.08190437446489,39007
"2015",4.11955521249451,2.97797938960371,1.1415758228908,35244
"2019",4.10069122238751,2.89415769408417,1.20653352830335,24523
"2023",3.9034524264783,3.23097137883813,0.672481047640168,4141
