"dataset","year","model","model_name","r_squared","n"
"MEPS",2015,4,"srh_age_sex_interaction",0.0676790465384475,21292
"MEPS",2016,1,"srh_age",0.0563202658173669,21340
"MEPS",2016,2,"srh_sex",0.00089093154572506,21340
"MEPS",2016,3,"srh_age_sex",0.0568125336427893,21340
"MEPS",2016,4,"srh_age_sex_interaction",0.0570077744386284,21340
"MEPS",2017,1,"srh_age",0.0697591525463144,20164
"MEPS",2017,2,"srh_sex",0.00180895390795888,20164
"MEPS",2017,3,"srh_age_sex",0.0708550567914115,20164
"MEPS",2017,4,"srh_age_sex_interaction",0.0750247575717217,20164
"MEPS",2018,1,"srh_age",0.0825148699299766,18998
"MEPS",2018,2,"srh_sex",0.00116020482907864,18998
"MEPS",2018,3,"srh_age_sex",0.0830892350635443,18998
"MEPS",2018,4,"srh_age_sex_interaction",0.0833944686290194,18998
"MEPS",2019,1,"srh_age",0.0524416242362924,17283
"MEPS",2019,2,"srh_sex",0.00134958327010448,17283
"MEPS",2019,3,"srh_age_sex",0.053451099135131,17283
"MEPS",2019,4,"srh_age_sex_interaction",0.0580811351948092,17283
"MEPS",2020,1,"srh_age",0.0767275921757028,13880
"MEPS",2020,2,"srh_sex",0.00267868587135756,13880
"MEPS",2020,3,"srh_age_sex",0.0784447455712131,13880
"MEPS",2020,4,"srh_age_sex_interaction",0.079086575239216,13880
"MEPS",2021,1,"srh_age",0.0477680368267913,14940
"MEPS",2021,2,"srh_sex",0.00191290292827473,14940
"MEPS",2021,3,"srh_age_sex",0.0492424164709903,14940
"MEPS",2021,4,"srh_age_sex_interaction",0.0497573948342106,14940
"MEPS",2022,1,"srh_age",0.0692818987547859,10814
"MEPS",2022,2,"srh_sex",0.00355472379024691,10814
"MEPS",2022,3,"srh_age_sex",0.0718078210745065,10814
"MEPS",2022,4,"srh_age_sex_interaction",0.0719852414807054,10814
"MEPS",2023,1,"srh_age",0.036990214169459,9612
"MEPS",2023,2,"srh_sex",0.00215166781817366,9612
"MEPS",2023,3,"srh_age_sex",0.0385500402814846,9612
"MEPS",2023,4,"srh_age_sex_interaction",0.0400982028598975,9612
"NHANES",1999.5,1,"srh_age",0.0474268705607921,4969
"NHANES",1999.5,2,"srh_sex",0.00395891914086921,4969
"NHANES",1999.5,3,"srh_age_sex",0.05045808784711,4969
"NHANES",1999.5,4,"srh_age_sex_interaction",0.050926502924873,4969
"NHANES",2001.5,1,"srh_age",0.0260732962811163,5590
"NHANES",2001.5,2,"srh_sex",0.00217801614403712,5590
"NHANES",2001.5,3,"srh_age_sex",0.0277324184173817,5590
"NHANES",2001.5,4,"srh_age_sex_interaction",0.0279355639279237,5590
"NHANES",2003.5,1,"srh_age",0.0396174042397403,5300
"NHANES",2003.5,2,"srh_sex",0.000509541314703155,5300
"NHANES",2003.5,3,"srh_age_sex",0.0397905499289278,5300
"NHANES",2003.5,4,"srh_age_sex_interaction",0.0398104880128513,5300
"NHANES",2005.5,1,"srh_age",0.0220789118007566,5329
"NHANES",2005.5,2,"srh_sex",0.000754737931153993,5329
"NHANES",2005.5,3,"srh_age_sex",0.0225060214336066,5329
"NHANES",2005.5,4,"srh_age_sex_interaction",0.0225063419384145,5329
"NHANES",2007.5,1,"srh_age",0.0310531742673712,5993
"NHANES",2007.5,2,"srh_sex",0.000964300788690586,5993
"NHANES",2007.5,3,"srh_age_sex",0.0315458747902816,5993
"NHANES",2007.5,4,"srh_age_sex_interaction",0.0316037794647007,5993
"NHANES",2009.5,1,"srh_age",0.020985076991781,6358
"NHANES",2009.5,2,"srh_sex",0.000729784518344045,6358
"NHANES",2009.5,3,"srh_age_sex",0.021425085018735,6358
"NHANES",2009.5,4,"srh_age_sex_interaction",0.0218624987517975,6358
"NHANES",2011.5,1,"srh_age",0.0214409004846172,5614
"NHANES",2011.5,2,"srh_sex",0.000243415635291067,5614
"NHANES",2011.5,3,"srh_age_sex",0.0215171362189058,5614
"NHANES",2011.5,4,"srh_age_sex_interaction",0.0222923266252459,5614
"NHANES",2013.5,1,"srh_age",0.0128145420931027,5919
"NHANES",2013.5,2,"srh_sex",0.00112184841342622,5919
"NHANES",2013.5,3,"srh_age_sex",0.0136890377075422,5919
"NHANES",2013.5,4,"srh_age_sex_interaction",0.013801781567915,5919
"NHANES",2015.5,1,"srh_age",0.0066211195778686,5726
"NHANES",2015.5,2,"srh_sex",6.28109686588996e-05,5726
"NHANES",2015.5,3,"srh_age_sex",0.00674186680363786,5726
"NHANES",2015.5,4,"srh_age_sex_interaction",0.00696225996938094,5726
"NHANES",2017.5,1,"srh_age",0.0127182163213838,5527
"NHANES",2017.5,2,"srh_sex",5.16810646816745e-05,5527
"NHANES",2017.5,3,"srh_age_sex",0.012724223949573,5527
"NHANES",2017.5,4,"srh_age_sex_interaction",0.012752444058551,5527
"NHANES",2018.5,1,"srh_age",0.0102728133534264,8956
"NHANES",2018.5,2,"srh_sex",3.05835334168947e-07,8956
"NHANES",2018.5,3,"srh_age_sex",0.0103018911744492,8956
"NHANES",2018.5,4,"srh_age_sex_interaction",0.010549959146959,8956
"NHANES",2022,1,"srh_age",0.0282901489490932,6335
"NHANES",2022,2,"srh_sex",0.0012861808036172,6335
"NHANES",2022,3,"srh_age_sex",0.0291946496812828,6335
"NHANES",2022,4,"srh_age_sex_interaction",0.0308379276364581,6335
"NHIS",1983,1,"srh_age",0.115332821590395,37650
"NHIS",1983,2,"srh_sex",0.00487248924486972,37650
"NHIS",1983,3,"srh_age_sex",0.117981370463186,37650
"NHIS",1983,4,"srh_age_sex_interaction",0.118875557141046,37650
"NHIS",1984,1,"srh_age",0.0110278804501247,16078
"NHIS",1984,2,"srh_sex",0.000191973848068239,16078
"NHIS",1984,3,"srh_age_sex",0.0110578430300403,16078
"NHIS",1984,4,"srh_age_sex_interaction",0.0115595213260817,16078
"NHIS",1985,1,"srh_age",0.113827076800288,33528
"NHIS",1985,2,"srh_sex",0.00424826153850688,33528
"NHIS",1985,3,"srh_age_sex",0.116187464364483,33528
"NHIS",1985,4,"srh_age_sex_interaction",0.116866817620152,33528
"NHIS",1987,1,"srh_age",0.110882249676677,43962
"NHIS",1987,2,"srh_sex",0.00496171775675502,43962
"NHIS",1987,3,"srh_age_sex",0.113868545690328,43962
"NHIS",1987,4,"srh_age_sex_interaction",0.11506491752298,43962
"NHIS",1988,1,"srh_age",0.100400758228521,43662
"NHIS",1988,2,"srh_sex",0.0053205805884351,43662
"NHIS",1988,3,"srh_age_sex",0.103639708861029,43662
"NHIS",1988,4,"srh_age_sex_interaction",0.103843250635912,43662
"NHIS",1989,1,"srh_age",0.0972627454571492,42258
"NHIS",1989,2,"srh_sex",0.00562224653792853,42258
"NHIS",1989,3,"srh_age_sex",0.100767611573687,42258
"NHIS",1989,4,"srh_age_sex_interaction",0.10242571377246,42258
"NHIS",1990,1,"srh_age",0.0945555039021765,40999
"NHIS",1990,2,"srh_sex",0.00528501126514447,40999
"NHIS",1990,3,"srh_age_sex",0.097872552112036,40999
"NHIS",1990,4,"srh_age_sex_interaction",0.0984141082149256,40999
"NHIS",1991,1,"srh_age",0.093168279334903,43635
"NHIS",1991,2,"srh_sex",0.00564735237815861,43635
"NHIS",1991,3,"srh_age_sex",0.09682710950488,43635
"NHIS",1991,4,"srh_age_sex_interaction",0.0978072928731807,43635
"NHIS",1992,1,"srh_age",0.0854765433486983,24000
"NHIS",1992,2,"srh_sex",0.00414400736230103,24000
"NHIS",1992,3,"srh_age_sex",0.0879284164795643,24000
"NHIS",1992,4,"srh_age_sex_interaction",0.0887273565639388,24000
"NHIS",1993,1,"srh_age",0.0845120786911391,44244
"NHIS",1993,2,"srh_sex",0.00463037149551415,44244
"NHIS",1993,3,"srh_age_sex",0.0873986180377818,44244
"NHIS",1993,4,"srh_age_sex_interaction",0.0879668316444606,44244
"NHIS",1997,1,"srh_age",0.0986561905538181,36081
"NHIS",1997,2,"srh_sex",0.00271920383634894,36081
"NHIS",1997,3,"srh_age_sex",0.0999910004335405,36081
"NHIS",1997,4,"srh_age_sex_interaction",0.100151933397789,36081
"NHIS",1998,1,"srh_age",0.100827393457935,32410
"NHIS",1998,2,"srh_sex",0.00243564928714923,32410
"NHIS",1998,3,"srh_age_sex",0.101972687274612,32410
"NHIS",1998,4,"srh_age_sex_interaction",0.101973982764127,32410
"NHIS",1999,1,"srh_age",0.10236231479009,30763
"NHIS",1999,2,"srh_sex",0.00312995239903524,30763
"NHIS",1999,3,"srh_age_sex",0.104059562120448,30763
"NHIS",1999,4,"srh_age_sex_interaction",0.104081175221219,30763
"NHIS",2000,1,"srh_age",0.105040136304468,32342
"NHIS",2000,2,"srh_sex",0.00206099102748603,32342
"NHIS",2000,3,"srh_age_sex",0.106002823683276,32342
"NHIS",2000,4,"srh_age_sex_interaction",0.106099069727059,32342
"NHIS",2001,1,"srh_age",0.101696122373688,33285
"NHIS",2001,2,"srh_sex",0.00182896264926091,33285
"NHIS",2001,3,"srh_age_sex",0.102510151525722,33285
"NHIS",2001,4,"srh_age_sex_interaction",0.102935503492251,33285
"NHIS",2002,1,"srh_age",0.100095620398518,31003
"NHIS",2002,2,"srh_sex",0.00174482088633188,31003
"NHIS",2002,3,"srh_age_sex",0.100876990146677,31003
"NHIS",2002,4,"srh_age_sex_interaction",0.101430168680375,31003
"NHIS",2003,1,"srh_age",0.0967646856169527,30815
"NHIS",2003,2,"srh_sex",0.00224969039078005,30815
"NHIS",2003,3,"srh_age_sex",0.0977788400807224,30815
"NHIS",2003,4,"srh_age_sex_interaction",0.0981793078883229,30815
"NHIS",2004,1,"srh_age",0.102381514031906,31304
"NHIS",2004,2,"srh_sex",0.00169871186027937,31304
"NHIS",2004,3,"srh_age_sex",0.103027180617012,31304
"NHIS",2004,4,"srh_age_sex_interaction",0.103627821339294,31304
"NHIS",2005,1,"srh_age",0.0954609219470783,31413
"NHIS",2005,2,"srh_sex",0.00164317647859691,31413
"NHIS",2005,3,"srh_age_sex",0.0960996507932156,31413
"NHIS",2005,4,"srh_age_sex_interaction",0.0962557310372307,31413
"NHIS",2006,1,"srh_age",0.0907640381816702,24257
"NHIS",2006,2,"srh_sex",0.00123128578485987,24257
"NHIS",2006,3,"srh_age_sex",0.0911817547286684,24257
"NHIS",2006,4,"srh_age_sex_interaction",0.0916004370950712,24257
"NHIS",2007,1,"srh_age",0.0922516717691658,23378
"NHIS",2007,2,"srh_sex",0.00083953459302577,23378
"NHIS",2007,3,"srh_age_sex",0.0924628401587133,23378
"NHIS",2007,4,"srh_age_sex_interaction",0.0925993539846236,23378
"NHIS",2008,1,"srh_age",0.089714007805842,21767
"NHIS",2008,2,"srh_sex",0.00278006750148885,21767
"NHIS",2008,3,"srh_age_sex",0.0912355468600354,21767
"NHIS",2008,4,"srh_age_sex_interaction",0.0913680480506208,21767
"NHIS",2009,1,"srh_age",0.0885281719250689,27721
"NHIS",2009,2,"srh_sex",0.000510233995926201,27721
"NHIS",2009,3,"srh_age_sex",0.0886192343795804,27721
"NHIS",2009,4,"srh_age_sex_interaction",0.0886767131001232,27721
"NHIS",2010,1,"srh_age",0.0720550374106159,27141
"NHIS",2010,2,"srh_sex",0.00130456973061266,27141
"NHIS",2010,3,"srh_age_sex",0.0726170355599931,27141
"NHIS",2010,4,"srh_age_sex_interaction",0.0728039309389026,27141
"NHIS",2011,1,"srh_age",0.0770070322526777,32997
"NHIS",2011,2,"srh_sex",0.0011642442360339,32997
"NHIS",2011,3,"srh_age_sex",0.0775114135259016,32997
"NHIS",2011,4,"srh_age_sex_interaction",0.0781058430322406,32997
"NHIS",2012,1,"srh_age",0.0716876456588158,34507
"NHIS",2012,2,"srh_sex",0.00149170952073063,34507
"NHIS",2012,3,"srh_age_sex",0.0724743184240965,34507
"NHIS",2012,4,"srh_age_sex_interaction",0.0726405013336405,34507
"NHIS",2013,1,"srh_age",0.0818396611276063,34542
"NHIS",2013,2,"srh_sex",0.000875457114781875,34542
"NHIS",2013,3,"srh_age_sex",0.0821928520379671,34542
"NHIS",2013,4,"srh_age_sex_interaction",0.0824657232320378,34542
"NHIS",2014,1,"srh_age",0.0778620028609018,36674
"NHIS",2014,2,"srh_sex",0.000469376247288045,36674
"NHIS",2014,3,"srh_age_sex",0.0779835909887848,36674
"NHIS",2014,4,"srh_age_sex_interaction",0.0786063173820001,36674
"NHIS",2015,1,"srh_age",0.0762530053835776,33661
"NHIS",2015,2,"srh_sex",0.000472975093626649,33661
"NHIS",2015,3,"srh_age_sex",0.0763821639858246,33661
"NHIS",2015,4,"srh_age_sex_interaction",0.0772566928968538,33661
"NHIS",2016,1,"srh_age",0.0727927093707831,33016
"NHIS",2016,2,"srh_sex",0.000901832858305696,33016
"NHIS",2016,3,"srh_age_sex",0.0731933818862778,33016
"NHIS",2016,4,"srh_age_sex_interaction",0.0733142351259516,33016
"NHIS",2017,1,"srh_age",0.0818891683284119,26734
"NHIS",2017,2,"srh_sex",0.00142684400195137,26734
"NHIS",2017,3,"srh_age_sex",0.0826296890152902,26734
"NHIS",2017,4,"srh_age_sex_interaction",0.0830339241345107,26734
"NHIS",2018,1,"srh_age",0.0806799560109548,25408
"NHIS",2018,2,"srh_sex",0.000397192931803625,25408
"NHIS",2018,3,"srh_age_sex",0.0807470629327731,25408
"NHIS",2018,4,"srh_age_sex_interaction",0.0807609645735229,25408
"NHIS",2019,1,"srh_age",0.0749499324970463,31894
"NHIS",2019,2,"srh_sex",0.000130237126441224,31894
"NHIS",2019,3,"srh_age_sex",0.0749511864150191,31894
"NHIS",2019,4,"srh_age_sex_interaction",0.0753808166295268,31894
"NHIS",2020,1,"srh_age",0.0792380406736717,31476
"NHIS",2020,2,"srh_sex",0.000341119999212269,31476
"NHIS",2020,3,"srh_age_sex",0.0792975550186594,31476
"NHIS",2020,4,"srh_age_sex_interaction",0.0796844479300696,31476
"NHIS",2021,1,"srh_age",0.0821670050810485,29381
"NHIS",2021,2,"srh_sex",0.000436312795864757,29381
"NHIS",2021,3,"srh_age_sex",0.0822752228761958,29381
"NHIS",2021,4,"srh_age_sex_interaction",0.082699282443447,29381
"NHIS",2022,1,"srh_age",0.0672706119402176,27578
"NHIS",2022,2,"srh_sex",0.000312117893838892,27578
"NHIS",2022,3,"srh_age_sex",0.0673541545739945,27578
"NHIS",2022,4,"srh_age_sex_interaction",0.0684834996132084,27578
"NHIS",2023,1,"srh_age",0.0641066836671144,29431
"NHIS",2023,2,"srh_sex",0.000208696569617306,29431
"NHIS",2023,3,"srh_age_sex",0.0641277576833859,29431
"NHIS",2023,4,"srh_age_sex_interaction",0.064345283116724,29431
"NHIS",2024,1,"srh_age",0.0646751612140212,32557
"NHIS",2024,2,"srh_sex",0.000387607909695387,32557
"NHIS",2024,3,"srh_age_sex",0.0648029191661861,32557
"NHIS",2024,4,"srh_age_sex_interaction",0.066585436061764,32557
