"dataset","year","stratum","beta_age","se","p_value","n"
"MEPS",2014,"NH-Asian/PI",-0.0217900283484933,0.00161045774907479,1.37475973470166e-39,1614
"MEPS",2014,"Hispanic",-0.0180417355864506,0.00310183541288526,6.32968763710709e-09,5829
"MEPS",2014,"Other",-0.0197016513177432,0.00331339414860754,5.60087288719342e-09,442
"MEPS",2015,"NH-White",-0.0127684268471411,0.000613905480395094,7.11175362739528e-94,8977
"MEPS",2015,"NH-Black",-0.0204370085714058,0.00100367388713946,7.36659547730622e-88,4081
"MEPS",2015,"NH-AIAN",-0.0153506667238372,0.00688965047259139,0.0282348226844841,97
"MEPS",2015,"NH-Asian/PI",-0.0165043470135341,0.00152812327117223,2.54964371211784e-26,1649
"MEPS",2015,"Hispanic",-0.0207845911353986,0.000987106720696189,5.10282099349005e-95,6006
"MEPS",2015,"Other",-0.0150208372344278,0.00308291461114808,1.50095442625725e-06,482
"MEPS",2016,"NH-White",-0.0119011303388719,0.000620735478765992,2.3220782349976e-80,9160
"MEPS",2016,"NH-Black",-0.0217081463010287,0.00100012464165858,1.23395857074181e-98,3842
"MEPS",2016,"NH-AIAN",-0.0247404478469167,0.00693321097218048,0.00057838606978556,92
"MEPS",2016,"NH-Asian/PI",-0.00706267977188252,0.00495483781439537,0.154229684990144,1634
"MEPS",2016,"Hispanic",-0.0161347260477485,0.00350649022637579,4.28117614608973e-06,6143
"MEPS",2016,"Other",-0.00774274683927534,0.00293510010478514,0.00861843396931197,469
"MEPS",2017,"NH-White",-0.0112574317730738,0.0018481431155272,1.16262641298192e-09,9821
"MEPS",2017,"NH-Black",-0.022766515015862,0.00106131687548351,8.29859842369185e-96,3381
"MEPS",2017,"NH-AIAN",-0.0235931896730522,0.00841297048599319,0.00691685715866136,58
"MEPS",2017,"NH-Asian/PI",-0.019613220341371,0.00174932866071631,6.33493707929262e-28,1314
"MEPS",2017,"Hispanic",-0.0202394503278879,0.00100358124505307,4.41877522606341e-87,5094
"MEPS",2017,"Other",-0.0144817334082269,0.0028571470080041,5.6746507215412e-07,496
"MEPS",2018,"NH-White",-0.0137483922246878,0.000573035959074231,6.05844887282894e-124,10705
"MEPS",2018,"NH-Black",-0.0204545327053357,0.00119123010140582,7.28297970969856e-63,2758
"MEPS",2018,"NH-AIAN",-0.0298986519258408,0.00935668344880455,0.00201599540217852,80
"MEPS",2018,"NH-Asian/PI",-0.0207464683428985,0.00184148209816764,8.26530415722948e-28,1007
"MEPS",2018,"Hispanic",-0.0224681174485909,0.00110226789062329,6.40724801836881e-88,3972
"MEPS",2018,"Other",-0.0156141012892385,0.00274389087728944,2.22136522802865e-08,476
"MEPS",2019,"NH-White",-0.0126936065720959,0.000576796572757695,7.11235017473321e-105,10074
"MEPS",2019,"NH-Black",-0.00351105437291556,0.00322876428643045,0.276957969829103,2362
"MEPS",2019,"NH-AIAN",-0.0175889468537214,0.00831956354047311,0.0376552086859233,81
"MEPS",2019,"NH-Asian/PI",-0.0215024304310442,0.00201295209788564,3.38915937020408e-25,927
"MEPS",2019,"Hispanic",-0.0230406173790542,0.00117343549851608,1.84303884539679e-81,3454
"MEPS",2019,"Other",-0.0165505484474813,0.00329736937761366,7.95828764257041e-07,385
"MEPS",2020,"NH-White",-0.0126659238733699,0.000668959248733664,2.61597275017498e-78,8326
"MEPS",2020,"NH-Black",-0.0211969128742008,0.00152090010516967,6.09205208545228e-42,1748
"MEPS",2020,"NH-AIAN",0.0024955818529634,0.00877311715896902,0.776977924382657,66
"MEPS",2020,"NH-Asian/PI",-0.0199965325386129,0.00225559601943042,5.25319388313474e-18,771
"MEPS",2020,"Hispanic",-0.019598207013634,0.00138643486344987,8.10747758683385e-44,2696
"MEPS",2020,"Other",-0.0193634501837507,0.00388309314385655,1.09856478737764e-06,273
"MEPS",2021,"NH-White",-0.0104167144788895,0.000681981453380689,5.16065320595418e-52,8916
"MEPS",2021,"NH-Black",-0.0197163675816937,0.00168771841096841,1.52536265035319e-30,1990
"MEPS",2021,"NH-AIAN",-0.00433787967082049,0.00844669135157394,0.609030443688442,79
"MEPS",2021,"NH-Asian/PI",-0.00345638345328559,0.00371710187244611,0.35272702403202,794
"MEPS",2021,"Hispanic",-0.0179290657481798,0.00137809453203711,1.218858659085e-37,2872
"MEPS",2021,"Other",-0.021966506071802,0.00387442326320125,3.48651716650153e-08,289
"MEPS",2022,"NH-White",-0.0107789912453593,0.000839865055927202,2.88311969239722e-37,6721
"MEPS",2022,"NH-Black",-0.0186478327992832,0.00186613008699998,8.94929446034589e-23,1434
"MEPS",2022,"NH-AIAN",-0.0158941010514829,0.00966487865558048,0.107037534148687,47
"MEPS",2022,"NH-Asian/PI",-0.0202120464428641,0.00281680733169317,2.17147495633785e-12,592
"MEPS",2022,"Hispanic",-0.0204871740900776,0.00164749407980236,4.01371523174302e-34,1808
"MEPS",2022,"Other",-0.0232378363316741,0.00426964165490942,1.4574386056015e-07,212
"MEPS",2023,"NH-White",-0.00770057261496433,0.000889486507042562,6.143946018851e-18,5942
"MEPS",2023,"NH-Black",-0.0166073906218835,0.00210986148259787,8.00620323052068e-15,1162
"MEPS",2023,"NH-AIAN",-0.0282115131086607,0.00710460174398699,0.000274936580148357,44
"MEPS",2023,"NH-Asian/PI",-0.0119056465345498,0.00287579209495014,4.04207126383047e-05,531
"MEPS",2023,"Hispanic",-0.0153350373495258,0.00166108909682904,7.46294122810819e-20,1746
"MEPS",2023,"Other",-0.00715425131455509,0.00422228507048308,0.0918714923146349,187
"NHIS",1983,"NH-White",NA,NA,NA,0
"NHIS",1983,"NH-Black",NA,NA,NA,0
"NHIS",1983,"NH-AIAN",NA,NA,NA,0
"NHIS",1983,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1983,"Hispanic",NA,NA,NA,0
"NHIS",1983,"Other",-0.021583877732403,0.000331353864251336,0,37650
"NHIS",1984,"NH-White",NA,NA,NA,0
"NHIS",1984,"NH-Black",NA,NA,NA,0
"NHIS",1984,"NH-AIAN",NA,NA,NA,0
"NHIS",1984,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1984,"Hispanic",NA,NA,NA,0
"NHIS",1984,"Other",-0.014835784885345,0.0011871331970846,1.13334117526427e-35,16078
"NHIS",1985,"NH-White",NA,NA,NA,0
"NHIS",1985,"NH-Black",NA,NA,NA,0
"NHIS",1985,"NH-AIAN",NA,NA,NA,0
"NHIS",1985,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1985,"Hispanic",NA,NA,NA,0
"NHIS",1985,"Other",-0.0209666019659317,0.000363913060342112,0,33528
"NHIS",1987,"NH-White",NA,NA,NA,0
"NHIS",1987,"NH-Black",NA,NA,NA,0
"NHIS",1987,"NH-AIAN",NA,NA,NA,0
"NHIS",1987,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1987,"Hispanic",NA,NA,NA,0
"NHIS",1987,"Other",-0.0206014628878442,0.000316660820929981,0,43962
"NHIS",1988,"NH-White",NA,NA,NA,0
"NHIS",1988,"NH-Black",NA,NA,NA,0
"NHIS",1988,"NH-AIAN",NA,NA,NA,0
"NHIS",1988,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1988,"Hispanic",NA,NA,NA,0
"NHIS",1988,"Other",-0.0195409541160404,0.000315458574563719,0,43662
"NHIS",1989,"NH-White",NA,NA,NA,0
"NHIS",1989,"NH-Black",NA,NA,NA,0
"NHIS",1989,"NH-AIAN",NA,NA,NA,0
"NHIS",1989,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1989,"Hispanic",NA,NA,NA,0
"NHIS",1989,"Other",-0.0192154866033545,0.000326876124676923,0,42258
"NHIS",1990,"NH-White",NA,NA,NA,0
"NHIS",1990,"NH-Black",NA,NA,NA,0
"NHIS",1990,"NH-AIAN",NA,NA,NA,0
"NHIS",1990,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1990,"Hispanic",NA,NA,NA,0
"NHIS",1990,"Other",-0.0187847287569388,0.000328433313138418,0,40999
"NHIS",1991,"NH-White",NA,NA,NA,0
"NHIS",1991,"NH-Black",NA,NA,NA,0
"NHIS",1991,"NH-AIAN",NA,NA,NA,0
"NHIS",1991,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1991,"Hispanic",NA,NA,NA,0
"NHIS",1991,"Other",-0.0189068360602024,0.000324039891368473,0,43635
"NHIS",1992,"NH-White",NA,NA,NA,0
"NHIS",1992,"NH-Black",NA,NA,NA,0
"NHIS",1992,"NH-AIAN",NA,NA,NA,0
"NHIS",1992,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1992,"Hispanic",NA,NA,NA,0
"NHIS",1992,"Other",-0.0182564608736373,0.00043889826846009,0,24000
"NHIS",1993,"NH-White",NA,NA,NA,0
"NHIS",1993,"NH-Black",NA,NA,NA,0
"NHIS",1993,"NH-AIAN",NA,NA,NA,0
"NHIS",1993,"NH-Asian/PI",NA,NA,NA,0
"NHIS",1993,"Hispanic",NA,NA,NA,0
"NHIS",1993,"Other",-0.0183887249896534,0.000311842542085181,0,44244
"NHIS",1997,"NH-White",-0.0193813934534564,0.00039766852598307,0,24123
"NHIS",1997,"NH-Black",-0.0248616920334595,0.00107814151880809,5.82710548317338e-112,5061
"NHIS",1997,"NH-AIAN",-0.0277114015380184,0.00598353995106018,6.94500757017472e-06,182
"NHIS",1997,"NH-Asian/PI",-0.0177863687990739,0.00223167338946361,4.55441884905196e-15,947
"NHIS",1997,"Hispanic",-0.0225388748284468,0.00109148932976795,2.08563444209013e-91,5682
"NHIS",1997,"Other",-0.00552303955698202,0.0077003397070558,0.475211972938153,86
"NHIS",1998,"NH-White",-0.0195637639875897,0.000429153640160178,0,21796
"NHIS",1998,"NH-Black",-0.0270566646167041,0.00107725553086578,4.73674036968749e-130,4320
"NHIS",1998,"NH-AIAN",-0.0181434321635447,0.00610453435042363,0.00337896946862982,175
"NHIS",1998,"NH-Asian/PI",-0.0152842483588977,0.00300873323804877,4.66011846431619e-07,836
"NHIS",1998,"Hispanic",-0.022850939276026,0.00112009526620464,4.77252040286505e-89,5183
"NHIS",1998,"Other",-0.016888570828546,0.00551367164943355,0.00282902867712416,100
"NHIS",1999,"NH-White",-0.0193764445842151,0.000428346165046468,0,20535
"NHIS",1999,"NH-Black",-0.0244066434715715,0.00113481059432699,1.98802018406985e-97,4206
"NHIS",1999,"NH-AIAN",-0.0267560122998374,0.0052019111159593,7.1750635233463e-07,177
"NHIS",1999,"NH-Asian/PI",-0.021218909032645,0.00281797120503316,1.49782843590684e-13,734
"NHIS",1999,"Hispanic",-0.0223615540784191,0.0010812316173161,3.09294840254849e-91,4992
"NHIS",1999,"Other",-0.00583534328178201,0.00752130214097941,0.439407636115654,119
"NHIS",2000,"NH-White",-0.0195656303258782,0.000421375530267412,0,21299
"NHIS",2000,"NH-Black",-0.0283486962447668,0.00106733167558649,1.35218238600761e-144,4536
"NHIS",2000,"NH-AIAN",-0.0369469796602628,0.0061672183342987,1.00432764426957e-08,195
"NHIS",2000,"NH-Asian/PI",-0.0198316273900609,0.00236603838999243,2.11757928504452e-16,861
"NHIS",2000,"Hispanic",-0.0223379573186103,0.00109257215487243,1.5676109005285e-89,5374
"NHIS",2000,"Other",-0.00737418287816116,0.00940186032665337,0.435315433008261,77
"NHIS",2001,"NH-White",-0.0192792965601873,0.000424753533445097,0,21859
"NHIS",2001,"NH-Black",-0.0272196057885882,0.00113303398292574,3.14741010503398e-120,4592
"NHIS",2001,"NH-AIAN",-0.0202290498221809,0.00542512147477997,0.000248663617129829,208
"NHIS",2001,"NH-Asian/PI",-0.0160590916096938,0.00241773878937674,5.31123891145142e-11,912
"NHIS",2001,"Hispanic",-0.0245440393021459,0.00111270105347409,1.7902125666545e-103,5613
"NHIS",2001,"Other",-0.0191625327066835,0.00634843696860201,0.00323073084768627,101
"NHIS",2002,"NH-White",-0.0193862804191737,0.000436837108868353,0,20416
"NHIS",2002,"NH-Black",-0.0250583090516811,0.00111111278249577,2.38623253836523e-106,4161
"NHIS",2002,"NH-AIAN",-0.0275150182821927,0.00558371051708504,1.99973755529353e-06,168
"NHIS",2002,"NH-Asian/PI",-0.0225057418969002,0.00231647412252207,2.76026005792182e-21,901
"NHIS",2002,"Hispanic",-0.0219452565331473,0.00119333727259799,2.98721947636911e-73,5268
"NHIS",2002,"Other",-0.017988007747868,0.00760531790008416,0.020244199677742,89
"NHIS",2003,"NH-White",-0.0190710832534601,0.000439985288579177,0,20142
"NHIS",2003,"NH-Black",-0.0257262386113524,0.00113502516877858,2.5727672718895e-107,4143
"NHIS",2003,"NH-AIAN",-0.0297842894635407,0.00632629524276119,5.34024403462425e-06,164
"NHIS",2003,"NH-Asian/PI",-0.020619911215846,0.0026046429187419,7.37509018918589e-15,877
"NHIS",2003,"Hispanic",-0.023510690682525,0.00113834166680498,2.7767345409137e-91,5415
"NHIS",2003,"Other",0.000426301239186131,0.0100927960686456,0.966425749349006,74
"NHIS",2004,"NH-White",-0.0197654644996594,0.000433037397872685,0,20195
"NHIS",2004,"NH-Black",-0.024852040068253,0.00108295163645032,4.20836652440919e-110,4348
"NHIS",2004,"NH-AIAN",-0.0335421631586991,0.0050909228869355,4.73553148626543e-10,182
"NHIS",2004,"NH-Asian/PI",-0.0213227822241003,0.00232872733801425,3.48698026814819e-19,908
"NHIS",2004,"Hispanic",-0.0211591468672335,0.00111468611158818,6.55716583414269e-78,5579
"NHIS",2004,"Other",-0.0203604068208351,0.00888450375877481,0.0242576055525235,92
"NHIS",2005,"NH-White",-0.0190519439426429,0.00043951971042353,0,20357
"NHIS",2005,"NH-Black",-0.0255685312229341,0.00109676421917823,2.23005472279104e-113,4356
"NHIS",2005,"NH-AIAN",-0.0222144037968581,0.0066813896671797,0.00109158056691951,166
"NHIS",2005,"NH-Asian/PI",-0.0187194474965752,0.00227494977697371,6.17044924965375e-16,957
"NHIS",2005,"Hispanic",-0.0217601796416409,0.00116067115060725,4.52939426422083e-76,5504
"NHIS",2005,"Other",-0.0276076084894938,0.00839085406918,0.0015606323275197,73
"NHIS",2006,"NH-White",-0.0179079322629878,0.000533414129398347,4.6950655467397e-238,14536
"NHIS",2006,"NH-Black",-0.026459430110902,0.00114430150995005,3.92897245610616e-111,4002
"NHIS",2006,"NH-AIAN",-0.0297157179135924,0.00481897641553496,7.46757726278975e-09,138
"NHIS",2006,"NH-Asian/PI",-0.021489608998615,0.00186673022113209,2.93584514885311e-29,1290
"NHIS",2006,"Hispanic",-0.0208875529862318,0.00122259909397153,2.48282691608532e-63,4226
"NHIS",2006,"Other",-0.0228457333553025,0.0091847581616486,0.0155295489989422,65
"NHIS",2007,"NH-White",-0.0182768711324128,0.000561935971076406,8.60299378935429e-224,14043
"NHIS",2007,"NH-Black",-0.0260385640264025,0.00118499386562688,1.18975277056519e-100,3678
"NHIS",2007,"NH-AIAN",-0.0262026189429549,0.00622418107294186,4.22601211087108e-05,164
"NHIS",2007,"NH-Asian/PI",-0.0222737281542059,0.00196345767225879,2.00442149732698e-28,1219
"NHIS",2007,"Hispanic",-0.0222502705518668,0.00123660908414309,8.77774469841484e-70,4194
"NHIS",2007,"Other",-0.0304305562796034,0.00932214187607053,0.00163047272808794,80
"NHIS",2008,"NH-White",-0.0178730871624525,0.000562853272296367,2.36192621806886e-213,13278
"NHIS",2008,"NH-Black",-0.0253886242312472,0.00124792497690997,7.15202813142568e-87,3365
"NHIS",2008,"NH-AIAN",-0.0274169211469534,0.00754797198769563,0.000392328492309066,143
"NHIS",2008,"NH-Asian/PI",-0.0227894959303213,0.00185481294913726,8.10668292531745e-33,1236
"NHIS",2008,"Hispanic",-0.0216032350646108,0.00135957740978468,4.91465524475735e-55,3672
"NHIS",2008,"Other",-0.00676613588274039,0.00647016730048924,0.299226677457869,73
"NHIS",2009,"NH-White",-0.0179424170916449,0.000532875139573441,2.54316350769721e-240,16262
"NHIS",2009,"NH-Black",-0.0247103554760684,0.001141908454764,8.31657399812901e-99,4439
"NHIS",2009,"NH-AIAN",-0.00868676474744405,0.00507762386442644,0.08901009473792,166
"NHIS",2009,"NH-Asian/PI",-0.0214808875446013,0.00190186357764629,1.6528863946567e-28,1589
"NHIS",2009,"Hispanic",-0.0221547335708031,0.00118082663223318,4.96935114562856e-76,5164
"NHIS",2009,"Other",-0.0156249619179972,0.00607507335115425,0.0115976502499395,101
"NHIS",2010,"NH-White",-0.0155966016615026,0.000504380179655258,8.34169071598254e-204,15559
"NHIS",2010,"NH-Black",-0.0231474831447039,0.00108530393276796,3.27743617611746e-96,4481
"NHIS",2010,"NH-AIAN",-0.0141631092501858,0.00571163974762025,0.0143024920460117,146
"NHIS",2010,"NH-Asian/PI",-0.0228160117389848,0.0017151337796063,1.71356382188659e-38,1709
"NHIS",2010,"Hispanic",-0.0202462126847085,0.00106413115257706,4.66621726370962e-78,5155
"NHIS",2010,"Other",-0.0340876914312572,0.00690484885142844,3.68333775703837e-06,91
"NHIS",2011,"NH-White",-0.0158799543319153,0.000463968890212409,1.88391924741135e-249,19717
"NHIS",2011,"NH-Black",-0.024743574613883,0.00102880089827648,5.27982280787607e-121,4973
"NHIS",2011,"NH-AIAN",-0.0198177997159183,0.00404445061265297,1.78125513154134e-06,238
"NHIS",2011,"NH-Asian/PI",-0.0239511136209163,0.00151416373373086,2.83259194384637e-53,2059
"NHIS",2011,"Hispanic",-0.0210044271939674,0.00102578445643831,4.62612702928365e-90,5867
"NHIS",2011,"Other",-0.0144724135566601,0.00610249294393174,0.0190649147380571,143
"NHIS",2012,"NH-White",-0.0148918315027533,0.000485522155521674,4.17229900625094e-202,20830
"NHIS",2012,"NH-Black",-0.0244787158990679,0.00103298683222,5.26237629247649e-118,5233
"NHIS",2012,"NH-AIAN",-0.0298444443915218,0.00470697305466363,9.67859049379302e-10,270
"NHIS",2012,"NH-Asian/PI",-0.0194353738397648,0.00160092051099793,7.58429287778283e-33,2141
"NHIS",2012,"Hispanic",-0.0221739281606405,0.00105302396765666,6.02204788590296e-95,5856
"NHIS",2012,"Other",-0.0212235657535414,0.00578545558816658,0.00032365109183295,177
"NHIS",2013,"NH-White",-0.0167841700795909,0.00049821081542038,2.68430753687982e-242,20789
"NHIS",2013,"NH-Black",-0.0238930674326786,0.00104600219359008,3.31511822959616e-110,5278
"NHIS",2013,"NH-AIAN",-0.0179850517442925,0.00443237959734395,6.411879528854e-05,286
"NHIS",2013,"NH-Asian/PI",-0.0204594229594345,0.00151136279052424,4.38147642350181e-40,2093
"NHIS",2013,"Hispanic",-0.0210290770171358,0.00105614615282498,1.90111768119061e-85,5940
"NHIS",2013,"Other",-0.018446754555498,0.00605193704441961,0.00271135895520216,156
"NHIS",2014,"NH-White",-0.0159105449496954,0.000497960591411327,3.11249955872276e-219,23043
"NHIS",2014,"NH-Black",-0.0228350519406158,0.00115200077548767,2.97893398932843e-84,5022
"NHIS",2014,"NH-AIAN",-0.0191023578765982,0.0051349014347443,0.000236233940547881,313
"NHIS",2014,"NH-Asian/PI",-0.0179577684562275,0.00165975027464891,1.42727905527416e-26,2055
"NHIS",2014,"Hispanic",-0.0222091156846284,0.0010317800750721,4.3848864441318e-99,6049
"NHIS",2014,"Other",-0.0157473718107717,0.00637195562007594,0.0143405199417352,192
"NHIS",2015,"NH-White",-0.0158749957025104,0.000515663073369566,1.30210401271883e-203,21074
"NHIS",2015,"NH-Black",-0.0222537904472713,0.00114611791273999,9.23981244797421e-81,4572
"NHIS",2015,"NH-AIAN",-0.0222973077377187,0.00622535881740434,0.00039476533646288,320
"NHIS",2015,"NH-Asian/PI",-0.0210862248263013,0.00167455672402039,5.42591664066225e-35,1920
"NHIS",2015,"Hispanic",-0.0196425784843604,0.00113181779348031,9.36268624059842e-66,5589
"NHIS",2015,"Other",-0.0118540531240459,0.00694020560663042,0.0893179534207041,186
"NHIS",2016,"NH-White",-0.014378283612979,0.000453958807147425,1.31162877128388e-215,23367
"NHIS",2016,"NH-Black",-0.0208473849392514,0.00140157917201614,1.28357119816784e-48,3624
"NHIS",2016,"NH-AIAN",-0.0251196745457045,0.00414798049235733,3.66838742637433e-09,345
"NHIS",2016,"NH-Asian/PI",-0.0208678197665828,0.00175389473869945,2.26876596514796e-31,1643
"NHIS",2016,"Hispanic",-0.0234757598886194,0.00125179187976403,4.00468231314028e-75,3806
"NHIS",2016,"Other",-0.0171167060040745,0.00481260625667247,0.000456385810581325,231
"NHIS",2017,"NH-White",-0.0149593391951232,0.000455647134283456,6.21435940069333e-230,18834
"NHIS",2017,"NH-Black",-0.0233944089768377,0.00139262181442401,1.53699795026214e-60,2936
"NHIS",2017,"NH-AIAN",-0.0156217623377375,0.00463121893203334,0.000851607983269715,273
"NHIS",2017,"NH-Asian/PI",-0.025270171505439,0.00186110910659105,2.01905163504295e-39,1331
"NHIS",2017,"Hispanic",-0.022884522990584,0.00143644770922756,4.49111813442847e-55,3243
"NHIS",2017,"Other",-0.0105329034790834,0.0085634993462492,0.221216139884532,117
"NHIS",2018,"NH-White",-0.0149869661792765,0.000500195969926887,2.06396588900105e-192,17563
"NHIS",2018,"NH-Black",-0.0229962917552035,0.00127251202819147,2.59944710886666e-69,2946
"NHIS",2018,"NH-AIAN",-0.0197930527064588,0.0041737210233376,3.34881550406706e-06,286
"NHIS",2018,"NH-Asian/PI",-0.0206487742365873,0.00191970869994003,6.49086254672821e-26,1309
"NHIS",2018,"Hispanic",-0.0225865215883499,0.00128615539036118,5.79946069309029e-66,3178
"NHIS",2018,"Other",-0.0287957517582295,0.00568039927170227,1.41406372811222e-06,126
"NHIS",2019,"NH-White",NA,NA,NA,0
"NHIS",2019,"NH-Black",NA,NA,NA,0
"NHIS",2019,"NH-AIAN",NA,NA,NA,0
"NHIS",2019,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2019,"Hispanic",-0.0230606592640025,0.00118788325692755,2.02734029557035e-80,4143
"NHIS",2019,"Other",-0.0155519049726291,0.000413414778951881,4.21354802825198e-302,27753
"NHIS",2020,"NH-White",NA,NA,NA,0
"NHIS",2020,"NH-Black",NA,NA,NA,0
"NHIS",2020,"NH-AIAN",NA,NA,NA,0
"NHIS",2020,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2020,"Hispanic",-0.0219534521930932,0.00121186404994968,1.97854074403652e-70,3821
"NHIS",2020,"Other",-0.0157606516639309,0.000410680194610593,5.51728560800398e-314,27657
"NHIS",2021,"NH-White",NA,NA,NA,0
"NHIS",2021,"NH-Black",NA,NA,NA,0
"NHIS",2021,"NH-AIAN",NA,NA,NA,0
"NHIS",2021,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2021,"Hispanic",-0.0234200885677872,0.00107997504884664,8.91693462359808e-99,4073
"NHIS",2021,"Other",-0.0157548977922891,0.00041021470613884,1.02762725217391e-313,25310
"NHIS",2022,"NH-White",NA,NA,NA,0
"NHIS",2022,"NH-Black",NA,NA,NA,0
"NHIS",2022,"NH-AIAN",NA,NA,NA,0
"NHIS",2022,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2022,"Hispanic",-0.0208654622267322,0.00111610262827331,8.70719625968722e-75,3934
"NHIS",2022,"Other",-0.0143014538460879,0.000423609284237407,4.55947667046949e-244,23647
"NHIS",2023,"NH-White",NA,NA,NA,0
"NHIS",2023,"NH-Black",NA,NA,NA,0
"NHIS",2023,"NH-AIAN",NA,NA,NA,0
"NHIS",2023,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2023,"Hispanic",-0.0196257820112406,0.00107711541355415,1.40934767740447e-71,4412
"NHIS",2023,"Other",-0.014090366556804,0.000406904647664744,1.08430023785847e-256,25025
"NHIS",2024,"NH-White",NA,NA,NA,0
"NHIS",2024,"NH-Black",NA,NA,NA,0
"NHIS",2024,"NH-AIAN",NA,NA,NA,0
"NHIS",2024,"NH-Asian/PI",NA,NA,NA,0
"NHIS",2024,"Hispanic",-0.0186601779857936,0.00106700451336672,2.03029581661305e-66,4755
"NHIS",2024,"Other",-0.0140266183937737,0.00039803165189912,3.52585328272026e-266,27807
"CPS",1996,"NH-White",-0.0264385804254361,0.000251795242513898,0,68652
"CPS",1996,"NH-Black",-0.0286324488474823,0.000736700624646328,6.83935245989153e-304,8358
"CPS",1996,"NH-AIAN",-0.0214869328039673,0.00314651754787708,1.55430244228393e-11,922
"CPS",1996,"NH-Asian/PI",-0.0239224456129657,0.00132651240432789,3.71624374967242e-69,3044
"CPS",1996,"Hispanic",-0.0255872503878258,0.000731257425908585,8.22101915708192e-256,12316
"CPS",1996,"Other",-0.0306645290369196,0.00269989891337486,1.05380116003971e-26,493
"CPS",1997,"NH-White",-0.0254155959468066,0.000248234284211156,0,68968
"CPS",1997,"NH-Black",-0.0293823929405275,0.000742864324558597,2.53564055841202e-314,8541
"CPS",1997,"NH-AIAN",-0.02820556594817,0.00289093224070374,1.57230146989145e-21,987
"CPS",1997,"NH-Asian/PI",-0.0235717631076986,0.00127322953439507,1.10489623237551e-72,3120
"CPS",1997,"Hispanic",-0.0262633019485366,0.000675443274419858,7.27883661138464e-313,12923
"CPS",1997,"Other",-0.0219189336442645,0.00281605006234299,2.85406022709181e-14,640
"CPS",1998,"NH-White",-0.0250406692797254,0.000248887476846831,0,68340
"CPS",1998,"NH-Black",-0.0279620522963892,0.000743185741839906,2.44761658482014e-286,8359
"CPS",1998,"NH-AIAN",-0.0247464782107082,0.00308506253087722,3.01542160971387e-15,967
"CPS",1998,"NH-Asian/PI",-0.0231266333230661,0.0012318547183993,1.04357624447157e-74,3224
"CPS",1998,"Hispanic",-0.0241949514221011,0.000663976473217164,3.41532788579197e-277,13295
"CPS",1998,"Other",-0.020630130234377,0.00236490889852661,1.58540632747101e-17,791
"CPS",1999,"NH-White",-0.0243839188458254,0.000244777100996305,0,68259
"CPS",1999,"NH-Black",-0.0276296628870215,0.000731707717900641,9.58163700849938e-289,8560
"CPS",1999,"NH-AIAN",-0.0216694346638847,0.00293823881339918,3.62941863221002e-13,934
"CPS",1999,"NH-Asian/PI",-0.0234099007994962,0.00126652675735311,1.33849352970895e-72,3241
"CPS",1999,"Hispanic",-0.0247038201303048,0.00066799403447,1.3865515803924e-285,13841
"CPS",1999,"Other",-0.025957905067165,0.00177060793254314,4.86954815800314e-44,956
"CPS",2000,"NH-White",-0.0244660907038942,0.000250789768740737,0,67732
"CPS",2000,"NH-Black",-0.0264027200104853,0.000727237230601531,5.99923408889766e-269,8745
"CPS",2000,"NH-AIAN",-0.0261917364163974,0.00256351572066341,2.08477844293243e-23,1031
"CPS",2000,"NH-Asian/PI",-0.0239659279538472,0.0012808885456609,2.39020205864113e-74,3322
"CPS",2000,"Hispanic",-0.0236291070797034,0.000625584486778031,1.74768778232319e-298,15194
"CPS",2000,"Other",-0.0263609554304156,0.00192627368776656,1.06033998268776e-39,1193
"CPS",2001,"NH-White",-0.0249215282133777,0.000228426439926463,0,103028
"CPS",2001,"NH-Black",-0.0268432456700151,0.000527568448018034,0,17096
"CPS",2001,"NH-AIAN",-0.0241611661731041,0.00205661476973235,5.99723959441093e-31,2194
"CPS",2001,"NH-Asian/PI",-0.0255271748622188,0.000898529941622506,1.49392818198249e-168,7355
"CPS",2001,"Hispanic",-0.0245999332620016,0.00056585954691986,0,18310
"CPS",2001,"Other",-0.0266370195758792,0.00149622783809624,2.41184968740589e-66,2203
"CPS",2002,"NH-White",-0.0241381222311311,0.000232378405536489,0,101973
"CPS",2002,"NH-Black",-0.0277706880754005,0.000522294537690084,0,16951
"CPS",2002,"NH-AIAN",-0.0246445228501556,0.0022393385983836,1.7997258587949e-27,2240
"CPS",2002,"NH-Asian/PI",-0.0225422366753865,0.00091184430188978,1.73161777034516e-129,7075
"CPS",2002,"Hispanic",-0.0248799382743584,0.000551620124137058,0,19103
