component,variance,pct_of_total,sd
cohort_4yr,6.343513656251745e-4,0.0673842458328605,0.025186332913411085
period_4yr,0.0021201127525646464,0.2252098862771474,0.04604468213121518
Residual,0.9386397116044501,99.70740586789,0.968834202330022
Total,0.94139417572264,100,0.9702546963156838
